-17.374065,-66.158862, Calle San Martín #100, Tupuraya, D12
-17.366789,-66.157341, Calle Bustillos #6191, Queru Queru Bajo, D12
-17.372756,-66.142694, Calle Falsuri #6192, Cala Cala Este, D12
-17.377507,-66.170077, Av. Blanco Galindo #6193, Tupuraya, D12
-17.370594,-66.175585, Calle Canelas #6194, Queru Queru Bajo, D12
-17.373345,-66.147666, Calle San Martín #6195, Cala Cala Este, D12
-17.376596,-66.171585, Calle Bustillos #6196, Tupuraya, D12
-17.377877,-66.157165, Calle Falsuri #6197, Queru Queru Bajo, D12
-17.368737,-66.161102, Av. Blanco Galindo #6198, Cala Cala Este, D12
-17.374198,-66.157971, Calle Canelas #6199, Tupuraya, D12
-17.369770,-66.157051, Calle San Martín #6200, Queru Queru Bajo, D12
-17.383980,-66.174315, Calle Bustillos #6201, Cala Cala Este, D12
-17.388222,-66.167273, Calle Falsuri #6202, Tupuraya, D12
-17.374008,-66.147195, Av. Blanco Galindo #6203, Queru Queru Bajo, D12
-17.377169,-66.168464, Calle Canelas #6204, Cala Cala Este, D12
-17.375297,-66.145748, Calle San Martín #6205, Tupuraya, D12
-17.373949,-66.161299, Calle Bustillos #6206, Queru Queru Bajo, D12
-17.366491,-66.164704, Calle Falsuri #6207, Cala Cala Este, D12
-17.377783,-66.166126, Av. Blanco Galindo #6208, Tupuraya, D12
-17.376642,-66.166560, Calle Canelas #6209, Queru Queru Bajo, D12
-17.370184,-66.146411, Calle San Martín #6210, Cala Cala Este, D12
-17.372669,-66.152777, Calle Bustillos #6211, Tupuraya, D12
-17.389287,-66.171371, Calle Falsuri #6212, Queru Queru Bajo, D12
-17.368021,-66.152345, Av. Blanco Galindo #6213, Cala Cala Este, D12
-17.369667,-66.150468, Calle Canelas #6214, Tupuraya, D12
-17.368308,-66.153708, Calle San Martín #6215, Queru Queru Bajo, D12
-17.377048,-66.166802, Calle Bustillos #6216, Cala Cala Este, D12
-17.369093,-66.153067, Calle Falsuri #6217, Tupuraya, D12
-17.368624,-66.151492, Av. Blanco Galindo #6218, Queru Queru Bajo, D12
-17.383290,-66.164424, Calle Canelas #6219, Cala Cala Este, D12
-17.369343,-66.160176, Calle San Martín #6220, Tupuraya, D12
-17.388803,-66.172454, Calle Bustillos #6221, Queru Queru Bajo, D12
-17.376413,-66.173423, Calle Falsuri #6222, Cala Cala Este, D12
-17.372705,-66.151456, Av. Blanco Galindo #6223, Tupuraya, D12
-17.383144,-66.174721, Calle Canelas #6224, Queru Queru Bajo, D12
-17.391516,-66.174993, Calle San Martín #6225, Cala Cala Este, D12
-17.380228,-66.159701, Calle Bustillos #6226, Tupuraya, D12
-17.370824,-66.143604, Calle Falsuri #6227, Queru Queru Bajo, D12
-17.369191,-66.175205, Av. Blanco Galindo #6228, Cala Cala Este, D12
-17.369811,-66.155301, Calle Canelas #6229, Tupuraya, D12
-17.367975,-66.164368, Calle San Martín #6230, Queru Queru Bajo, D12
-17.371195,-66.168920, Calle Bustillos #6231, Cala Cala Este, D12
-17.370476,-66.162088, Calle Falsuri #6232, Tupuraya, D12
-17.373195,-66.174802, Av. Blanco Galindo #6233, Queru Queru Bajo, D12
-17.381162,-66.164874, Calle Canelas #6234, Cala Cala Este, D12
-17.368507,-66.163991, Calle San Martín #6235, Tupuraya, D12
-17.381715,-66.163904, Calle Bustillos #6236, Queru Queru Bajo, D12
-17.390957,-66.171027, Calle Falsuri #6237, Cala Cala Este, D12
-17.374236,-66.155305, Av. Blanco Galindo #6238, Tupuraya, D12
-17.373388,-66.155706, Calle Canelas #6239, Queru Queru Bajo, D12
-17.375485,-66.172061, Calle San Martín #6240, Cala Cala Este, D12
-17.381290,-66.168045, Calle Bustillos #6241, Tupuraya, D12
-17.373982,-66.142517, Calle Falsuri #6242, Queru Queru Bajo, D12
-17.391862,-66.178147, Av. Blanco Galindo #6243, Cala Cala Este, D12
-17.391633,-66.177914, Calle Canelas #6244, Tupuraya, D12
-17.380291,-66.167819, Calle San Martín #6245, Queru Queru Bajo, D12
-17.372313,-66.149052, Calle Bustillos #6246, Cala Cala Este, D12
-17.379005,-66.173518, Calle Falsuri #6247, Tupuraya, D12
-17.381731,-66.171804, Av. Blanco Galindo #6248, Queru Queru Bajo, D12
-17.369112,-66.164966, Calle Canelas #6249, Cala Cala Este, D12
-17.382380,-66.173924, Calle San Martín #6250, Tupuraya, D12
-17.372432,-66.142067, Calle Bustillos #6251, Queru Queru Bajo, D12
-17.379939,-66.174115, Calle Falsuri #6252, Cala Cala Este, D12
-17.370349,-66.164493, Av. Blanco Galindo #6253, Tupuraya, D12
-17.367546,-66.166242, Calle Canelas #6254, Queru Queru Bajo, D12
-17.375151,-66.169079, Calle San Martín #6255, Cala Cala Este, D12
-17.391771,-66.173974, Calle Bustillos #6256, Tupuraya, D12
-17.373627,-66.154448, Calle Falsuri #6257, Queru Queru Bajo, D12
-17.380301,-66.159221, Av. Blanco Galindo #6258, Cala Cala Este, D12
-17.371006,-66.169519, Calle Canelas #6259, Tupuraya, D12
-17.390804,-66.177515, Calle San Martín #6260, Queru Queru Bajo, D12
-17.382673,-66.164582, Calle Bustillos #6261, Cala Cala Este, D12
-17.379954,-66.164540, Calle Falsuri #6262, Tupuraya, D12
-17.384475,-66.173597, Av. Blanco Galindo #6263, Queru Queru Bajo, D12
-17.368798,-66.154900, Calle Canelas #6264, Cala Cala Este, D12
-17.368218,-66.171958, Calle San Martín #6265, Tupuraya, D12
-17.376461,-66.165443, Calle Bustillos #6266, Queru Queru Bajo, D12
-17.379716,-66.163746, Calle Falsuri #6267, Cala Cala Este, D12
-17.369738,-66.163066, Av. Blanco Galindo #6268, Tupuraya, D12
-17.367034,-66.156185, Calle Canelas #6269, Queru Queru Bajo, D12
-17.379140,-66.159831, Calle San Martín #6270, Cala Cala Este, D12
-17.375836,-66.170671, Calle Bustillos #6271, Tupuraya, D12
-17.373471,-66.142003, Calle Falsuri #6272, Queru Queru Bajo, D12
-17.374757,-66.170914, Av. Blanco Galindo #6273, Cala Cala Este, D12
-17.386286,-66.168284, Calle Canelas #6274, Tupuraya, D12
-17.371159,-66.151611, Calle San Martín #6275, Queru Queru Bajo, D12
-17.372972,-66.159525, Calle Bustillos #6276, Cala Cala Este, D12
-17.373929,-66.162325, Calle Falsuri #6277, Tupuraya, D12
-17.368365,-66.160688, Av. Blanco Galindo #6278, Queru Queru Bajo, D12
-17.373525,-66.165400, Calle Canelas #6279, Cala Cala Este, D12
-17.372997,-66.142143, Calle San Martín #6280, Tupuraya, D12
-17.377930,-66.161578, Calle Bustillos #6281, Queru Queru Bajo, D12
-17.372633,-66.147506, Calle Falsuri #6282, Cala Cala Este, D12
-17.367843,-66.167469, Av. Blanco Galindo #6283, Tupuraya, D12
-17.389756,-66.177383, Calle Canelas #6284, Queru Queru Bajo, D12
-17.374289,-66.147270, Calle San Martín #6285, Cala Cala Este, D12
-17.385835,-66.177283, Calle Bustillos #6286, Tupuraya, D12
-17.374217,-66.160171, Calle Falsuri #6287, Queru Queru Bajo, D12
-17.388346,-66.168377, Av. Blanco Galindo #6288, Cala Cala Este, D12
-17.377709,-66.156069, Calle Canelas #6289, Tupuraya, D12
-17.381734,-66.175833, Calle San Martín #6290, Queru Queru Bajo, D12
-17.379683,-66.173844, Calle Bustillos #6291, Cala Cala Este, D12
-17.374560,-66.163875, Calle Falsuri #6292, Tupuraya, D12
-17.391483,-66.172982, Av. Blanco Galindo #6293, Queru Queru Bajo, D12
-17.369870,-66.173894, Calle Canelas #6294, Cala Cala Este, D12
-17.387830,-66.176694, Calle San Martín #6295, Tupuraya, D12
-17.367363,-66.174159, Calle Bustillos #6296, Queru Queru Bajo, D12
-17.378248,-66.173965, Calle Falsuri #6297, Cala Cala Este, D12
-17.376920,-66.158005, Av. Blanco Galindo #6298, Tupuraya, D12
-17.370174,-66.149230, Calle Canelas #6299, Queru Queru Bajo, D12
-17.375599,-66.141295, Calle San Martín #6300, Cala Cala Este, D12
-17.390236,-66.175072, Calle Bustillos #6301, Tupuraya, D12
-17.367016,-66.158275, Calle Falsuri #6302, Queru Queru Bajo, D12
-17.379354,-66.169808, Av. Blanco Galindo #6303, Cala Cala Este, D12
-17.368858,-66.167127, Calle Canelas #6304, Tupuraya, D12
-17.387505,-66.175932, Calle San Martín #6305, Queru Queru Bajo, D12
-17.374245,-66.167957, Calle Bustillos #6306, Cala Cala Este, D12
-17.379993,-66.162042, Calle Falsuri #6307, Tupuraya, D12
-17.388222,-66.169472, Av. Blanco Galindo #6308, Queru Queru Bajo, D12
-17.383145,-66.172853, Calle Canelas #6309, Cala Cala Este, D12
-17.375004,-66.173420, Calle San Martín #6310, Tupuraya, D12
-17.368723,-66.168199, Calle Bustillos #6311, Queru Queru Bajo, D12
-17.368643,-66.162594, Calle Falsuri #6312, Cala Cala Este, D12
-17.373505,-66.139520, Av. Blanco Galindo #6313, Tupuraya, D12
-17.391886,-66.176109, Calle Canelas #6314, Queru Queru Bajo, D12
-17.376804,-66.150672, Calle San Martín #6315, Cala Cala Este, D12
-17.373129,-66.171049, Calle Bustillos #6316, Tupuraya, D12
-17.383361,-66.166639, Calle Falsuri #6317, Queru Queru Bajo, D12
-17.388152,-66.169210, Av. Blanco Galindo #6318, Cala Cala Este, D12
-17.391656,-66.174567, Calle Canelas #6319, Tupuraya, D12
-17.372849,-66.142148, Calle San Martín #6320, Queru Queru Bajo, D12
-17.368553,-66.154851, Calle Bustillos #6321, Cala Cala Este, D12
-17.366762,-66.165211, Calle Falsuri #6322, Tupuraya, D12
-17.384302,-66.168519, Av. Blanco Galindo #6323, Queru Queru Bajo, D12
-17.378424,-66.161184, Calle Canelas #6324, Cala Cala Este, D12
-17.389146,-66.168065, Calle San Martín #6325, Tupuraya, D12
-17.373947,-66.158213, Calle Bustillos #6326, Queru Queru Bajo, D12
-17.389425,-66.170208, Calle Falsuri #6327, Cala Cala Este, D12
-17.384883,-66.174619, Av. Blanco Galindo #6328, Tupuraya, D12
-17.370306,-66.146174, Calle Canelas #6329, Queru Queru Bajo, D12
-17.372492,-66.170056, Calle San Martín #6330, Cala Cala Este, D12
-17.377704,-66.152873, Calle Bustillos #6331, Tupuraya, D12
-17.379480,-66.160683, Calle Falsuri #6332, Queru Queru Bajo, D12
-17.378671,-66.167242, Av. Blanco Galindo #6333, Cala Cala Este, D12
-17.367960,-66.167338, Calle Canelas #6334, Tupuraya, D12
-17.369279,-66.165462, Calle San Martín #6335, Queru Queru Bajo, D12
-17.382292,-66.163304, Calle Bustillos #6336, Cala Cala Este, D12
-17.383331,-66.172180, Calle Falsuri #6337, Tupuraya, D12
-17.375507,-66.149367, Av. Blanco Galindo #6338, Queru Queru Bajo, D12
-17.376764,-66.151509, Calle Canelas #6339, Cala Cala Este, D12
-17.382065,-66.173960, Calle San Martín #6340, Tupuraya, D12
-17.378415,-66.173939, Calle Bustillos #6341, Queru Queru Bajo, D12
-17.379438,-66.160962, Calle Falsuri #6342, Cala Cala Este, D12
-17.372733,-66.143899, Av. Blanco Galindo #6343, Tupuraya, D12
-17.392421,-66.174158, Calle Canelas #6344, Queru Queru Bajo, D12
-17.380537,-66.161501, Calle San Martín #6345, Cala Cala Este, D12
-17.375643,-66.173866, Calle Bustillos #6346, Tupuraya, D12
-17.382846,-66.168350, Calle Falsuri #6347, Queru Queru Bajo, D12
-17.385426,-66.167576, Av. Blanco Galindo #6348, Cala Cala Este, D12
-17.386898,-66.167036, Calle Canelas #6349, Tupuraya, D12
-17.368983,-66.172211, Calle San Martín #6350, Queru Queru Bajo, D12
-17.388396,-66.173877, Calle Bustillos #6351, Cala Cala Este, D12
-17.366470,-66.163457, Calle Falsuri #6352, Tupuraya, D12
-17.371067,-66.150848, Av. Blanco Galindo #6353, Queru Queru Bajo, D12
-17.378207,-66.158597, Calle Canelas #6354, Cala Cala Este, D12
-17.374582,-66.159694, Calle San Martín #6355, Tupuraya, D12
-17.369541,-66.172383, Calle Bustillos #6356, Queru Queru Bajo, D12
-17.373131,-66.148439, Calle Falsuri #6357, Cala Cala Este, D12
-17.376131,-66.174527, Av. Blanco Galindo #6358, Tupuraya, D12
-17.383828,-66.167634, Calle Canelas #6359, Queru Queru Bajo, D12
-17.388546,-66.167748, Calle San Martín #6360, Cala Cala Este, D12
-17.377165,-66.175360, Calle Bustillos #6361, Tupuraya, D12
-17.389364,-66.170254, Calle Falsuri #6362, Queru Queru Bajo, D12
-17.375520,-66.172472, Av. Blanco Galindo #6363, Cala Cala Este, D12
-17.377218,-66.172477, Calle Canelas #6364, Tupuraya, D12
-17.382793,-66.171756, Calle San Martín #6365, Queru Queru Bajo, D12
-17.372227,-66.168723, Calle Bustillos #6366, Cala Cala Este, D12
-17.388046,-66.176138, Calle Falsuri #6367, Tupuraya, D12
-17.374672,-66.173376, Av. Blanco Galindo #6368, Queru Queru Bajo, D12
-17.377901,-66.162014, Calle Canelas #6369, Cala Cala Este, D12
-17.374845,-66.156760, Calle San Martín #6370, Tupuraya, D12
-17.391897,-66.174115, Calle Bustillos #6371, Queru Queru Bajo, D12
-17.367162,-66.167627, Calle Falsuri #6372, Cala Cala Este, D12
-17.368333,-66.153333, Av. Blanco Galindo #6373, Tupuraya, D12
-17.369418,-66.156109, Calle Canelas #6374, Queru Queru Bajo, D12
-17.370513,-66.170983, Calle San Martín #6375, Cala Cala Este, D12
-17.374919,-66.138605, Calle Bustillos #6376, Tupuraya, D12
-17.378493,-66.174128, Calle Falsuri #6377, Queru Queru Bajo, D12
-17.368179,-66.171608, Av. Blanco Galindo #6378, Cala Cala Este, D12
-17.385748,-66.175065, Calle Canelas #6379, Tupuraya, D12
-17.387962,-66.170356, Calle San Martín #6380, Queru Queru Bajo, D12
-17.379604,-66.173569, Calle Bustillos #6381, Cala Cala Este, D12
-17.373902,-66.175154, Calle Falsuri #6382, Tupuraya, D12
-17.374102,-66.163623, Av. Blanco Galindo #6383, Queru Queru Bajo, D12
-17.378588,-66.173068, Calle Canelas #6384, Cala Cala Este, D12
-17.374317,-66.160056, Calle San Martín #6385, Tupuraya, D12
-17.384975,-66.168298, Calle Bustillos #6386, Queru Queru Bajo, D12
-17.377685,-66.160583, Calle Falsuri #6387, Cala Cala Este, D12
-17.375240,-66.164963, Av. Blanco Galindo #6388, Tupuraya, D12
-17.374372,-66.152512, Calle Canelas #6389, Queru Queru Bajo, D12
-17.367856,-66.158888, Calle San Martín #6390, Cala Cala Este, D12
-17.371784,-66.170483, Calle Bustillos #6391, Tupuraya, D12
-17.369029,-66.174991, Calle Falsuri #6392, Queru Queru Bajo, D12
-17.369383,-66.155898, Av. Blanco Galindo #6393, Cala Cala Este, D12
-17.392296,-66.176603, Calle Canelas #6394, Tupuraya, D12
-17.379722,-66.173979, Calle San Martín #6395, Queru Queru Bajo, D12
-17.368610,-66.157630, Calle Bustillos #6396, Cala Cala Este, D12
-17.372650,-66.145521, Calle Falsuri #6397, Tupuraya, D12
-17.388990,-66.166645, Av. Blanco Galindo #6398, Queru Queru Bajo, D12
-17.387106,-66.172302, Calle Canelas #6399, Cala Cala Este, D12
-17.366822,-66.159488, Calle San Martín #6400, Tupuraya, D12
-17.386521,-66.168259, Calle Bustillos #6401, Queru Queru Bajo, D12
-17.373067,-66.165841, Calle Falsuri #6402, Cala Cala Este, D12
-17.381968,-66.174436, Av. Blanco Galindo #6403, Tupuraya, D12
-17.370061,-66.169968, Calle Canelas #6404, Queru Queru Bajo, D12
-17.368128,-66.153042, Calle San Martín #6405, Cala Cala Este, D12
-17.386777,-66.176408, Calle Bustillos #6406, Tupuraya, D12
-17.385045,-66.174483, Calle Falsuri #6407, Queru Queru Bajo, D12
-17.389179,-66.168171, Av. Blanco Galindo #6408, Cala Cala Este, D12
-17.377438,-66.154121, Calle Canelas #6409, Tupuraya, D12
-17.371032,-66.152469, Calle San Martín #6410, Queru Queru Bajo, D12
-17.367060,-66.161849, Calle Bustillos #6411, Cala Cala Este, D12
-17.371389,-66.153677, Calle Falsuri #6412, Tupuraya, D12
-17.371751,-66.150767, Av. Blanco Galindo #6413, Queru Queru Bajo, D12
-17.368072,-66.157259, Calle Canelas #6414, Cala Cala Este, D12
-17.375832,-66.149038, Calle San Martín #6415, Tupuraya, D12
-17.374372,-66.151786, Calle Bustillos #6416, Queru Queru Bajo, D12
-17.385725,-66.169523, Calle Falsuri #6417, Cala Cala Este, D12
-17.368771,-66.163313, Av. Blanco Galindo #6418, Tupuraya, D12
-17.380080,-66.162188, Calle Canelas #6419, Queru Queru Bajo, D12
-17.368445,-66.170893, Calle San Martín #6420, Cala Cala Este, D12
-17.373696,-66.141691, Calle Bustillos #6421, Tupuraya, D12
-17.378451,-66.169037, Calle Falsuri #6422, Queru Queru Bajo, D12
-17.368686,-66.161373, Av. Blanco Galindo #6423, Cala Cala Este, D12
-17.375581,-66.151437, Calle Canelas #6424, Tupuraya, D12
-17.375028,-66.153740, Calle San Martín #6425, Queru Queru Bajo, D12
-17.370229,-66.151502, Calle Bustillos #6426, Cala Cala Este, D12
-17.368797,-66.154682, Calle Falsuri #6427, Tupuraya, D12
-17.387737,-66.169159, Av. Blanco Galindo #6428, Queru Queru Bajo, D12
-17.371939,-66.142773, Calle Canelas #6429, Cala Cala Este, D12
-17.374606,-66.172835, Calle San Martín #6430, Tupuraya, D12
-17.372430,-66.169588, Calle Bustillos #6431, Queru Queru Bajo, D12
-17.380765,-66.167425, Calle Falsuri #6432, Cala Cala Este, D12
-17.377393,-66.151159, Av. Blanco Galindo #6433, Tupuraya, D12
-17.368476,-66.167707, Calle Canelas #6434, Queru Queru Bajo, D12
-17.385950,-66.177085, Calle San Martín #6435, Cala Cala Este, D12
-17.381732,-66.166404, Calle Bustillos #6436, Tupuraya, D12
-17.368831,-66.154183, Calle Falsuri #6437, Queru Queru Bajo, D12
-17.373037,-66.142231, Av. Blanco Galindo #6438, Cala Cala Este, D12
-17.373261,-66.161442, Calle Canelas #6439, Tupuraya, D12
-17.373357,-66.140038, Calle San Martín #6440, Queru Queru Bajo, D12
-17.366458,-66.165985, Calle Bustillos #6441, Cala Cala Este, D12
-17.381843,-66.165663, Calle Falsuri #6442, Tupuraya, D12
-17.381780,-66.172517, Av. Blanco Galindo #6443, Queru Queru Bajo, D12
-17.373582,-66.139995, Calle Canelas #6444, Cala Cala Este, D12
-17.373807,-66.165434, Calle San Martín #6445, Tupuraya, D12
-17.382435,-66.175778, Calle Bustillos #6446, Queru Queru Bajo, D12
-17.383892,-66.174828, Calle Falsuri #6447, Cala Cala Este, D12
-17.390401,-66.174347, Av. Blanco Galindo #6448, Tupuraya, D12
-17.388281,-66.167959, Calle Canelas #6449, Queru Queru Bajo, D12
-17.378724,-66.157193, Calle San Martín #6450, Cala Cala Este, D12
-17.389099,-66.174258, Calle Bustillos #6451, Tupuraya, D12
-17.367411,-66.159726, Calle Falsuri #6452, Queru Queru Bajo, D12
-17.374783,-66.164742, Av. Blanco Galindo #6453, Cala Cala Este, D12
-17.368410,-66.170827, Calle Canelas #6454, Tupuraya, D12
-17.377879,-66.158323, Calle San Martín #6455, Queru Queru Bajo, D12
-17.388302,-66.166947, Calle Bustillos #6456, Cala Cala Este, D12
-17.383351,-66.168981, Calle Falsuri #6457, Tupuraya, D12
-17.373640,-66.144600, Av. Blanco Galindo #6458, Queru Queru Bajo, D12
-17.367397,-66.171825, Calle Canelas #6459, Cala Cala Este, D12
-17.367995,-66.169052, Calle San Martín #6460, Tupuraya, D12
-17.381161,-66.175217, Calle Bustillos #6461, Queru Queru Bajo, D12
-17.391344,-66.172642, Calle Falsuri #6462, Cala Cala Este, D12
-17.375166,-66.153058, Av. Blanco Galindo #6463, Tupuraya, D12
-17.370899,-66.170284, Calle Canelas #6464, Queru Queru Bajo, D12
-17.374909,-66.146954, Calle San Martín #6465, Cala Cala Este, D12
-17.371426,-66.142112, Calle Bustillos #6466, Tupuraya, D12
-17.368338,-66.170163, Calle Falsuri #6467, Queru Queru Bajo, D12
-17.387237,-66.166463, Av. Blanco Galindo #6468, Cala Cala Este, D12
-17.378261,-66.166019, Calle Canelas #6469, Tupuraya, D12
-17.376769,-66.159293, Calle San Martín #6470, Queru Queru Bajo, D12
-17.370161,-66.159732, Calle Bustillos #6471, Cala Cala Este, D12
-17.376157,-66.174660, Calle Falsuri #6472, Tupuraya, D12
-17.382777,-66.171351, Av. Blanco Galindo #6473, Queru Queru Bajo, D12
-17.375080,-66.168597, Calle Canelas #6474, Cala Cala Este, D12
-17.366680,-66.167173, Calle San Martín #6475, Tupuraya, D12
-17.369840,-66.150092, Calle Bustillos #6476, Queru Queru Bajo, D12
-17.370539,-66.163587, Calle Falsuri #6477, Cala Cala Este, D12
-17.370034,-66.154929, Av. Blanco Galindo #6478, Tupuraya, D12
-17.367568,-66.154802, Calle Canelas #6479, Queru Queru Bajo, D12
-17.372427,-66.139590, Calle San Martín #6480, Cala Cala Este, D12
-17.371971,-66.154261, Calle Bustillos #6481, Tupuraya, D12
-17.369525,-66.172285, Calle Falsuri #6482, Queru Queru Bajo, D12
-17.381999,-66.169076, Av. Blanco Galindo #6483, Cala Cala Este, D12
-17.374460,-66.157556, Calle Canelas #6484, Tupuraya, D12
-17.385961,-66.172395, Calle San Martín #6485, Queru Queru Bajo, D12
-17.381890,-66.162533, Calle Bustillos #6486, Cala Cala Este, D12
-17.375537,-66.143067, Calle Falsuri #6487, Tupuraya, D12
-17.382236,-66.164977, Av. Blanco Galindo #6488, Queru Queru Bajo, D12
-17.381661,-66.170063, Calle Canelas #6489, Cala Cala Este, D12
-17.386914,-66.166841, Calle San Martín #6490, Tupuraya, D12
-17.369437,-66.171290, Calle Bustillos #6491, Queru Queru Bajo, D12
-17.377401,-66.160113, Calle Falsuri #6492, Cala Cala Este, D12
-17.373899,-66.174965, Av. Blanco Galindo #6493, Tupuraya, D12
-17.369135,-66.158365, Calle Canelas #6494, Queru Queru Bajo, D12
-17.379461,-66.165467, Calle San Martín #6495, Cala Cala Este, D12
-17.384510,-66.175784, Calle Bustillos #6496, Tupuraya, D12
-17.380444,-66.163653, Calle Falsuri #6497, Queru Queru Bajo, D12
-17.372484,-66.171852, Av. Blanco Galindo #6498, Cala Cala Este, D12
-17.374200,-66.142416, Calle Canelas #6499, Tupuraya, D12
