-17.360417,-66.151182, Calle Alemania #100, Cala Cala, D2
-17.355110,-66.171723, Calle Alemania #4385, Temporal Pampa, D2
-17.363713,-66.169779, Calle Ecuador #4386, Mayorazgo, D2
-17.353168,-66.170218, Av. Circunvalación #4387, Cala Cala, D2
-17.354489,-66.174399, Calle Mendoza #4388, Temporal Pampa, D2
-17.351378,-66.171629, Calle Litoral #4389, Mayorazgo, D2
-17.357464,-66.168196, Calle Alemania #4390, Cala Cala, D2
-17.347473,-66.174051, Calle Ecuador #4391, Temporal Pampa, D2
-17.350382,-66.190814, Av. Circunvalación #4392, Mayorazgo, D2
-17.362203,-66.176359, Calle Mendoza #4393, Cala Cala, D2
-17.362197,-66.172470, Calle Litoral #4394, Temporal Pampa, D2
-17.355732,-66.177723, Calle Alemania #4395, Mayorazgo, D2
-17.365497,-66.170197, Calle Ecuador #4396, Cala Cala, D2
-17.344091,-66.184755, Av. Circunvalación #4397, Temporal Pampa, D2
-17.344524,-66.192626, Calle Mendoza #4398, Mayorazgo, D2
-17.349072,-66.180099, Calle Litoral #4399, Cala Cala, D2
-17.355677,-66.155387, Calle Alemania #4400, Temporal Pampa, D2
-17.350334,-66.171724, Calle Ecuador #4401, Mayorazgo, D2
-17.342048,-66.191985, Av. Circunvalación #4402, Cala Cala, D2
-17.345261,-66.189940, Calle Mendoza #4403, Temporal Pampa, D2
-17.353467,-66.180831, Calle Litoral #4404, Mayorazgo, D2
-17.359929,-66.178160, Calle Alemania #4405, Cala Cala, D2
-17.351507,-66.177107, Calle Ecuador #4406, Temporal Pampa, D2
-17.341324,-66.186365, Av. Circunvalación #4407, Mayorazgo, D2
-17.340140,-66.178735, Calle Mendoza #4408, Cala Cala, D2
-17.353514,-66.183071, Calle Litoral #4409, Temporal Pampa, D2
-17.351592,-66.168964, Calle Alemania #4410, Mayorazgo, D2
-17.349104,-66.166749, Calle Ecuador #4411, Cala Cala, D2
-17.348137,-66.182478, Av. Circunvalación #4412, Temporal Pampa, D2
-17.353125,-66.159333, Calle Mendoza #4413, Mayorazgo, D2
-17.354696,-66.173137, Calle Litoral #4414, Cala Cala, D2
-17.346380,-66.179083, Calle Alemania #4415, Temporal Pampa, D2
-17.342907,-66.176739, Calle Ecuador #4416, Mayorazgo, D2
-17.347217,-66.173268, Av. Circunvalación #4417, Cala Cala, D2
-17.360537,-66.155064, Calle Mendoza #4418, Temporal Pampa, D2
-17.343689,-66.185002, Calle Litoral #4419, Mayorazgo, D2
-17.348521,-66.176486, Calle Alemania #4420, Cala Cala, D2
-17.340113,-66.188309, Calle Ecuador #4421, Temporal Pampa, D2
-17.346335,-66.172751, Av. Circunvalación #4422, Mayorazgo, D2
-17.349617,-66.194481, Calle Mendoza #4423, Cala Cala, D2
-17.359445,-66.158364, Calle Litoral #4424, Temporal Pampa, D2
-17.355339,-66.164652, Calle Alemania #4425, Mayorazgo, D2
-17.361021,-66.179004, Calle Ecuador #4426, Cala Cala, D2
-17.338836,-66.178179, Av. Circunvalación #4427, Temporal Pampa, D2
-17.353788,-66.177281, Calle Mendoza #4428, Mayorazgo, D2
-17.345920,-66.188128, Calle Litoral #4429, Cala Cala, D2
-17.357466,-66.163821, Calle Alemania #4430, Temporal Pampa, D2
-17.350610,-66.162707, Calle Ecuador #4431, Mayorazgo, D2
-17.362613,-66.165029, Av. Circunvalación #4432, Cala Cala, D2
-17.353949,-66.169395, Calle Mendoza #4433, Temporal Pampa, D2
-17.358856,-66.175445, Calle Litoral #4434, Mayorazgo, D2
-17.350315,-66.174993, Calle Alemania #4435, Cala Cala, D2
-17.345029,-66.177037, Calle Ecuador #4436, Temporal Pampa, D2
-17.359717,-66.155343, Av. Circunvalación #4437, Mayorazgo, D2
-17.347388,-66.183776, Calle Mendoza #4438, Cala Cala, D2
-17.338252,-66.190856, Calle Litoral #4439, Temporal Pampa, D2
-17.338470,-66.183098, Calle Alemania #4440, Mayorazgo, D2
-17.357322,-66.182252, Calle Ecuador #4441, Cala Cala, D2
-17.365945,-66.152071, Av. Circunvalación #4442, Temporal Pampa, D2
-17.353220,-66.178479, Calle Mendoza #4443, Mayorazgo, D2
-17.338406,-66.190971, Calle Litoral #4444, Cala Cala, D2
-17.341340,-66.187593, Calle Alemania #4445, Temporal Pampa, D2
-17.341418,-66.180154, Calle Ecuador #4446, Mayorazgo, D2
-17.352838,-66.172102, Av. Circunvalación #4447, Cala Cala, D2
-17.361116,-66.156492, Calle Mendoza #4448, Temporal Pampa, D2
-17.354670,-66.175429, Calle Litoral #4449, Mayorazgo, D2
-17.347939,-66.185462, Calle Alemania #4450, Cala Cala, D2
-17.364979,-66.152704, Calle Ecuador #4451, Temporal Pampa, D2
-17.348568,-66.183110, Av. Circunvalación #4452, Mayorazgo, D2
-17.352648,-66.185684, Calle Mendoza #4453, Cala Cala, D2
-17.352541,-66.173848, Calle Litoral #4454, Temporal Pampa, D2
-17.361387,-66.155795, Calle Alemania #4455, Mayorazgo, D2
-17.357043,-66.161788, Calle Ecuador #4456, Cala Cala, D2
-17.355937,-66.160360, Av. Circunvalación #4457, Temporal Pampa, D2
-17.344736,-66.183148, Calle Mendoza #4458, Mayorazgo, D2
-17.355067,-66.158398, Calle Litoral #4459, Cala Cala, D2
-17.348646,-66.194923, Calle Alemania #4460, Temporal Pampa, D2
-17.361234,-66.165265, Calle Ecuador #4461, Mayorazgo, D2
-17.345321,-66.177096, Av. Circunvalación #4462, Cala Cala, D2
-17.345762,-66.190220, Calle Mendoza #4463, Temporal Pampa, D2
-17.357405,-66.158831, Calle Litoral #4464, Mayorazgo, D2
-17.348058,-66.179108, Calle Alemania #4465, Cala Cala, D2
-17.357159,-66.170726, Calle Ecuador #4466, Temporal Pampa, D2
-17.363026,-66.173049, Av. Circunvalación #4467, Mayorazgo, D2
-17.354648,-66.174321, Calle Mendoza #4468, Cala Cala, D2
-17.341680,-66.191307, Calle Litoral #4469, Temporal Pampa, D2
-17.347297,-66.193171, Calle Alemania #4470, Mayorazgo, D2
-17.339637,-66.187932, Calle Ecuador #4471, Cala Cala, D2
-17.361440,-66.154156, Av. Circunvalación #4472, Temporal Pampa, D2
-17.345257,-66.176965, Calle Mendoza #4473, Mayorazgo, D2
-17.350511,-66.171396, Calle Litoral #4474, Cala Cala, D2
-17.355894,-66.158556, Calle Alemania #4475, Temporal Pampa, D2
-17.361904,-66.157834, Calle Ecuador #4476, Mayorazgo, D2
-17.363397,-66.165860, Av. Circunvalación #4477, Cala Cala, D2
-17.364419,-66.155704, Calle Mendoza #4478, Temporal Pampa, D2
-17.341617,-66.192381, Calle Litoral #4479, Mayorazgo, D2
-17.346696,-66.176916, Calle Alemania #4480, Cala Cala, D2
-17.348326,-66.183019, Calle Ecuador #4481, Temporal Pampa, D2
-17.346125,-66.187746, Av. Circunvalación #4482, Mayorazgo, D2
-17.346682,-66.181986, Calle Mendoza #4483, Cala Cala, D2
-17.354692,-66.171765, Calle Litoral #4484, Temporal Pampa, D2
-17.354522,-66.168986, Calle Alemania #4485, Mayorazgo, D2
-17.355503,-66.176738, Calle Ecuador #4486, Cala Cala, D2
-17.337361,-66.194091, Av. Circunvalación #4487, Temporal Pampa, D2
-17.353247,-66.158646, Calle Mendoza #4488, Mayorazgo, D2
-17.356653,-66.171665, Calle Litoral #4489, Cala Cala, D2
-17.346780,-66.170637, Calle Alemania #4490, Temporal Pampa, D2
-17.345100,-66.179654, Calle Ecuador #4491, Mayorazgo, D2
-17.344791,-66.195371, Av. Circunvalación #4492, Cala Cala, D2
-17.347121,-66.198240, Calle Mendoza #4493, Temporal Pampa, D2
-17.347504,-66.195846, Calle Litoral #4494, Mayorazgo, D2
-17.347973,-66.181994, Calle Alemania #4495, Cala Cala, D2
-17.361649,-66.164115, Calle Ecuador #4496, Temporal Pampa, D2
-17.353507,-66.158711, Av. Circunvalación #4497, Mayorazgo, D2
-17.346627,-66.174608, Calle Mendoza #4498, Cala Cala, D2
-17.360650,-66.170196, Calle Litoral #4499, Temporal Pampa, D2
-17.354411,-66.164329, Calle Alemania #4500, Mayorazgo, D2
-17.349718,-66.165088, Calle Ecuador #4501, Cala Cala, D2
-17.347883,-66.196893, Av. Circunvalación #4502, Temporal Pampa, D2
-17.362357,-66.156703, Calle Mendoza #4503, Mayorazgo, D2
-17.359957,-66.155037, Calle Litoral #4504, Cala Cala, D2
-17.358625,-66.154060, Calle Alemania #4505, Temporal Pampa, D2
-17.359789,-66.152716, Calle Ecuador #4506, Mayorazgo, D2
-17.365218,-66.156699, Av. Circunvalación #4507, Cala Cala, D2
-17.338332,-66.193074, Calle Mendoza #4508, Temporal Pampa, D2
-17.350747,-66.192059, Calle Litoral #4509, Mayorazgo, D2
-17.349142,-66.167711, Calle Alemania #4510, Cala Cala, D2
-17.361063,-66.173835, Calle Ecuador #4511, Temporal Pampa, D2
-17.349174,-66.183833, Av. Circunvalación #4512, Mayorazgo, D2
-17.354798,-66.173812, Calle Mendoza #4513, Cala Cala, D2
-17.351371,-66.173993, Calle Litoral #4514, Temporal Pampa, D2
-17.348872,-66.175505, Calle Alemania #4515, Mayorazgo, D2
-17.349407,-66.172795, Calle Ecuador #4516, Cala Cala, D2
-17.365101,-66.173982, Av. Circunvalación #4517, Temporal Pampa, D2
-17.362346,-66.174538, Calle Mendoza #4518, Mayorazgo, D2
-17.350751,-66.186281, Calle Litoral #4519, Cala Cala, D2
-17.364083,-66.161787, Calle Alemania #4520, Temporal Pampa, D2
-17.339789,-66.190583, Calle Ecuador #4521, Mayorazgo, D2
-17.349840,-66.193380, Av. Circunvalación #4522, Cala Cala, D2
-17.353160,-66.173082, Calle Mendoza #4523, Temporal Pampa, D2
-17.343952,-66.172138, Calle Litoral #4524, Mayorazgo, D2
-17.355659,-66.183766, Calle Alemania #4525, Cala Cala, D2
-17.353475,-66.159951, Calle Ecuador #4526, Temporal Pampa, D2
-17.362563,-66.169244, Av. Circunvalación #4527, Mayorazgo, D2
-17.350976,-66.163209, Calle Mendoza #4528, Cala Cala, D2
-17.347551,-66.193925, Calle Litoral #4529, Temporal Pampa, D2
-17.350569,-66.165094, Calle Alemania #4530, Mayorazgo, D2
-17.357993,-66.160208, Calle Ecuador #4531, Cala Cala, D2
-17.359512,-66.179283, Av. Circunvalación #4532, Temporal Pampa, D2
-17.359963,-66.171861, Calle Mendoza #4533, Mayorazgo, D2
-17.341820,-66.187632, Calle Litoral #4534, Cala Cala, D2
-17.349406,-66.187016, Calle Alemania #4535, Temporal Pampa, D2
-17.355198,-66.179261, Calle Ecuador #4536, Mayorazgo, D2
-17.354359,-66.159678, Av. Circunvalación #4537, Cala Cala, D2
-17.364011,-66.155181, Calle Mendoza #4538, Temporal Pampa, D2
-17.348427,-66.184296, Calle Litoral #4539, Mayorazgo, D2
-17.342785,-66.186465, Calle Alemania #4540, Cala Cala, D2
-17.360711,-66.161413, Calle Ecuador #4541, Temporal Pampa, D2
-17.351327,-66.169771, Av. Circunvalación #4542, Mayorazgo, D2
-17.352114,-66.172670, Calle Mendoza #4543, Cala Cala, D2
-17.357354,-66.155114, Calle Litoral #4544, Temporal Pampa, D2
-17.359089,-66.165503, Calle Alemania #4545, Mayorazgo, D2
-17.355765,-66.176767, Calle Ecuador #4546, Cala Cala, D2
-17.365169,-66.168503, Av. Circunvalación #4547, Temporal Pampa, D2
-17.349629,-66.175182, Calle Mendoza #4548, Mayorazgo, D2
-17.357925,-66.153267, Calle Litoral #4549, Cala Cala, D2
-17.359355,-66.174903, Calle Alemania #4550, Temporal Pampa, D2
-17.353799,-66.176411, Calle Ecuador #4551, Mayorazgo, D2
-17.342319,-66.191950, Av. Circunvalación #4552, Cala Cala, D2
-17.364338,-66.176537, Calle Mendoza #4553, Temporal Pampa, D2
-17.353338,-66.160280, Calle Litoral #4554, Mayorazgo, D2
-17.349157,-66.167401, Calle Alemania #4555, Cala Cala, D2
-17.341922,-66.188253, Calle Ecuador #4556, Temporal Pampa, D2
-17.360639,-66.157824, Av. Circunvalación #4557, Mayorazgo, D2
-17.349700,-66.189411, Calle Mendoza #4558, Cala Cala, D2
-17.338158,-66.189301, Calle Litoral #4559, Temporal Pampa, D2
-17.343428,-66.181065, Calle Alemania #4560, Mayorazgo, D2
-17.350255,-66.174080, Calle Ecuador #4561, Cala Cala, D2
-17.350806,-66.188695, Av. Circunvalación #4562, Temporal Pampa, D2
-17.352346,-66.164689, Calle Mendoza #4563, Mayorazgo, D2
-17.352653,-66.188492, Calle Litoral #4564, Cala Cala, D2
-17.350352,-66.190047, Calle Alemania #4565, Temporal Pampa, D2
-17.338025,-66.179861, Calle Ecuador #4566, Mayorazgo, D2
-17.350216,-66.179115, Av. Circunvalación #4567, Cala Cala, D2
-17.358290,-66.177522, Calle Mendoza #4568, Temporal Pampa, D2
-17.348846,-66.180252, Calle Litoral #4569, Mayorazgo, D2
-17.353329,-66.162187, Calle Alemania #4570, Cala Cala, D2
-17.351600,-66.175595, Calle Ecuador #4571, Temporal Pampa, D2
-17.355732,-66.174733, Av. Circunvalación #4572, Mayorazgo, D2
-17.360970,-66.166522, Calle Mendoza #4573, Cala Cala, D2
-17.356997,-66.176008, Calle Litoral #4574, Temporal Pampa, D2
-17.363142,-66.168555, Calle Alemania #4575, Mayorazgo, D2
-17.357320,-66.151307, Calle Ecuador #4576, Cala Cala, D2
-17.351916,-66.181687, Av. Circunvalación #4577, Temporal Pampa, D2
-17.357310,-66.155091, Calle Mendoza #4578, Mayorazgo, D2
-17.353198,-66.167107, Calle Litoral #4579, Cala Cala, D2
-17.354497,-66.169984, Calle Alemania #4580, Temporal Pampa, D2
-17.363309,-66.164428, Calle Ecuador #4581, Mayorazgo, D2
-17.350126,-66.192274, Av. Circunvalación #4582, Cala Cala, D2
-17.348637,-66.183004, Calle Mendoza #4583, Temporal Pampa, D2
-17.350083,-66.192024, Calle Litoral #4584, Mayorazgo, D2
-17.358637,-66.160009, Calle Alemania #4585, Cala Cala, D2
-17.357299,-66.160973, Calle Ecuador #4586, Temporal Pampa, D2
-17.347388,-66.195256, Av. Circunvalación #4587, Mayorazgo, D2
-17.349718,-66.169855, Calle Mendoza #4588, Cala Cala, D2
-17.356438,-66.170645, Calle Litoral #4589, Temporal Pampa, D2
-17.355689,-66.162013, Calle Alemania #4590, Mayorazgo, D2
-17.343529,-66.192305, Calle Ecuador #4591, Cala Cala, D2
-17.340465,-66.178769, Av. Circunvalación #4592, Temporal Pampa, D2
-17.348092,-66.184331, Calle Mendoza #4593, Mayorazgo, D2
-17.342651,-66.181365, Calle Litoral #4594, Cala Cala, D2
-17.363961,-66.169273, Calle Alemania #4595, Temporal Pampa, D2
-17.348246,-66.192464, Calle Ecuador #4596, Mayorazgo, D2
-17.358868,-66.153049, Av. Circunvalación #4597, Cala Cala, D2
-17.363513,-66.160834, Calle Mendoza #4598, Temporal Pampa, D2
-17.351497,-66.166041, Calle Litoral #4599, Mayorazgo, D2
-17.345401,-66.170492, Calle Alemania #4600, Cala Cala, D2
-17.362106,-66.163302, Calle Ecuador #4601, Temporal Pampa, D2
-17.358402,-66.153601, Av. Circunvalación #4602, Mayorazgo, D2
-17.348456,-66.191084, Calle Mendoza #4603, Cala Cala, D2
-17.355351,-66.159971, Calle Litoral #4604, Temporal Pampa, D2
-17.362065,-66.174690, Calle Alemania #4605, Mayorazgo, D2
-17.343304,-66.172473, Calle Ecuador #4606, Cala Cala, D2
-17.341455,-66.183946, Av. Circunvalación #4607, Temporal Pampa, D2
-17.362561,-66.175527, Calle Mendoza #4608, Mayorazgo, D2
-17.354958,-66.186093, Calle Litoral #4609, Cala Cala, D2
-17.349834,-66.166819, Calle Alemania #4610, Temporal Pampa, D2
-17.340735,-66.195314, Calle Ecuador #4611, Mayorazgo, D2
-17.360872,-66.163232, Av. Circunvalación #4612, Cala Cala, D2
-17.356561,-66.163683, Calle Mendoza #4613, Temporal Pampa, D2
-17.358910,-66.182413, Calle Litoral #4614, Mayorazgo, D2
-17.341122,-66.176468, Calle Alemania #4615, Cala Cala, D2
-17.349211,-66.172757, Calle Ecuador #4616, Temporal Pampa, D2
-17.353969,-66.157666, Av. Circunvalación #4617, Mayorazgo, D2
-17.340306,-66.183713, Calle Mendoza #4618, Cala Cala, D2
-17.356710,-66.158165, Calle Litoral #4619, Temporal Pampa, D2
-17.349446,-66.193025, Calle Alemania #4620, Mayorazgo, D2
-17.360680,-66.164747, Calle Ecuador #4621, Cala Cala, D2
-17.345572,-66.195716, Av. Circunvalación #4622, Temporal Pampa, D2
-17.341295,-66.180620, Calle Mendoza #4623, Mayorazgo, D2
-17.346727,-66.180398, Calle Litoral #4624, Cala Cala, D2
-17.356095,-66.157728, Calle Alemania #4625, Temporal Pampa, D2
-17.341731,-66.174351, Calle Ecuador #4626, Mayorazgo, D2
-17.356213,-66.174016, Av. Circunvalación #4627, Cala Cala, D2
-17.359292,-66.162261, Calle Mendoza #4628, Temporal Pampa, D2
-17.338537,-66.184215, Calle Litoral #4629, Mayorazgo, D2
-17.357927,-66.182275, Calle Alemania #4630, Cala Cala, D2
-17.356179,-66.167284, Calle Ecuador #4631, Temporal Pampa, D2
-17.361762,-66.151791, Av. Circunvalación #4632, Mayorazgo, D2
-17.337904,-66.185747, Calle Mendoza #4633, Cala Cala, D2
-17.338639,-66.191013, Calle Litoral #4634, Temporal Pampa, D2
-17.345188,-66.191018, Calle Alemania #4635, Mayorazgo, D2
-17.364951,-66.169968, Calle Ecuador #4636, Cala Cala, D2
-17.350140,-66.191513, Av. Circunvalación #4637, Temporal Pampa, D2
-17.364000,-66.162102, Calle Mendoza #4638, Mayorazgo, D2
-17.348202,-66.174513, Calle Litoral #4639, Cala Cala, D2
-17.357526,-66.174874, Calle Alemania #4640, Temporal Pampa, D2
-17.354509,-66.180598, Calle Ecuador #4641, Mayorazgo, D2
-17.362977,-66.165296, Av. Circunvalación #4642, Cala Cala, D2
-17.344848,-66.185273, Calle Mendoza #4643, Temporal Pampa, D2
-17.365009,-66.156040, Calle Litoral #4644, Mayorazgo, D2
-17.351302,-66.168714, Calle Alemania #4645, Cala Cala, D2
-17.354591,-66.160671, Calle Ecuador #4646, Temporal Pampa, D2
-17.348905,-66.193672, Av. Circunvalación #4647, Mayorazgo, D2
-17.353899,-66.160256, Calle Mendoza #4648, Cala Cala, D2
-17.358567,-66.165736, Calle Litoral #4649, Temporal Pampa, D2
-17.339453,-66.181884, Calle Alemania #4650, Mayorazgo, D2
-17.349461,-66.194194, Calle Ecuador #4651, Cala Cala, D2
-17.356598,-66.182865, Av. Circunvalación #4652, Temporal Pampa, D2
-17.355940,-66.153463, Calle Mendoza #4653, Mayorazgo, D2
-17.355615,-66.168942, Calle Litoral #4654, Cala Cala, D2
-17.351737,-66.172106, Calle Alemania #4655, Temporal Pampa, D2
-17.343372,-66.187411, Calle Ecuador #4656, Mayorazgo, D2
-17.365405,-66.154681, Av. Circunvalación #4657, Cala Cala, D2
-17.346486,-66.189610, Calle Mendoza #4658, Temporal Pampa, D2
-17.345781,-66.197992, Calle Litoral #4659, Mayorazgo, D2
-17.352698,-66.180809, Calle Alemania #4660, Cala Cala, D2
-17.347454,-66.194319, Calle Ecuador #4661, Temporal Pampa, D2
-17.348975,-66.177320, Av. Circunvalación #4662, Mayorazgo, D2
-17.350388,-66.192454, Calle Mendoza #4663, Cala Cala, D2
-17.358410,-66.179745, Calle Litoral #4664, Temporal Pampa, D2
-17.359495,-66.176937, Calle Alemania #4665, Mayorazgo, D2
-17.359022,-66.158758, Calle Ecuador #4666, Cala Cala, D2
-17.341727,-66.189256, Av. Circunvalación #4667, Temporal Pampa, D2
-17.361052,-66.160808, Calle Mendoza #4668, Mayorazgo, D2
-17.357689,-66.157691, Calle Litoral #4669, Cala Cala, D2
-17.359797,-66.168829, Calle Alemania #4670, Temporal Pampa, D2
-17.348452,-66.182831, Calle Ecuador #4671, Mayorazgo, D2
-17.365155,-66.152871, Av. Circunvalación #4672, Cala Cala, D2
-17.361634,-66.170135, Calle Mendoza #4673, Temporal Pampa, D2
-17.362348,-66.165709, Calle Litoral #4674, Mayorazgo, D2
-17.341487,-66.187625, Calle Alemania #4675, Cala Cala, D2
-17.353077,-66.177844, Calle Ecuador #4676, Temporal Pampa, D2
-17.341677,-66.194573, Av. Circunvalación #4677, Mayorazgo, D2
-17.357020,-66.176634, Calle Mendoza #4678, Cala Cala, D2
-17.360197,-66.178803, Calle Litoral #4679, Temporal Pampa, D2
-17.360116,-66.169886, Calle Alemania #4680, Mayorazgo, D2
-17.365259,-66.170995, Calle Ecuador #4681, Cala Cala, D2
-17.354940,-66.160168, Av. Circunvalación #4682, Temporal Pampa, D2
-17.354573,-66.178740, Calle Mendoza #4683, Mayorazgo, D2
-17.359087,-66.180043, Calle Litoral #4684, Cala Cala, D2
-17.360468,-66.179153, Calle Alemania #4685, Temporal Pampa, D2
-17.356938,-66.179442, Calle Ecuador #4686, Mayorazgo, D2
-17.339161,-66.188457, Av. Circunvalación #4687, Cala Cala, D2
-17.361536,-66.157579, Calle Mendoza #4688, Temporal Pampa, D2
-17.355662,-66.156408, Calle Litoral #4689, Mayorazgo, D2
-17.363008,-66.163653, Calle Alemania #4690, Cala Cala, D2
-17.363436,-66.159965, Calle Ecuador #4691, Temporal Pampa, D2
-17.339514,-66.188933, Av. Circunvalación #4692, Mayorazgo, D2
-17.365045,-66.156647, Calle Mendoza #4693, Cala Cala, D2
-17.356009,-66.181108, Calle Litoral #4694, Temporal Pampa, D2
-17.355976,-66.172247, Calle Alemania #4695, Mayorazgo, D2
-17.348206,-66.183461, Calle Ecuador #4696, Cala Cala, D2
-17.343063,-66.195264, Av. Circunvalación #4697, Temporal Pampa, D2
-17.342166,-66.196715, Calle Mendoza #4698, Mayorazgo, D2
-17.353373,-66.168905, Calle Litoral #4699, Cala Cala, D2
-17.348863,-66.175460, Calle Alemania #4700, Temporal Pampa, D2
-17.351052,-66.168758, Calle Ecuador #4701, Mayorazgo, D2
-17.354514,-66.161046, Av. Circunvalación #4702, Cala Cala, D2
-17.362523,-66.163779, Calle Mendoza #4703, Temporal Pampa, D2
-17.349140,-66.187190, Calle Litoral #4704, Mayorazgo, D2
-17.354651,-66.173937, Calle Alemania #4705, Cala Cala, D2
-17.347202,-66.197043, Calle Ecuador #4706, Temporal Pampa, D2
-17.354260,-66.174519, Av. Circunvalación #4707, Mayorazgo, D2
-17.359932,-66.176849, Calle Mendoza #4708, Cala Cala, D2
-17.345925,-66.185792, Calle Litoral #4709, Temporal Pampa, D2
-17.356644,-66.154742, Calle Alemania #4710, Mayorazgo, D2
-17.360539,-66.166942, Calle Ecuador #4711, Cala Cala, D2
-17.346953,-66.171199, Av. Circunvalación #4712, Temporal Pampa, D2
-17.345885,-66.177594, Calle Mendoza #4713, Mayorazgo, D2
-17.359447,-66.167253, Calle Litoral #4714, Cala Cala, D2
-17.360441,-66.162978, Calle Alemania #4715, Temporal Pampa, D2
-17.350569,-66.170134, Calle Ecuador #4716, Mayorazgo, D2
-17.358949,-66.172928, Av. Circunvalación #4717, Cala Cala, D2
-17.338354,-66.185008, Calle Mendoza #4718, Temporal Pampa, D2
-17.357874,-66.180474, Calle Litoral #4719, Mayorazgo, D2
-17.349160,-66.176576, Calle Alemania #4720, Cala Cala, D2
