-17.407483,-66.175647, Av. Blanco Galindo #100, Hipódromo, D4
-17.389131,-66.199899, Calle Melchor Pérez #3237, Coña Coña, D4
-17.399344,-66.174529, Calle Jordán #3238, Hipódromo, D4
-17.399906,-66.210076, Calle Portales #3239, La Chimba, D4
-17.400736,-66.184262, Av. Blanco Galindo #3240, Coña Coña, D4
-17.394242,-66.176126, Calle Tupuraya #3241, Hipódromo, D4
-17.399483,-66.189234, Calle Melchor Pérez #3242, La Chimba, D4
-17.388971,-66.199967, Calle Jordán #3243, Coña Coña, D4
-17.391582,-66.205979, Calle Portales #3244, Hipódromo, D4
-17.396626,-66.205712, Av. Blanco Galindo #3245, La Chimba, D4
-17.385400,-66.207693, Calle Tupuraya #3246, Coña Coña, D4
-17.403610,-66.175380, Calle Melchor Pérez #3247, Hipódromo, D4
-17.406546,-66.197575, Calle Jordán #3248, La Chimba, D4
-17.408042,-66.175749, Calle Portales #3249, Coña Coña, D4
-17.399513,-66.191324, Av. Blanco Galindo #3250, Hipódromo, D4
-17.402057,-66.171471, Calle Tupuraya #3251, La Chimba, D4
-17.383742,-66.199449, Calle Melchor Pérez #3252, Coña Coña, D4
-17.382287,-66.203282, Calle Jordán #3253, Hipódromo, D4
-17.400043,-66.176162, Calle Portales #3254, La Chimba, D4
-17.397727,-66.204734, Av. Blanco Galindo #3255, Coña Coña, D4
-17.396744,-66.181312, Calle Tupuraya #3256, Hipódromo, D4
-17.407749,-66.174610, Calle Melchor Pérez #3257, La Chimba, D4
-17.383781,-66.197047, Calle Jordán #3258, Coña Coña, D4
-17.386484,-66.204205, Calle Portales #3259, Hipódromo, D4
-17.408177,-66.177147, Av. Blanco Galindo #3260, La Chimba, D4
-17.401907,-66.180375, Calle Tupuraya #3261, Coña Coña, D4
-17.409722,-66.181740, Calle Melchor Pérez #3262, Hipódromo, D4
-17.388549,-66.198964, Calle Jordán #3263, La Chimba, D4
-17.398296,-66.209293, Calle Portales #3264, Coña Coña, D4
-17.393858,-66.178104, Av. Blanco Galindo #3265, Hipódromo, D4
-17.407300,-66.179291, Calle Tupuraya #3266, La Chimba, D4
-17.402360,-66.197783, Calle Melchor Pérez #3267, Coña Coña, D4
-17.387426,-66.205536, Calle Jordán #3268, Hipódromo, D4
-17.403642,-66.176980, Calle Portales #3269, La Chimba, D4
-17.398866,-66.214324, Av. Blanco Galindo #3270, Coña Coña, D4
-17.394689,-66.191989, Calle Tupuraya #3271, Hipódromo, D4
-17.383290,-66.205693, Calle Melchor Pérez #3272, La Chimba, D4
-17.399555,-66.190479, Calle Jordán #3273, Coña Coña, D4
-17.406946,-66.186223, Calle Portales #3274, Hipódromo, D4
-17.406900,-66.198784, Av. Blanco Galindo #3275, La Chimba, D4
-17.382887,-66.207774, Calle Tupuraya #3276, Coña Coña, D4
-17.396064,-66.168872, Calle Melchor Pérez #3277, Hipódromo, D4
-17.396996,-66.173125, Calle Jordán #3278, La Chimba, D4
-17.406356,-66.180587, Calle Portales #3279, Coña Coña, D4
-17.406340,-66.183977, Av. Blanco Galindo #3280, Hipódromo, D4
-17.404730,-66.173876, Calle Tupuraya #3281, La Chimba, D4
-17.397101,-66.193748, Calle Melchor Pérez #3282, Coña Coña, D4
-17.403060,-66.187320, Calle Jordán #3283, Hipódromo, D4
-17.405203,-66.180942, Calle Portales #3284, La Chimba, D4
-17.384067,-66.207684, Av. Blanco Galindo #3285, Coña Coña, D4
-17.392318,-66.206310, Calle Tupuraya #3286, Hipódromo, D4
-17.394180,-66.175208, Calle Melchor Pérez #3287, La Chimba, D4
-17.403292,-66.183874, Calle Jordán #3288, Coña Coña, D4
-17.404410,-66.179132, Calle Portales #3289, Hipódromo, D4
-17.403714,-66.183039, Av. Blanco Galindo #3290, La Chimba, D4
-17.405615,-66.187516, Calle Tupuraya #3291, Coña Coña, D4
-17.408591,-66.177069, Calle Melchor Pérez #3292, Hipódromo, D4
-17.405343,-66.198319, Calle Jordán #3293, La Chimba, D4
-17.403902,-66.186512, Calle Portales #3294, Coña Coña, D4
-17.407156,-66.183536, Av. Blanco Galindo #3295, Hipódromo, D4
-17.392163,-66.205767, Calle Tupuraya #3296, La Chimba, D4
-17.388052,-66.196698, Calle Melchor Pérez #3297, Coña Coña, D4
-17.404656,-66.183652, Calle Jordán #3298, Hipódromo, D4
-17.396225,-66.181054, Calle Portales #3299, La Chimba, D4
-17.408910,-66.178571, Av. Blanco Galindo #3300, Coña Coña, D4
-17.402301,-66.181680, Calle Tupuraya #3301, Hipódromo, D4
-17.389945,-66.205961, Calle Melchor Pérez #3302, La Chimba, D4
-17.399800,-66.209691, Calle Jordán #3303, Coña Coña, D4
-17.406119,-66.197807, Calle Portales #3304, Hipódromo, D4
-17.400923,-66.183284, Av. Blanco Galindo #3305, La Chimba, D4
-17.391793,-66.201367, Calle Tupuraya #3306, Coña Coña, D4
-17.395222,-66.202847, Calle Melchor Pérez #3307, Hipódromo, D4
-17.386924,-66.205936, Calle Jordán #3308, La Chimba, D4
-17.405527,-66.178451, Calle Portales #3309, Coña Coña, D4
-17.390317,-66.203958, Av. Blanco Galindo #3310, Hipódromo, D4
-17.410019,-66.177750, Calle Tupuraya #3311, La Chimba, D4
-17.403136,-66.185422, Calle Melchor Pérez #3312, Coña Coña, D4
-17.397223,-66.199310, Calle Jordán #3313, Hipódromo, D4
-17.402346,-66.174953, Calle Portales #3314, La Chimba, D4
-17.400168,-66.185789, Av. Blanco Galindo #3315, Coña Coña, D4
-17.400462,-66.183653, Calle Tupuraya #3316, Hipódromo, D4
-17.401700,-66.188595, Calle Melchor Pérez #3317, La Chimba, D4
-17.394721,-66.196972, Calle Jordán #3318, Coña Coña, D4
-17.394063,-66.175383, Calle Portales #3319, Hipódromo, D4
-17.397236,-66.195020, Av. Blanco Galindo #3320, La Chimba, D4
-17.384893,-66.206116, Calle Tupuraya #3321, Coña Coña, D4
-17.396321,-66.179443, Calle Melchor Pérez #3322, Hipódromo, D4
-17.386516,-66.206403, Calle Jordán #3323, La Chimba, D4
-17.396673,-66.176925, Calle Portales #3324, Coña Coña, D4
-17.408289,-66.179754, Av. Blanco Galindo #3325, Hipódromo, D4
-17.409486,-66.177131, Calle Tupuraya #3326, La Chimba, D4
-17.383307,-66.202662, Calle Melchor Pérez #3327, Coña Coña, D4
-17.382888,-66.198384, Calle Jordán #3328, Hipódromo, D4
-17.403607,-66.172205, Calle Portales #3329, La Chimba, D4
-17.399273,-66.186181, Av. Blanco Galindo #3330, Coña Coña, D4
-17.395131,-66.183173, Calle Tupuraya #3331, Hipódromo, D4
-17.397980,-66.179899, Calle Melchor Pérez #3332, La Chimba, D4
-17.384823,-66.203386, Calle Jordán #3333, Coña Coña, D4
-17.405727,-66.181274, Calle Portales #3334, Hipódromo, D4
-17.392656,-66.201916, Av. Blanco Galindo #3335, La Chimba, D4
-17.394067,-66.200474, Calle Tupuraya #3336, Coña Coña, D4
-17.399277,-66.214251, Calle Melchor Pérez #3337, Hipódromo, D4
-17.404573,-66.188640, Calle Jordán #3338, La Chimba, D4
-17.398666,-66.190180, Calle Portales #3339, Coña Coña, D4
-17.396628,-66.196777, Av. Blanco Galindo #3340, Hipódromo, D4
-17.403700,-66.197316, Calle Tupuraya #3341, La Chimba, D4
-17.409017,-66.178238, Calle Melchor Pérez #3342, Coña Coña, D4
-17.390511,-66.203553, Calle Jordán #3343, Hipódromo, D4
-17.401290,-66.178911, Calle Portales #3344, La Chimba, D4
-17.381447,-66.199205, Av. Blanco Galindo #3345, Coña Coña, D4
-17.382175,-66.199020, Calle Tupuraya #3346, Hipódromo, D4
-17.385020,-66.205556, Calle Melchor Pérez #3347, La Chimba, D4
-17.384241,-66.204898, Calle Jordán #3348, Coña Coña, D4
-17.393977,-66.176349, Calle Portales #3349, Hipódromo, D4
-17.387552,-66.206340, Av. Blanco Galindo #3350, La Chimba, D4
-17.401554,-66.180956, Calle Tupuraya #3351, Coña Coña, D4
-17.396601,-66.198566, Calle Melchor Pérez #3352, Hipódromo, D4
-17.399150,-66.194396, Calle Jordán #3353, La Chimba, D4
-17.397621,-66.210220, Calle Portales #3354, Coña Coña, D4
-17.386096,-66.205830, Av. Blanco Galindo #3355, Hipódromo, D4
-17.395245,-66.201309, Calle Tupuraya #3356, La Chimba, D4
-17.384591,-66.199277, Calle Melchor Pérez #3357, Coña Coña, D4
-17.394266,-66.205706, Calle Jordán #3358, Hipódromo, D4
-17.393171,-66.186746, Calle Portales #3359, La Chimba, D4
-17.393223,-66.189270, Av. Blanco Galindo #3360, Coña Coña, D4
-17.401085,-66.188422, Calle Tupuraya #3361, Hipódromo, D4
-17.397783,-66.197392, Calle Melchor Pérez #3362, La Chimba, D4
-17.400148,-66.187237, Calle Jordán #3363, Coña Coña, D4
-17.386255,-66.198754, Calle Portales #3364, Hipódromo, D4
-17.406436,-66.180605, Av. Blanco Galindo #3365, La Chimba, D4
-17.387942,-66.206115, Calle Tupuraya #3366, Coña Coña, D4
-17.396890,-66.204908, Calle Melchor Pérez #3367, Hipódromo, D4
-17.408874,-66.176189, Calle Jordán #3368, La Chimba, D4
-17.405078,-66.197471, Calle Portales #3369, Coña Coña, D4
-17.397829,-66.200346, Av. Blanco Galindo #3370, Hipódromo, D4
-17.393767,-66.207146, Calle Tupuraya #3371, La Chimba, D4
-17.403454,-66.198437, Calle Melchor Pérez #3372, Coña Coña, D4
-17.406392,-66.184251, Calle Jordán #3373, Hipódromo, D4
-17.406114,-66.186126, Calle Portales #3374, La Chimba, D4
-17.399038,-66.200503, Av. Blanco Galindo #3375, Coña Coña, D4
-17.394119,-66.200655, Calle Tupuraya #3376, Hipódromo, D4
-17.397781,-66.211785, Calle Melchor Pérez #3377, La Chimba, D4
-17.403829,-66.178071, Calle Jordán #3378, Coña Coña, D4
-17.397911,-66.196907, Calle Portales #3379, Hipódromo, D4
-17.405801,-66.181719, Av. Blanco Galindo #3380, La Chimba, D4
-17.381962,-66.202978, Calle Tupuraya #3381, Coña Coña, D4
-17.398703,-66.214729, Calle Melchor Pérez #3382, Hipódromo, D4
-17.398959,-66.209262, Calle Jordán #3383, La Chimba, D4
-17.410832,-66.179058, Calle Portales #3384, Coña Coña, D4
-17.398857,-66.194384, Av. Blanco Galindo #3385, Hipódromo, D4
-17.410068,-66.178948, Calle Tupuraya #3386, La Chimba, D4
-17.399084,-66.211177, Calle Melchor Pérez #3387, Coña Coña, D4
-17.394212,-66.189271, Calle Jordán #3388, Hipódromo, D4
-17.389179,-66.205467, Calle Portales #3389, La Chimba, D4
-17.388673,-66.207216, Av. Blanco Galindo #3390, Coña Coña, D4
-17.395935,-66.172119, Calle Tupuraya #3391, Hipódromo, D4
-17.383917,-66.204971, Calle Melchor Pérez #3392, La Chimba, D4
-17.407767,-66.183902, Calle Jordán #3393, Coña Coña, D4
-17.403374,-66.182788, Calle Portales #3394, Hipódromo, D4
-17.397510,-66.193709, Av. Blanco Galindo #3395, La Chimba, D4
-17.383403,-66.205487, Calle Tupuraya #3396, Coña Coña, D4
-17.403531,-66.171009, Calle Melchor Pérez #3397, Hipódromo, D4
-17.404238,-66.179841, Calle Jordán #3398, La Chimba, D4
-17.402877,-66.172308, Calle Portales #3399, Coña Coña, D4
-17.391520,-66.203834, Av. Blanco Galindo #3400, Hipódromo, D4
-17.404762,-66.185387, Calle Tupuraya #3401, La Chimba, D4
-17.386521,-66.197261, Calle Melchor Pérez #3402, Coña Coña, D4
-17.399223,-66.212436, Calle Jordán #3403, Hipódromo, D4
-17.398849,-66.194133, Calle Portales #3404, La Chimba, D4
-17.410213,-66.182525, Av. Blanco Galindo #3405, Coña Coña, D4
-17.405329,-66.178319, Calle Tupuraya #3406, Hipódromo, D4
-17.399583,-66.202636, Calle Melchor Pérez #3407, La Chimba, D4
-17.407080,-66.178367, Calle Jordán #3408, Coña Coña, D4
-17.403223,-66.179745, Calle Portales #3409, Hipódromo, D4
-17.398140,-66.206161, Av. Blanco Galindo #3410, La Chimba, D4
-17.396099,-66.173956, Calle Tupuraya #3411, Coña Coña, D4
-17.405707,-66.179361, Calle Melchor Pérez #3412, Hipódromo, D4
-17.409214,-66.181579, Calle Jordán #3413, La Chimba, D4
-17.398043,-66.208170, Calle Portales #3414, Coña Coña, D4
-17.405627,-66.172511, Av. Blanco Galindo #3415, Hipódromo, D4
-17.388754,-66.204658, Calle Tupuraya #3416, La Chimba, D4
-17.409690,-66.177003, Calle Melchor Pérez #3417, Coña Coña, D4
-17.407033,-66.185521, Calle Jordán #3418, Hipódromo, D4
-17.384141,-66.196784, Calle Portales #3419, La Chimba, D4
-17.383534,-66.200864, Av. Blanco Galindo #3420, Coña Coña, D4
-17.393390,-66.193644, Calle Tupuraya #3421, Hipódromo, D4
-17.387983,-66.207835, Calle Melchor Pérez #3422, La Chimba, D4
-17.409415,-66.180235, Calle Jordán #3423, Coña Coña, D4
-17.399104,-66.175101, Calle Portales #3424, Hipódromo, D4
-17.395147,-66.199650, Av. Blanco Galindo #3425, La Chimba, D4
-17.407818,-66.178251, Calle Tupuraya #3426, Coña Coña, D4
-17.386869,-66.205569, Calle Melchor Pérez #3427, Hipódromo, D4
-17.389997,-66.203204, Calle Jordán #3428, La Chimba, D4
-17.397689,-66.204984, Calle Portales #3429, Coña Coña, D4
-17.394530,-66.206136, Av. Blanco Galindo #3430, Hipódromo, D4
-17.399389,-66.188438, Calle Tupuraya #3431, La Chimba, D4
-17.398251,-66.194474, Calle Melchor Pérez #3432, Coña Coña, D4
-17.398737,-66.172336, Calle Jordán #3433, Hipódromo, D4
-17.396994,-66.192752, Calle Portales #3434, La Chimba, D4
-17.397950,-66.198715, Av. Blanco Galindo #3435, Coña Coña, D4
-17.399751,-66.169372, Calle Tupuraya #3436, Hipódromo, D4
-17.407923,-66.181403, Calle Melchor Pérez #3437, La Chimba, D4
-17.405856,-66.174670, Calle Jordán #3438, Coña Coña, D4
-17.401758,-66.171055, Calle Portales #3439, Hipódromo, D4
-17.395363,-66.174813, Av. Blanco Galindo #3440, La Chimba, D4
-17.393549,-66.208099, Calle Tupuraya #3441, Coña Coña, D4
-17.398596,-66.192438, Calle Melchor Pérez #3442, Hipódromo, D4
-17.397504,-66.213838, Calle Jordán #3443, La Chimba, D4
-17.387209,-66.201929, Calle Portales #3444, Coña Coña, D4
-17.406144,-66.186474, Av. Blanco Galindo #3445, Hipódromo, D4
-17.395109,-66.169868, Calle Tupuraya #3446, La Chimba, D4
-17.394224,-66.182807, Calle Melchor Pérez #3447, Coña Coña, D4
-17.397499,-66.202726, Calle Jordán #3448, Hipódromo, D4
-17.394567,-66.187436, Calle Portales #3449, La Chimba, D4
-17.407601,-66.177272, Av. Blanco Galindo #3450, Coña Coña, D4
-17.394964,-66.196702, Calle Tupuraya #3451, Hipódromo, D4
-17.391597,-66.200604, Calle Melchor Pérez #3452, La Chimba, D4
-17.394951,-66.182343, Calle Jordán #3453, Coña Coña, D4
-17.398586,-66.195178, Calle Portales #3454, Hipódromo, D4
-17.399884,-66.193829, Av. Blanco Galindo #3455, La Chimba, D4
-17.394730,-66.202128, Calle Tupuraya #3456, Coña Coña, D4
-17.398557,-66.178421, Calle Melchor Pérez #3457, Hipódromo, D4
-17.388094,-66.196986, Calle Jordán #3458, La Chimba, D4
-17.396082,-66.190326, Calle Portales #3459, Coña Coña, D4
-17.400994,-66.172803, Av. Blanco Galindo #3460, Hipódromo, D4
-17.405291,-66.180379, Calle Tupuraya #3461, La Chimba, D4
-17.398867,-66.177975, Calle Melchor Pérez #3462, Coña Coña, D4
-17.407764,-66.198856, Calle Jordán #3463, Hipódromo, D4
-17.399735,-66.202289, Calle Portales #3464, La Chimba, D4
-17.395878,-66.210556, Av. Blanco Galindo #3465, Coña Coña, D4
-17.401129,-66.171039, Calle Tupuraya #3466, Hipódromo, D4
-17.400602,-66.190423, Calle Melchor Pérez #3467, La Chimba, D4
-17.394795,-66.188174, Calle Jordán #3468, Coña Coña, D4
-17.394019,-66.202311, Calle Portales #3469, Hipódromo, D4
-17.394960,-66.189352, Av. Blanco Galindo #3470, La Chimba, D4
-17.398941,-66.176008, Calle Tupuraya #3471, Coña Coña, D4
-17.394152,-66.170095, Calle Melchor Pérez #3472, Hipódromo, D4
-17.409380,-66.181604, Calle Jordán #3473, La Chimba, D4
-17.408476,-66.179357, Calle Portales #3474, Coña Coña, D4
-17.404770,-66.182629, Av. Blanco Galindo #3475, Hipódromo, D4
-17.398691,-66.172589, Calle Tupuraya #3476, La Chimba, D4
-17.396903,-66.199786, Calle Melchor Pérez #3477, Coña Coña, D4
-17.404896,-66.174156, Calle Jordán #3478, Hipódromo, D4
-17.407010,-66.181492, Calle Portales #3479, La Chimba, D4
-17.401724,-66.184439, Av. Blanco Galindo #3480, Coña Coña, D4
-17.406829,-66.180696, Calle Tupuraya #3481, Hipódromo, D4
-17.402343,-66.197390, Calle Melchor Pérez #3482, La Chimba, D4
-17.402556,-66.198439, Calle Jordán #3483, Coña Coña, D4
-17.408460,-66.179370, Calle Portales #3484, Hipódromo, D4
-17.405326,-66.174321, Av. Blanco Galindo #3485, La Chimba, D4
-17.394584,-66.193698, Calle Tupuraya #3486, Coña Coña, D4
-17.382521,-66.201742, Calle Melchor Pérez #3487, Hipódromo, D4
-17.407673,-66.176885, Calle Jordán #3488, La Chimba, D4
-17.399425,-66.188151, Calle Portales #3489, Coña Coña, D4
-17.397510,-66.176456, Av. Blanco Galindo #3490, Hipódromo, D4
-17.394272,-66.172750, Calle Tupuraya #3491, La Chimba, D4
-17.403416,-66.176778, Calle Melchor Pérez #3492, Coña Coña, D4
-17.402941,-66.181689, Calle Jordán #3493, Hipódromo, D4
-17.389817,-66.202053, Calle Portales #3494, La Chimba, D4
-17.403993,-66.182125, Av. Blanco Galindo #3495, Coña Coña, D4
-17.403040,-66.184676, Calle Tupuraya #3496, Hipódromo, D4
-17.390911,-66.199729, Calle Melchor Pérez #3497, La Chimba, D4
-17.406347,-66.181944, Calle Jordán #3498, Coña Coña, D4
-17.396190,-66.187363, Calle Portales #3499, Hipódromo, D4
-17.403046,-66.172115, Av. Blanco Galindo #3500, La Chimba, D4
-17.394541,-66.197969, Calle Tupuraya #3501, Coña Coña, D4
-17.399934,-66.202508, Calle Melchor Pérez #3502, Hipódromo, D4
-17.392656,-66.200430, Calle Jordán #3503, La Chimba, D4
-17.393903,-66.172543, Calle Portales #3504, Coña Coña, D4
-17.390154,-66.204530, Av. Blanco Galindo #3505, Hipódromo, D4
-17.400207,-66.184415, Calle Tupuraya #3506, La Chimba, D4
-17.406553,-66.184084, Calle Melchor Pérez #3507, Coña Coña, D4
-17.395292,-66.183505, Calle Jordán #3508, Hipódromo, D4
-17.398993,-66.186205, Calle Portales #3509, La Chimba, D4
-17.389829,-66.201029, Av. Blanco Galindo #3510, Coña Coña, D4
-17.395237,-66.184972, Calle Tupuraya #3511, Hipódromo, D4
-17.394842,-66.202413, Calle Melchor Pérez #3512, La Chimba, D4
-17.400176,-66.185183, Calle Jordán #3513, Coña Coña, D4
-17.401882,-66.197149, Calle Portales #3514, Hipódromo, D4
-17.388843,-66.198977, Av. Blanco Galindo #3515, La Chimba, D4
-17.397473,-66.170668, Calle Tupuraya #3516, Coña Coña, D4
-17.387798,-66.207255, Calle Melchor Pérez #3517, Hipódromo, D4
-17.401452,-66.172993, Calle Jordán #3518, La Chimba, D4
-17.397542,-66.194324, Calle Portales #3519, Coña Coña, D4
-17.384793,-66.199142, Av. Blanco Galindo #3520, Hipódromo, D4
-17.398178,-66.191334, Calle Tupuraya #3521, La Chimba, D4
-17.400927,-66.180385, Calle Melchor Pérez #3522, Coña Coña, D4
-17.406604,-66.189145, Calle Jordán #3523, Hipódromo, D4
-17.398879,-66.208899, Calle Portales #3524, La Chimba, D4
-17.395373,-66.181538, Av. Blanco Galindo #3525, Coña Coña, D4
-17.394876,-66.200264, Calle Tupuraya #3526, Hipódromo, D4
-17.406249,-66.187363, Calle Melchor Pérez #3527, La Chimba, D4
-17.396226,-66.175036, Calle Jordán #3528, Coña Coña, D4
-17.397286,-66.200924, Calle Portales #3529, Hipódromo, D4
-17.403562,-66.172554, Av. Blanco Galindo #3530, La Chimba, D4
-17.394829,-66.196958, Calle Tupuraya #3531, Coña Coña, D4
-17.387457,-66.207913, Calle Melchor Pérez #3532, Hipódromo, D4
-17.389633,-66.201312, Calle Jordán #3533, La Chimba, D4
-17.408698,-66.176343, Calle Portales #3534, Coña Coña, D4
-17.399098,-66.202254, Av. Blanco Galindo #3535, Hipódromo, D4
-17.400083,-66.199882, Calle Tupuraya #3536, La Chimba, D4
-17.395724,-66.185499, Calle Melchor Pérez #3537, Coña Coña, D4
-17.398667,-66.209720, Calle Jordán #3538, Hipódromo, D4
-17.387292,-66.202425, Calle Portales #3539, La Chimba, D4
-17.387238,-66.199457, Av. Blanco Galindo #3540, Coña Coña, D4
-17.405014,-66.189352, Calle Tupuraya #3541, Hipódromo, D4
-17.397459,-66.190465, Calle Melchor Pérez #3542, La Chimba, D4
-17.398952,-66.214210, Calle Jordán #3543, Coña Coña, D4
-17.392106,-66.200257, Calle Portales #3544, Hipódromo, D4
-17.397446,-66.176462, Av. Blanco Galindo #3545, La Chimba, D4
-17.395721,-66.191970, Calle Tupuraya #3546, Coña Coña, D4
-17.407233,-66.175951, Calle Melchor Pérez #3547, Hipódromo, D4
-17.396696,-66.170742, Calle Jordán #3548, La Chimba, D4
-17.403652,-66.184189, Calle Portales #3549, Coña Coña, D4
-17.403048,-66.176045, Av. Blanco Galindo #3550, Hipódromo, D4
-17.410332,-66.181073, Calle Tupuraya #3551, La Chimba, D4
-17.403799,-66.188745, Calle Melchor Pérez #3552, Coña Coña, D4
-17.406889,-66.176335, Calle Jordán #3553, Hipódromo, D4
-17.397635,-66.182332, Calle Portales #3554, La Chimba, D4
-17.387497,-66.207089, Av. Blanco Galindo #3555, Coña Coña, D4
-17.396686,-66.196755, Calle Tupuraya #3556, Hipódromo, D4
-17.402161,-66.180124, Calle Melchor Pérez #3557, La Chimba, D4
-17.397703,-66.173815, Calle Jordán #3558, Coña Coña, D4
-17.402906,-66.172789, Calle Portales #3559, Hipódromo, D4
-17.402947,-66.171400, Av. Blanco Galindo #3560, La Chimba, D4
