-17.433056,-66.138849, Calle Roma #100, Ticti Norte, D8
-17.461951,-66.114937, Calle Sierra Nevada #3178, Ticti Norte, D8
-17.445277,-66.119898, Calle Colorado #3179, Valle Hermoso, D8
-17.470152,-66.086012, Calle Roma #3180, Ushpa Ushpa, D8
-17.476972,-66.093705, Calle Hamburgo #3181, Ticti Norte, D8
-17.431010,-66.137707, Calle Ticti #3182, Valle Hermoso, D8
-17.444352,-66.134248, Calle Sierra Nevada #3183, Ushpa Ushpa, D8
-17.471115,-66.092994, Calle Colorado #3184, Ticti Norte, D8
-17.465661,-66.098735, Calle Roma #3185, Valle Hermoso, D8
-17.447657,-66.129350, Calle Hamburgo #3186, Ushpa Ushpa, D8
-17.473844,-66.109437, Calle Ticti #3187, Ticti Norte, D8
-17.457675,-66.091858, Calle Sierra Nevada #3188, Valle Hermoso, D8
-17.440679,-66.141828, Calle Colorado #3189, Ushpa Ushpa, D8
-17.436255,-66.137639, Calle Roma #3190, Ticti Norte, D8
-17.447130,-66.123741, Calle Hamburgo #3191, Valle Hermoso, D8
-17.438837,-66.139301, Calle Ticti #3192, Ushpa Ushpa, D8
-17.469351,-66.096579, Calle Sierra Nevada #3193, Ticti Norte, D8
-17.445710,-66.122444, Calle Colorado #3194, Valle Hermoso, D8
-17.457215,-66.108217, Calle Roma #3195, Ushpa Ushpa, D8
-17.481877,-66.099213, Calle Hamburgo #3196, Ticti Norte, D8
-17.444867,-66.128497, Calle Ticti #3197, Valle Hermoso, D8
-17.467201,-66.114070, Calle Sierra Nevada #3198, Ushpa Ushpa, D8
-17.454116,-66.092336, Calle Colorado #3199, Ticti Norte, D8
-17.470013,-66.111205, Calle Roma #3200, Valle Hermoso, D8
-17.428909,-66.145081, Calle Hamburgo #3201, Ushpa Ushpa, D8
-17.455583,-66.096372, Calle Ticti #3202, Ticti Norte, D8
-17.448356,-66.122624, Calle Sierra Nevada #3203, Valle Hermoso, D8
-17.480232,-66.104781, Calle Colorado #3204, Ushpa Ushpa, D8
-17.440207,-66.134447, Calle Roma #3205, Ticti Norte, D8
-17.475906,-66.089356, Calle Hamburgo #3206, Valle Hermoso, D8
-17.469750,-66.097754, Calle Ticti #3207, Ushpa Ushpa, D8
-17.452997,-66.125716, Calle Sierra Nevada #3208, Ticti Norte, D8
-17.464967,-66.088423, Calle Colorado #3209, Valle Hermoso, D8
-17.476615,-66.107595, Calle Roma #3210, Ushpa Ushpa, D8
-17.431923,-66.138926, Calle Hamburgo #3211, Ticti Norte, D8
-17.447302,-66.122448, Calle Ticti #3212, Valle Hermoso, D8
-17.463929,-66.114802, Calle Sierra Nevada #3213, Ushpa Ushpa, D8
-17.430079,-66.147162, Calle Colorado #3214, Ticti Norte, D8
-17.466051,-66.100464, Calle Roma #3215, Valle Hermoso, D8
-17.465914,-66.111690, Calle Hamburgo #3216, Ushpa Ushpa, D8
-17.463098,-66.096518, Calle Ticti #3217, Ticti Norte, D8
-17.467276,-66.110891, Calle Sierra Nevada #3218, Valle Hermoso, D8
-17.435322,-66.145520, Calle Colorado #3219, Ushpa Ushpa, D8
-17.478822,-66.106193, Calle Roma #3220, Ticti Norte, D8
-17.441073,-66.140672, Calle Hamburgo #3221, Valle Hermoso, D8
-17.465565,-66.104035, Calle Ticti #3222, Ushpa Ushpa, D8
-17.459827,-66.098766, Calle Sierra Nevada #3223, Ticti Norte, D8
-17.463014,-66.115365, Calle Colorado #3224, Valle Hermoso, D8
-17.476802,-66.094056, Calle Roma #3225, Ushpa Ushpa, D8
-17.472250,-66.110097, Calle Hamburgo #3226, Ticti Norte, D8
-17.441676,-66.140274, Calle Ticti #3227, Valle Hermoso, D8
-17.463404,-66.087589, Calle Sierra Nevada #3228, Ushpa Ushpa, D8
-17.480012,-66.108534, Calle Colorado #3229, Ticti Norte, D8
-17.429910,-66.141781, Calle Roma #3230, Valle Hermoso, D8
-17.477096,-66.091820, Calle Hamburgo #3231, Ushpa Ushpa, D8
-17.465573,-66.094322, Calle Ticti #3232, Ticti Norte, D8
-17.438885,-66.127743, Calle Sierra Nevada #3233, Valle Hermoso, D8
-17.438899,-66.138734, Calle Colorado #3234, Ushpa Ushpa, D8
-17.472649,-66.091001, Calle Roma #3235, Ticti Norte, D8
-17.464229,-66.111623, Calle Hamburgo #3236, Valle Hermoso, D8
-17.450493,-66.095621, Calle Ticti #3237, Ushpa Ushpa, D8
-17.460446,-66.118988, Calle Sierra Nevada #3238, Ticti Norte, D8
-17.469882,-66.087026, Calle Colorado #3239, Valle Hermoso, D8
-17.444101,-66.098774, Calle Roma #3240, Ushpa Ushpa, D8
-17.465280,-66.106680, Calle Hamburgo #3241, Ticti Norte, D8
-17.456044,-66.097640, Calle Ticti #3242, Valle Hermoso, D8
-17.482453,-66.101376, Calle Sierra Nevada #3243, Ushpa Ushpa, D8
-17.435199,-66.142439, Calle Colorado #3244, Ticti Norte, D8
-17.456533,-66.097768, Calle Roma #3245, Valle Hermoso, D8
-17.451890,-66.102013, Calle Hamburgo #3246, Ushpa Ushpa, D8
-17.457504,-66.096623, Calle Ticti #3247, Ticti Norte, D8
-17.440351,-66.100614, Calle Sierra Nevada #3248, Valle Hermoso, D8
-17.437208,-66.133274, Calle Colorado #3249, Ushpa Ushpa, D8
-17.451543,-66.102364, Calle Roma #3250, Ticti Norte, D8
-17.436799,-66.134883, Calle Hamburgo #3251, Valle Hermoso, D8
-17.477845,-66.089771, Calle Ticti #3252, Ushpa Ushpa, D8
-17.461531,-66.088934, Calle Sierra Nevada #3253, Ticti Norte, D8
-17.455048,-66.122415, Calle Colorado #3254, Valle Hermoso, D8
-17.458795,-66.099492, Calle Roma #3255, Ushpa Ushpa, D8
-17.460221,-66.092682, Calle Hamburgo #3256, Ticti Norte, D8
-17.454385,-66.103429, Calle Ticti #3257, Valle Hermoso, D8
-17.472686,-66.096207, Calle Sierra Nevada #3258, Ushpa Ushpa, D8
-17.472490,-66.092248, Calle Colorado #3259, Ticti Norte, D8
-17.479787,-66.094650, Calle Roma #3260, Valle Hermoso, D8
-17.466788,-66.113189, Calle Hamburgo #3261, Ushpa Ushpa, D8
-17.461387,-66.099742, Calle Ticti #3262, Ticti Norte, D8
-17.459473,-66.105261, Calle Sierra Nevada #3263, Valle Hermoso, D8
-17.451267,-66.123867, Calle Colorado #3264, Ushpa Ushpa, D8
-17.472787,-66.100417, Calle Roma #3265, Ticti Norte, D8
-17.477512,-66.102674, Calle Hamburgo #3266, Valle Hermoso, D8
-17.444792,-66.126948, Calle Ticti #3267, Ushpa Ushpa, D8
-17.461014,-66.088364, Calle Sierra Nevada #3268, Ticti Norte, D8
-17.434897,-66.129837, Calle Colorado #3269, Valle Hermoso, D8
-17.461146,-66.097671, Calle Roma #3270, Ushpa Ushpa, D8
-17.449617,-66.097751, Calle Hamburgo #3271, Ticti Norte, D8
-17.458915,-66.104125, Calle Ticti #3272, Valle Hermoso, D8
-17.472126,-66.095148, Calle Sierra Nevada #3273, Ushpa Ushpa, D8
-17.433588,-66.144824, Calle Colorado #3274, Ticti Norte, D8
-17.458995,-66.095299, Calle Roma #3275, Valle Hermoso, D8
-17.463722,-66.090026, Calle Hamburgo #3276, Ushpa Ushpa, D8
-17.482508,-66.104830, Calle Ticti #3277, Ticti Norte, D8
-17.454941,-66.102660, Calle Sierra Nevada #3278, Valle Hermoso, D8
-17.429528,-66.147529, Calle Colorado #3279, Ushpa Ushpa, D8
-17.428524,-66.134898, Calle Roma #3280, Ticti Norte, D8
-17.475328,-66.089830, Calle Hamburgo #3281, Valle Hermoso, D8
-17.431487,-66.135932, Calle Ticti #3282, Ushpa Ushpa, D8
-17.428607,-66.144775, Calle Sierra Nevada #3283, Ticti Norte, D8
-17.461697,-66.107506, Calle Colorado #3284, Valle Hermoso, D8
-17.470961,-66.110548, Calle Roma #3285, Ushpa Ushpa, D8
-17.445899,-66.132625, Calle Hamburgo #3286, Ticti Norte, D8
-17.469791,-66.091252, Calle Ticti #3287, Valle Hermoso, D8
-17.474757,-66.089437, Calle Sierra Nevada #3288, Ushpa Ushpa, D8
-17.454904,-66.101102, Calle Colorado #3289, Ticti Norte, D8
-17.460803,-66.116784, Calle Roma #3290, Valle Hermoso, D8
-17.465439,-66.107012, Calle Hamburgo #3291, Ushpa Ushpa, D8
-17.439957,-66.139705, Calle Ticti #3292, Ticti Norte, D8
-17.470037,-66.094921, Calle Sierra Nevada #3293, Valle Hermoso, D8
-17.440915,-66.126178, Calle Colorado #3294, Ushpa Ushpa, D8
-17.461127,-66.110068, Calle Roma #3295, Ticti Norte, D8
-17.458531,-66.097592, Calle Hamburgo #3296, Valle Hermoso, D8
-17.445490,-66.126934, Calle Ticti #3297, Ushpa Ushpa, D8
-17.434227,-66.135245, Calle Sierra Nevada #3298, Ticti Norte, D8
-17.436257,-66.138476, Calle Colorado #3299, Valle Hermoso, D8
-17.431477,-66.146315, Calle Roma #3300, Ushpa Ushpa, D8
-17.451749,-66.122348, Calle Hamburgo #3301, Ticti Norte, D8
-17.439322,-66.132073, Calle Ticti #3302, Valle Hermoso, D8
-17.477289,-66.089780, Calle Sierra Nevada #3303, Ushpa Ushpa, D8
-17.441755,-66.131023, Calle Colorado #3304, Ticti Norte, D8
-17.467661,-66.108311, Calle Roma #3305, Valle Hermoso, D8
-17.460823,-66.100053, Calle Hamburgo #3306, Ushpa Ushpa, D8
-17.439413,-66.128078, Calle Ticti #3307, Ticti Norte, D8
-17.457029,-66.098760, Calle Sierra Nevada #3308, Valle Hermoso, D8
-17.445072,-66.120021, Calle Colorado #3309, Ushpa Ushpa, D8
-17.437430,-66.143203, Calle Roma #3310, Ticti Norte, D8
-17.445555,-66.099797, Calle Hamburgo #3311, Valle Hermoso, D8
-17.462076,-66.104056, Calle Ticti #3312, Ushpa Ushpa, D8
-17.428459,-66.136789, Calle Sierra Nevada #3313, Ticti Norte, D8
-17.473116,-66.105613, Calle Colorado #3314, Valle Hermoso, D8
-17.464711,-66.097212, Calle Roma #3315, Ushpa Ushpa, D8
-17.467558,-66.097802, Calle Hamburgo #3316, Ticti Norte, D8
-17.428837,-66.141136, Calle Ticti #3317, Valle Hermoso, D8
-17.473539,-66.104041, Calle Sierra Nevada #3318, Ushpa Ushpa, D8
-17.438222,-66.129566, Calle Colorado #3319, Ticti Norte, D8
-17.425648,-66.139099, Calle Roma #3320, Valle Hermoso, D8
-17.457270,-66.118459, Calle Hamburgo #3321, Ushpa Ushpa, D8
-17.452137,-66.119660, Calle Ticti #3322, Ticti Norte, D8
-17.476599,-66.093030, Calle Sierra Nevada #3323, Valle Hermoso, D8
-17.450273,-66.118760, Calle Colorado #3324, Ushpa Ushpa, D8
-17.460179,-66.107938, Calle Roma #3325, Ticti Norte, D8
-17.478002,-66.100701, Calle Hamburgo #3326, Valle Hermoso, D8
-17.447269,-66.102325, Calle Ticti #3327, Ushpa Ushpa, D8
-17.465952,-66.115461, Calle Sierra Nevada #3328, Ticti Norte, D8
-17.454415,-66.096758, Calle Colorado #3329, Valle Hermoso, D8
-17.480563,-66.102481, Calle Roma #3330, Ushpa Ushpa, D8
-17.465926,-66.105276, Calle Hamburgo #3331, Ticti Norte, D8
-17.436238,-66.131366, Calle Ticti #3332, Valle Hermoso, D8
-17.476336,-66.110102, Calle Sierra Nevada #3333, Ushpa Ushpa, D8
-17.461688,-66.110260, Calle Colorado #3334, Ticti Norte, D8
-17.457269,-66.097862, Calle Roma #3335, Valle Hermoso, D8
-17.463627,-66.094017, Calle Hamburgo #3336, Ushpa Ushpa, D8
-17.472246,-66.101739, Calle Ticti #3337, Ticti Norte, D8
-17.462143,-66.101782, Calle Sierra Nevada #3338, Valle Hermoso, D8
-17.469202,-66.096095, Calle Colorado #3339, Ushpa Ushpa, D8
-17.458933,-66.103633, Calle Roma #3340, Ticti Norte, D8
-17.439556,-66.101654, Calle Hamburgo #3341, Valle Hermoso, D8
-17.445117,-66.133177, Calle Ticti #3342, Ushpa Ushpa, D8
-17.449933,-66.102725, Calle Sierra Nevada #3343, Ticti Norte, D8
-17.435093,-66.137417, Calle Colorado #3344, Valle Hermoso, D8
-17.430569,-66.132814, Calle Roma #3345, Ushpa Ushpa, D8
-17.469176,-66.108269, Calle Hamburgo #3346, Ticti Norte, D8
-17.436268,-66.132668, Calle Ticti #3347, Valle Hermoso, D8
-17.458499,-66.107817, Calle Sierra Nevada #3348, Ushpa Ushpa, D8
-17.474966,-66.092454, Calle Colorado #3349, Ticti Norte, D8
-17.462409,-66.109045, Calle Roma #3350, Valle Hermoso, D8
-17.463408,-66.089380, Calle Hamburgo #3351, Ushpa Ushpa, D8
-17.452934,-66.126384, Calle Ticti #3352, Ticti Norte, D8
-17.471324,-66.102578, Calle Sierra Nevada #3353, Valle Hermoso, D8
-17.433852,-66.134305, Calle Colorado #3354, Ushpa Ushpa, D8
-17.449289,-66.096091, Calle Roma #3355, Ticti Norte, D8
-17.456824,-66.091393, Calle Hamburgo #3356, Valle Hermoso, D8
-17.470069,-66.102193, Calle Ticti #3357, Ushpa Ushpa, D8
-17.463103,-66.104978, Calle Sierra Nevada #3358, Ticti Norte, D8
-17.455090,-66.098066, Calle Colorado #3359, Valle Hermoso, D8
-17.426774,-66.136820, Calle Roma #3360, Ushpa Ushpa, D8
-17.454801,-66.119628, Calle Hamburgo #3361, Ticti Norte, D8
-17.475320,-66.094743, Calle Ticti #3362, Valle Hermoso, D8
-17.471026,-66.090347, Calle Sierra Nevada #3363, Ushpa Ushpa, D8
-17.435352,-66.133843, Calle Colorado #3364, Ticti Norte, D8
-17.452344,-66.104656, Calle Roma #3365, Valle Hermoso, D8
-17.437612,-66.142403, Calle Hamburgo #3366, Ushpa Ushpa, D8
-17.443594,-66.124262, Calle Ticti #3367, Ticti Norte, D8
-17.453169,-66.101119, Calle Sierra Nevada #3368, Valle Hermoso, D8
-17.475677,-66.091955, Calle Colorado #3369, Ushpa Ushpa, D8
-17.467842,-66.086497, Calle Roma #3370, Ticti Norte, D8
-17.480630,-66.105372, Calle Hamburgo #3371, Valle Hermoso, D8
-17.468101,-66.095217, Calle Ticti #3372, Ushpa Ushpa, D8
-17.463536,-66.104985, Calle Sierra Nevada #3373, Ticti Norte, D8
-17.460223,-66.107141, Calle Colorado #3374, Valle Hermoso, D8
-17.448067,-66.129292, Calle Roma #3375, Ushpa Ushpa, D8
-17.480048,-66.102621, Calle Hamburgo #3376, Ticti Norte, D8
-17.481366,-66.094872, Calle Ticti #3377, Valle Hermoso, D8
-17.464319,-66.086732, Calle Sierra Nevada #3378, Ushpa Ushpa, D8
-17.454962,-66.121492, Calle Colorado #3379, Ticti Norte, D8
-17.471764,-66.096799, Calle Roma #3380, Valle Hermoso, D8
-17.466246,-66.086012, Calle Hamburgo #3381, Ushpa Ushpa, D8
-17.446250,-66.120647, Calle Ticti #3382, Ticti Norte, D8
-17.476367,-66.092068, Calle Sierra Nevada #3383, Valle Hermoso, D8
-17.477559,-66.089494, Calle Colorado #3384, Ushpa Ushpa, D8
-17.465149,-66.111587, Calle Roma #3385, Ticti Norte, D8
-17.468285,-66.101755, Calle Hamburgo #3386, Valle Hermoso, D8
-17.469068,-66.085082, Calle Ticti #3387, Ushpa Ushpa, D8
-17.453703,-66.124216, Calle Sierra Nevada #3388, Ticti Norte, D8
-17.435010,-66.143157, Calle Colorado #3389, Valle Hermoso, D8
-17.475722,-66.093756, Calle Roma #3390, Ushpa Ushpa, D8
-17.465222,-66.087864, Calle Hamburgo #3391, Ticti Norte, D8
-17.459123,-66.119928, Calle Ticti #3392, Valle Hermoso, D8
-17.436121,-66.145576, Calle Sierra Nevada #3393, Ushpa Ushpa, D8
-17.455965,-66.103275, Calle Colorado #3394, Ticti Norte, D8
-17.455660,-66.103417, Calle Roma #3395, Valle Hermoso, D8
-17.478332,-66.100339, Calle Hamburgo #3396, Ushpa Ushpa, D8
-17.439695,-66.132472, Calle Ticti #3397, Ticti Norte, D8
-17.445973,-66.131303, Calle Sierra Nevada #3398, Valle Hermoso, D8
-17.459825,-66.091665, Calle Colorado #3399, Ushpa Ushpa, D8
-17.465325,-66.115184, Calle Roma #3400, Ticti Norte, D8
-17.468799,-66.109981, Calle Hamburgo #3401, Valle Hermoso, D8
-17.426468,-66.139330, Calle Ticti #3402, Ushpa Ushpa, D8
-17.462171,-66.111143, Calle Sierra Nevada #3403, Ticti Norte, D8
-17.433886,-66.131406, Calle Colorado #3404, Valle Hermoso, D8
-17.470548,-66.096035, Calle Roma #3405, Ushpa Ushpa, D8
-17.464546,-66.102889, Calle Hamburgo #3406, Ticti Norte, D8
-17.468935,-66.092111, Calle Ticti #3407, Valle Hermoso, D8
-17.467301,-66.092702, Calle Sierra Nevada #3408, Ushpa Ushpa, D8
-17.449864,-66.100674, Calle Colorado #3409, Ticti Norte, D8
-17.474847,-66.109087, Calle Roma #3410, Valle Hermoso, D8
-17.454944,-66.119979, Calle Hamburgo #3411, Ushpa Ushpa, D8
-17.461871,-66.097474, Calle Ticti #3412, Ticti Norte, D8
-17.446242,-66.099512, Calle Sierra Nevada #3413, Valle Hermoso, D8
-17.468342,-66.091590, Calle Colorado #3414, Ushpa Ushpa, D8
-17.471545,-66.110936, Calle Roma #3415, Ticti Norte, D8
-17.428600,-66.140250, Calle Hamburgo #3416, Valle Hermoso, D8
-17.470241,-66.093145, Calle Ticti #3417, Ushpa Ushpa, D8
-17.473345,-66.093963, Calle Sierra Nevada #3418, Ticti Norte, D8
-17.431859,-66.139503, Calle Colorado #3419, Valle Hermoso, D8
-17.466668,-66.113204, Calle Roma #3420, Ushpa Ushpa, D8
-17.470261,-66.099031, Calle Hamburgo #3421, Ticti Norte, D8
-17.461581,-66.088056, Calle Ticti #3422, Valle Hermoso, D8
-17.462153,-66.118889, Calle Sierra Nevada #3423, Ushpa Ushpa, D8
-17.446894,-66.101337, Calle Colorado #3424, Ticti Norte, D8
-17.456366,-66.101604, Calle Roma #3425, Valle Hermoso, D8
-17.442040,-66.121963, Calle Hamburgo #3426, Ushpa Ushpa, D8
-17.459880,-66.103695, Calle Ticti #3427, Ticti Norte, D8
-17.466684,-66.095309, Calle Sierra Nevada #3428, Valle Hermoso, D8
-17.451188,-66.102092, Calle Colorado #3429, Ushpa Ushpa, D8
-17.471986,-66.093628, Calle Roma #3430, Ticti Norte, D8
-17.480302,-66.105676, Calle Hamburgo #3431, Valle Hermoso, D8
-17.463326,-66.104695, Calle Ticti #3432, Ushpa Ushpa, D8
-17.464930,-66.087711, Calle Sierra Nevada #3433, Ticti Norte, D8
-17.454951,-66.102019, Calle Colorado #3434, Valle Hermoso, D8
-17.464319,-66.096887, Calle Roma #3435, Ushpa Ushpa, D8
-17.444902,-66.102284, Calle Hamburgo #3436, Ticti Norte, D8
-17.475458,-66.094629, Calle Ticti #3437, Valle Hermoso, D8
-17.454596,-66.103292, Calle Sierra Nevada #3438, Ushpa Ushpa, D8
-17.446981,-66.130777, Calle Colorado #3439, Ticti Norte, D8
-17.432787,-66.135600, Calle Roma #3440, Valle Hermoso, D8
-17.448564,-66.131003, Calle Hamburgo #3441, Ushpa Ushpa, D8
-17.469896,-66.103229, Calle Ticti #3442, Ticti Norte, D8
-17.456079,-66.101239, Calle Sierra Nevada #3443, Valle Hermoso, D8
-17.427566,-66.141210, Calle Colorado #3444, Ushpa Ushpa, D8
-17.444714,-66.127778, Calle Roma #3445, Ticti Norte, D8
-17.466391,-66.086651, Calle Hamburgo #3446, Valle Hermoso, D8
-17.474847,-66.109497, Calle Ticti #3447, Ushpa Ushpa, D8
-17.471813,-66.110472, Calle Sierra Nevada #3448, Ticti Norte, D8
-17.479774,-66.100564, Calle Colorado #3449, Valle Hermoso, D8
-17.441534,-66.137278, Calle Roma #3450, Ushpa Ushpa, D8
-17.442146,-66.101795, Calle Hamburgo #3451, Ticti Norte, D8
-17.442309,-66.125809, Calle Ticti #3452, Valle Hermoso, D8
-17.458652,-66.109256, Calle Sierra Nevada #3453, Ushpa Ushpa, D8
-17.479117,-66.100681, Calle Colorado #3454, Ticti Norte, D8
-17.457650,-66.096721, Calle Roma #3455, Valle Hermoso, D8
-17.478423,-66.094471, Calle Hamburgo #3456, Ushpa Ushpa, D8
-17.445900,-66.128968, Calle Ticti #3457, Ticti Norte, D8
-17.448517,-66.120522, Calle Sierra Nevada #3458, Valle Hermoso, D8
-17.471376,-66.092696, Calle Colorado #3459, Ushpa Ushpa, D8
-17.449389,-66.125920, Calle Roma #3460, Ticti Norte, D8
-17.458115,-66.121146, Calle Hamburgo #3461, Valle Hermoso, D8
-17.466711,-66.112802, Calle Ticti #3462, Ushpa Ushpa, D8
-17.439983,-66.101969, Calle Sierra Nevada #3463, Ticti Norte, D8
-17.443439,-66.132461, Calle Colorado #3464, Valle Hermoso, D8
-17.430055,-66.141699, Calle Roma #3465, Ushpa Ushpa, D8
-17.434810,-66.129569, Calle Hamburgo #3466, Ticti Norte, D8
-17.440092,-66.129678, Calle Ticti #3467, Valle Hermoso, D8
-17.429430,-66.146684, Calle Sierra Nevada #3468, Ushpa Ushpa, D8
-17.474585,-66.108107, Calle Colorado #3469, Ticti Norte, D8
-17.455412,-66.100754, Calle Roma #3470, Valle Hermoso, D8
-17.466567,-66.092899, Calle Hamburgo #3471, Ushpa Ushpa, D8
-17.468731,-66.091984, Calle Ticti #3472, Ticti Norte, D8
-17.436812,-66.137783, Calle Sierra Nevada #3473, Valle Hermoso, D8
-17.466981,-66.085055, Calle Colorado #3474, Ushpa Ushpa, D8
-17.481277,-66.106602, Calle Roma #3475, Ticti Norte, D8
-17.444667,-66.127116, Calle Hamburgo #3476, Valle Hermoso, D8
-17.460490,-66.118304, Calle Ticti #3477, Ushpa Ushpa, D8
-17.460141,-66.093915, Calle Sierra Nevada #3478, Ticti Norte, D8
-17.468579,-66.091967, Calle Colorado #3479, Valle Hermoso, D8
-17.456362,-66.122373, Calle Roma #3480, Ushpa Ushpa, D8
-17.481980,-66.098020, Calle Hamburgo #3481, Ticti Norte, D8
-17.480273,-66.103467, Calle Ticti #3482, Valle Hermoso, D8
-17.441691,-66.099459, Calle Sierra Nevada #3483, Ushpa Ushpa, D8
-17.438156,-66.135880, Calle Colorado #3484, Ticti Norte, D8
-17.429507,-66.140486, Calle Roma #3485, Valle Hermoso, D8
-17.460625,-66.111805, Calle Hamburgo #3486, Ushpa Ushpa, D8
-17.465223,-66.106764, Calle Ticti #3487, Ticti Norte, D8
-17.465380,-66.101802, Calle Sierra Nevada #3488, Valle Hermoso, D8
-17.473752,-66.105494, Calle Colorado #3489, Ushpa Ushpa, D8
-17.433713,-66.135955, Calle Roma #3490, Ticti Norte, D8
-17.456717,-66.095311, Calle Hamburgo #3491, Valle Hermoso, D8
-17.442839,-66.138510, Calle Ticti #3492, Ushpa Ushpa, D8
-17.463967,-66.099775, Calle Sierra Nevada #3493, Ticti Norte, D8
-17.454837,-66.094462, Calle Colorado #3494, Valle Hermoso, D8
-17.479087,-66.093349, Calle Roma #3495, Ushpa Ushpa, D8
-17.459484,-66.121162, Calle Hamburgo #3496, Ticti Norte, D8
-17.460736,-66.090607, Calle Ticti #3497, Valle Hermoso, D8
-17.448241,-66.120921, Calle Sierra Nevada #3498, Ushpa Ushpa, D8
-17.471342,-66.088208, Calle Colorado #3499, Ticti Norte, D8
-17.459945,-66.120773, Calle Roma #3500, Valle Hermoso, D8
-17.473092,-66.092350, Calle Hamburgo #3501, Ushpa Ushpa, D8
-17.474805,-66.090204, Calle Ticti #3502, Ticti Norte, D8
-17.461583,-66.092595, Calle Sierra Nevada #3503, Valle Hermoso, D8
-17.446969,-66.128321, Calle Colorado #3504, Ushpa Ushpa, D8
-17.462127,-66.110898, Calle Roma #3505, Ticti Norte, D8
-17.452628,-66.099942, Calle Hamburgo #3506, Valle Hermoso, D8
-17.430655,-66.146955, Calle Ticti #3507, Ushpa Ushpa, D8
-17.451021,-66.096561, Calle Sierra Nevada #3508, Ticti Norte, D8
-17.434650,-66.135497, Calle Colorado #3509, Valle Hermoso, D8
-17.440903,-66.139604, Calle Roma #3510, Ushpa Ushpa, D8
-17.465403,-66.094208, Calle Hamburgo #3511, Ticti Norte, D8
-17.454545,-66.104711, Calle Ticti #3512, Valle Hermoso, D8
-17.452009,-66.122359, Calle Sierra Nevada #3513, Ushpa Ushpa, D8
-17.463174,-66.085908, Calle Colorado #3514, Ticti Norte, D8
-17.480585,-66.094750, Calle Roma #3515, Valle Hermoso, D8
-17.442030,-66.136544, Calle Hamburgo #3516, Ushpa Ushpa, D8
-17.446409,-66.123957, Calle Ticti #3517, Ticti Norte, D8
-17.444343,-66.131059, Calle Sierra Nevada #3518, Valle Hermoso, D8
-17.427886,-66.141697, Calle Colorado #3519, Ushpa Ushpa, D8
-17.471321,-66.099963, Calle Roma #3520, Ticti Norte, D8
-17.479250,-66.104380, Calle Hamburgo #3521, Valle Hermoso, D8
-17.457037,-66.118121, Calle Ticti #3522, Ushpa Ushpa, D8
-17.454398,-66.101977, Calle Sierra Nevada #3523, Ticti Norte, D8
-17.459167,-66.101603, Calle Colorado #3524, Valle Hermoso, D8
-17.454018,-66.122438, Calle Roma #3525, Ushpa Ushpa, D8
-17.465852,-66.088254, Calle Hamburgo #3526, Ticti Norte, D8
-17.467897,-66.103277, Calle Ticti #3527, Valle Hermoso, D8
-17.449827,-66.099105, Calle Sierra Nevada #3528, Ushpa Ushpa, D8
