-17.424504,-66.148321, Calle Kantuta #100, Alalay Sud, D6
-17.427199,-66.150388, Calle Siringuero #2326, Alalay Sud, D6
-17.416861,-66.141212, Calle Tupac Katari #2327, Kantuta, D6
-17.414898,-66.138798, Av. Melchor Urquidi #2328, Villa Hermosa, D6
-17.406542,-66.150727, Calle Dalence #2329, Alalay Sud, D6
-17.413294,-66.138182, Calle Kantuta #2330, Kantuta, D6
-17.417586,-66.127943, Calle Siringuero #2331, Villa Hermosa, D6
-17.414820,-66.154099, Calle Tupac Katari #2332, Alalay Sud, D6
-17.406753,-66.135285, Av. Melchor Urquidi #2333, Kantuta, D6
-17.418574,-66.152578, Calle Dalence #2334, Villa Hermosa, D6
-17.403547,-66.134413, Calle Kantuta #2335, Alalay Sud, D6
-17.410281,-66.149202, Calle Siringuero #2336, Kantuta, D6
-17.415813,-66.149732, Calle Tupac Katari #2337, Villa Hermosa, D6
-17.402399,-66.139482, Av. Melchor Urquidi #2338, Alalay Sud, D6
-17.410336,-66.143145, Calle Dalence #2339, Kantuta, D6
-17.403048,-66.132793, Calle Kantuta #2340, Villa Hermosa, D6
-17.414466,-66.131401, Calle Siringuero #2341, Alalay Sud, D6
-17.421415,-66.144590, Calle Tupac Katari #2342, Kantuta, D6
-17.415632,-66.151147, Av. Melchor Urquidi #2343, Villa Hermosa, D6
-17.422241,-66.151842, Calle Dalence #2344, Alalay Sud, D6
-17.421229,-66.137117, Calle Kantuta #2345, Kantuta, D6
-17.420472,-66.139201, Calle Siringuero #2346, Villa Hermosa, D6
-17.409126,-66.142554, Calle Tupac Katari #2347, Alalay Sud, D6
-17.413385,-66.126564, Av. Melchor Urquidi #2348, Kantuta, D6
-17.421862,-66.139290, Calle Dalence #2349, Villa Hermosa, D6
-17.399390,-66.129909, Calle Kantuta #2350, Alalay Sud, D6
-17.421061,-66.135025, Calle Siringuero #2351, Kantuta, D6
-17.423907,-66.152976, Calle Tupac Katari #2352, Villa Hermosa, D6
-17.406415,-66.144691, Av. Melchor Urquidi #2353, Alalay Sud, D6
-17.406328,-66.125881, Calle Dalence #2354, Kantuta, D6
-17.400038,-66.139462, Calle Kantuta #2355, Villa Hermosa, D6
-17.415397,-66.147518, Calle Siringuero #2356, Alalay Sud, D6
-17.397035,-66.135339, Calle Tupac Katari #2357, Kantuta, D6
-17.401084,-66.138827, Av. Melchor Urquidi #2358, Villa Hermosa, D6
-17.419528,-66.147301, Calle Dalence #2359, Alalay Sud, D6
-17.408024,-66.127814, Calle Kantuta #2360, Kantuta, D6
-17.416614,-66.146441, Calle Siringuero #2361, Villa Hermosa, D6
-17.414693,-66.133704, Calle Tupac Katari #2362, Alalay Sud, D6
-17.415378,-66.140108, Av. Melchor Urquidi #2363, Kantuta, D6
-17.422418,-66.139752, Calle Dalence #2364, Villa Hermosa, D6
-17.401628,-66.144137, Calle Kantuta #2365, Alalay Sud, D6
-17.409807,-66.149244, Calle Siringuero #2366, Kantuta, D6
-17.421001,-66.134111, Calle Tupac Katari #2367, Villa Hermosa, D6
-17.416209,-66.140301, Av. Melchor Urquidi #2368, Alalay Sud, D6
-17.418223,-66.131456, Calle Dalence #2369, Kantuta, D6
-17.410970,-66.133838, Calle Kantuta #2370, Villa Hermosa, D6
-17.424399,-66.149954, Calle Siringuero #2371, Alalay Sud, D6
-17.406484,-66.136789, Calle Tupac Katari #2372, Kantuta, D6
-17.419396,-66.131649, Av. Melchor Urquidi #2373, Villa Hermosa, D6
-17.415591,-66.146074, Calle Dalence #2374, Alalay Sud, D6
-17.404791,-66.136574, Calle Kantuta #2375, Kantuta, D6
-17.416581,-66.132672, Calle Siringuero #2376, Villa Hermosa, D6
-17.420912,-66.145792, Calle Tupac Katari #2377, Alalay Sud, D6
-17.423930,-66.141905, Av. Melchor Urquidi #2378, Kantuta, D6
-17.404307,-66.124240, Calle Dalence #2379, Villa Hermosa, D6
-17.404500,-66.150177, Calle Kantuta #2380, Alalay Sud, D6
-17.408549,-66.146715, Calle Siringuero #2381, Kantuta, D6
-17.413094,-66.126904, Calle Tupac Katari #2382, Villa Hermosa, D6
-17.408727,-66.133681, Av. Melchor Urquidi #2383, Alalay Sud, D6
-17.410889,-66.138740, Calle Dalence #2384, Kantuta, D6
-17.416682,-66.151415, Calle Kantuta #2385, Villa Hermosa, D6
-17.406074,-66.137426, Calle Siringuero #2386, Alalay Sud, D6
-17.412944,-66.136102, Calle Tupac Katari #2387, Kantuta, D6
-17.406985,-66.135914, Av. Melchor Urquidi #2388, Villa Hermosa, D6
-17.420963,-66.131144, Calle Dalence #2389, Alalay Sud, D6
-17.403332,-66.142817, Calle Kantuta #2390, Kantuta, D6
-17.423362,-66.142845, Calle Siringuero #2391, Villa Hermosa, D6
-17.400902,-66.135204, Calle Tupac Katari #2392, Alalay Sud, D6
-17.415556,-66.155383, Av. Melchor Urquidi #2393, Kantuta, D6
-17.412077,-66.152174, Calle Dalence #2394, Villa Hermosa, D6
-17.416701,-66.138467, Calle Kantuta #2395, Alalay Sud, D6
-17.402405,-66.137942, Calle Siringuero #2396, Kantuta, D6
-17.405194,-66.133533, Calle Tupac Katari #2397, Villa Hermosa, D6
-17.401154,-66.140683, Av. Melchor Urquidi #2398, Alalay Sud, D6
-17.414225,-66.139911, Calle Dalence #2399, Kantuta, D6
-17.420654,-66.145489, Calle Kantuta #2400, Villa Hermosa, D6
-17.418130,-66.146530, Calle Siringuero #2401, Alalay Sud, D6
-17.419518,-66.137587, Calle Tupac Katari #2402, Kantuta, D6
-17.403016,-66.141395, Av. Melchor Urquidi #2403, Villa Hermosa, D6
-17.412007,-66.137546, Calle Dalence #2404, Alalay Sud, D6
-17.402672,-66.146413, Calle Kantuta #2405, Kantuta, D6
-17.411216,-66.133697, Calle Siringuero #2406, Villa Hermosa, D6
-17.410559,-66.136158, Calle Tupac Katari #2407, Alalay Sud, D6
-17.403437,-66.150263, Av. Melchor Urquidi #2408, Kantuta, D6
-17.424097,-66.153321, Calle Dalence #2409, Villa Hermosa, D6
-17.417427,-66.128017, Calle Kantuta #2410, Alalay Sud, D6
-17.412969,-66.151404, Calle Siringuero #2411, Kantuta, D6
-17.413740,-66.133617, Calle Tupac Katari #2412, Villa Hermosa, D6
-17.416426,-66.138211, Av. Melchor Urquidi #2413, Alalay Sud, D6
-17.421013,-66.142145, Calle Dalence #2414, Kantuta, D6
-17.404951,-66.128510, Calle Kantuta #2415, Villa Hermosa, D6
-17.402056,-66.143884, Calle Siringuero #2416, Alalay Sud, D6
-17.404676,-66.149340, Calle Tupac Katari #2417, Kantuta, D6
-17.411691,-66.152676, Av. Melchor Urquidi #2418, Villa Hermosa, D6
-17.412068,-66.140454, Calle Dalence #2419, Alalay Sud, D6
-17.416086,-66.147980, Calle Kantuta #2420, Kantuta, D6
-17.402541,-66.129795, Calle Siringuero #2421, Villa Hermosa, D6
-17.404330,-66.127154, Calle Tupac Katari #2422, Alalay Sud, D6
-17.415600,-66.152685, Av. Melchor Urquidi #2423, Kantuta, D6
-17.419519,-66.139976, Calle Dalence #2424, Villa Hermosa, D6
-17.411477,-66.129700, Calle Kantuta #2425, Alalay Sud, D6
-17.426599,-66.149349, Calle Siringuero #2426, Kantuta, D6
-17.423048,-66.143190, Calle Tupac Katari #2427, Villa Hermosa, D6
-17.411519,-66.146236, Av. Melchor Urquidi #2428, Alalay Sud, D6
-17.418107,-66.129271, Calle Dalence #2429, Kantuta, D6
-17.402545,-66.147229, Calle Kantuta #2430, Villa Hermosa, D6
-17.414504,-66.155290, Calle Siringuero #2431, Alalay Sud, D6
-17.421922,-66.139115, Calle Tupac Katari #2432, Kantuta, D6
-17.405687,-66.129745, Av. Melchor Urquidi #2433, Villa Hermosa, D6
-17.411460,-66.148781, Calle Dalence #2434, Alalay Sud, D6
-17.420971,-66.137604, Calle Kantuta #2435, Kantuta, D6
-17.414182,-66.145813, Calle Siringuero #2436, Villa Hermosa, D6
-17.403211,-66.129807, Calle Tupac Katari #2437, Alalay Sud, D6
-17.410372,-66.147968, Av. Melchor Urquidi #2438, Kantuta, D6
-17.410415,-66.142118, Calle Dalence #2439, Villa Hermosa, D6
-17.412155,-66.128813, Calle Kantuta #2440, Alalay Sud, D6
-17.403808,-66.146784, Calle Siringuero #2441, Kantuta, D6
-17.420459,-66.151011, Calle Tupac Katari #2442, Villa Hermosa, D6
-17.412394,-66.127189, Av. Melchor Urquidi #2443, Alalay Sud, D6
-17.414889,-66.142159, Calle Dalence #2444, Kantuta, D6
-17.423484,-66.146481, Calle Kantuta #2445, Villa Hermosa, D6
-17.412520,-66.132805, Calle Siringuero #2446, Alalay Sud, D6
-17.416732,-66.155152, Calle Tupac Katari #2447, Kantuta, D6
-17.411822,-66.131624, Av. Melchor Urquidi #2448, Villa Hermosa, D6
-17.400609,-66.137414, Calle Dalence #2449, Alalay Sud, D6
-17.402541,-66.125754, Calle Kantuta #2450, Kantuta, D6
-17.415277,-66.142668, Calle Siringuero #2451, Villa Hermosa, D6
-17.415575,-66.149902, Calle Tupac Katari #2452, Alalay Sud, D6
-17.418543,-66.140499, Av. Melchor Urquidi #2453, Kantuta, D6
-17.417982,-66.151723, Calle Dalence #2454, Villa Hermosa, D6
-17.417048,-66.145753, Calle Kantuta #2455, Alalay Sud, D6
-17.398744,-66.134919, Calle Siringuero #2456, Kantuta, D6
-17.404519,-66.147573, Calle Tupac Katari #2457, Villa Hermosa, D6
-17.412901,-66.134768, Av. Melchor Urquidi #2458, Alalay Sud, D6
-17.414468,-66.130478, Calle Dalence #2459, Kantuta, D6
-17.409166,-66.128140, Calle Kantuta #2460, Villa Hermosa, D6
-17.402821,-66.125372, Calle Siringuero #2461, Alalay Sud, D6
-17.414141,-66.151520, Calle Tupac Katari #2462, Kantuta, D6
-17.406312,-66.134294, Av. Melchor Urquidi #2463, Villa Hermosa, D6
-17.417013,-66.153513, Calle Dalence #2464, Alalay Sud, D6
-17.414146,-66.146945, Calle Kantuta #2465, Kantuta, D6
-17.418988,-66.143416, Calle Siringuero #2466, Villa Hermosa, D6
-17.413641,-66.145038, Calle Tupac Katari #2467, Alalay Sud, D6
-17.408437,-66.138579, Av. Melchor Urquidi #2468, Kantuta, D6
-17.408384,-66.149382, Calle Dalence #2469, Villa Hermosa, D6
-17.417698,-66.128674, Calle Kantuta #2470, Alalay Sud, D6
-17.402713,-66.132763, Calle Siringuero #2471, Kantuta, D6
-17.423845,-66.145797, Calle Tupac Katari #2472, Villa Hermosa, D6
-17.401205,-66.138364, Av. Melchor Urquidi #2473, Alalay Sud, D6
-17.410110,-66.131384, Calle Dalence #2474, Kantuta, D6
-17.402707,-66.147427, Calle Kantuta #2475, Villa Hermosa, D6
-17.417355,-66.141001, Calle Siringuero #2476, Alalay Sud, D6
-17.397583,-66.127586, Calle Tupac Katari #2477, Kantuta, D6
-17.414812,-66.138168, Av. Melchor Urquidi #2478, Villa Hermosa, D6
-17.406633,-66.138560, Calle Dalence #2479, Alalay Sud, D6
-17.410530,-66.130218, Calle Kantuta #2480, Kantuta, D6
-17.424848,-66.147618, Calle Siringuero #2481, Villa Hermosa, D6
-17.406208,-66.152213, Calle Tupac Katari #2482, Alalay Sud, D6
-17.401610,-66.135017, Av. Melchor Urquidi #2483, Kantuta, D6
-17.405046,-66.144956, Calle Dalence #2484, Villa Hermosa, D6
-17.414972,-66.129447, Calle Kantuta #2485, Alalay Sud, D6
-17.399794,-66.143568, Calle Siringuero #2486, Kantuta, D6
-17.406776,-66.146727, Calle Tupac Katari #2487, Villa Hermosa, D6
-17.403727,-66.139930, Av. Melchor Urquidi #2488, Alalay Sud, D6
-17.416728,-66.146452, Calle Dalence #2489, Kantuta, D6
-17.412753,-66.129602, Calle Kantuta #2490, Villa Hermosa, D6
-17.414447,-66.126687, Calle Siringuero #2491, Alalay Sud, D6
-17.422858,-66.154138, Calle Tupac Katari #2492, Kantuta, D6
-17.416262,-66.132109, Av. Melchor Urquidi #2493, Villa Hermosa, D6
-17.404115,-66.150002, Calle Dalence #2494, Alalay Sud, D6
-17.426605,-66.147871, Calle Kantuta #2495, Kantuta, D6
-17.423085,-66.143863, Calle Siringuero #2496, Villa Hermosa, D6
-17.406036,-66.137903, Calle Tupac Katari #2497, Alalay Sud, D6
-17.400778,-66.134536, Av. Melchor Urquidi #2498, Kantuta, D6
-17.420065,-66.147039, Calle Dalence #2499, Villa Hermosa, D6
-17.403367,-66.143402, Calle Kantuta #2500, Alalay Sud, D6
-17.411538,-66.144471, Calle Siringuero #2501, Kantuta, D6
-17.404744,-66.144291, Calle Tupac Katari #2502, Villa Hermosa, D6
-17.414385,-66.149090, Av. Melchor Urquidi #2503, Alalay Sud, D6
-17.417903,-66.130750, Calle Dalence #2504, Kantuta, D6
-17.423551,-66.149104, Calle Kantuta #2505, Villa Hermosa, D6
-17.420260,-66.142386, Calle Siringuero #2506, Alalay Sud, D6
-17.411334,-66.144966, Calle Tupac Katari #2507, Kantuta, D6
-17.425077,-66.144010, Av. Melchor Urquidi #2508, Villa Hermosa, D6
-17.402526,-66.123582, Calle Dalence #2509, Alalay Sud, D6
-17.400452,-66.126685, Calle Kantuta #2510, Kantuta, D6
-17.397117,-66.127695, Calle Siringuero #2511, Villa Hermosa, D6
-17.417314,-66.153570, Calle Tupac Katari #2512, Alalay Sud, D6
-17.415031,-66.151825, Av. Melchor Urquidi #2513, Kantuta, D6
-17.411666,-66.136681, Calle Dalence #2514, Villa Hermosa, D6
-17.421374,-66.134331, Calle Kantuta #2515, Alalay Sud, D6
-17.412168,-66.141243, Calle Siringuero #2516, Kantuta, D6
-17.421067,-66.154715, Calle Tupac Katari #2517, Villa Hermosa, D6
-17.409074,-66.140479, Av. Melchor Urquidi #2518, Alalay Sud, D6
-17.415131,-66.143842, Calle Dalence #2519, Kantuta, D6
-17.423695,-66.135628, Calle Kantuta #2520, Villa Hermosa, D6
-17.399477,-66.143645, Calle Siringuero #2521, Alalay Sud, D6
-17.413801,-66.143333, Calle Tupac Katari #2522, Kantuta, D6
-17.400971,-66.135742, Av. Melchor Urquidi #2523, Villa Hermosa, D6
-17.399816,-66.126698, Calle Dalence #2524, Alalay Sud, D6
-17.403307,-66.138614, Calle Kantuta #2525, Kantuta, D6
-17.401596,-66.129939, Calle Siringuero #2526, Villa Hermosa, D6
-17.409010,-66.131616, Calle Tupac Katari #2527, Alalay Sud, D6
-17.425899,-66.147178, Av. Melchor Urquidi #2528, Kantuta, D6
-17.397398,-66.128211, Calle Dalence #2529, Villa Hermosa, D6
-17.408599,-66.141907, Calle Kantuta #2530, Alalay Sud, D6
-17.421012,-66.152455, Calle Siringuero #2531, Kantuta, D6
-17.416337,-66.140799, Calle Tupac Katari #2532, Villa Hermosa, D6
-17.405130,-66.136666, Av. Melchor Urquidi #2533, Alalay Sud, D6
-17.405963,-66.146399, Calle Dalence #2534, Kantuta, D6
-17.413422,-66.149666, Calle Kantuta #2535, Villa Hermosa, D6
-17.407671,-66.148034, Calle Siringuero #2536, Alalay Sud, D6
-17.421812,-66.151894, Calle Tupac Katari #2537, Kantuta, D6
-17.402320,-66.125992, Av. Melchor Urquidi #2538, Villa Hermosa, D6
-17.418306,-66.136749, Calle Dalence #2539, Alalay Sud, D6
-17.412456,-66.127031, Calle Kantuta #2540, Kantuta, D6
-17.408641,-66.136757, Calle Siringuero #2541, Villa Hermosa, D6
-17.399310,-66.136958, Calle Tupac Katari #2542, Alalay Sud, D6
-17.415125,-66.140265, Av. Melchor Urquidi #2543, Kantuta, D6
-17.412541,-66.141063, Calle Dalence #2544, Villa Hermosa, D6
-17.406824,-66.148149, Calle Kantuta #2545, Alalay Sud, D6
-17.424580,-66.152891, Calle Siringuero #2546, Kantuta, D6
-17.427089,-66.151491, Calle Tupac Katari #2547, Villa Hermosa, D6
-17.417747,-66.149772, Av. Melchor Urquidi #2548, Alalay Sud, D6
-17.404817,-66.132393, Calle Dalence #2549, Kantuta, D6
-17.400140,-66.135091, Calle Kantuta #2550, Villa Hermosa, D6
-17.400320,-66.138125, Calle Siringuero #2551, Alalay Sud, D6
-17.420835,-66.146999, Calle Tupac Katari #2552, Kantuta, D6
-17.420402,-66.154658, Av. Melchor Urquidi #2553, Villa Hermosa, D6
-17.402589,-66.144151, Calle Dalence #2554, Alalay Sud, D6
-17.422131,-66.142726, Calle Kantuta #2555, Kantuta, D6
-17.414502,-66.141300, Calle Siringuero #2556, Villa Hermosa, D6
-17.405863,-66.134083, Calle Tupac Katari #2557, Alalay Sud, D6
-17.421502,-66.149455, Av. Melchor Urquidi #2558, Kantuta, D6
-17.423626,-66.148184, Calle Dalence #2559, Villa Hermosa, D6
-17.409618,-66.140082, Calle Kantuta #2560, Alalay Sud, D6
-17.416284,-66.136381, Calle Siringuero #2561, Kantuta, D6
-17.417815,-66.144126, Calle Tupac Katari #2562, Villa Hermosa, D6
-17.417466,-66.137531, Av. Melchor Urquidi #2563, Alalay Sud, D6
-17.414345,-66.147182, Calle Dalence #2564, Kantuta, D6
-17.406524,-66.127585, Calle Kantuta #2565, Villa Hermosa, D6
-17.413732,-66.138346, Calle Siringuero #2566, Alalay Sud, D6
-17.415032,-66.152034, Calle Tupac Katari #2567, Kantuta, D6
-17.403494,-66.147448, Av. Melchor Urquidi #2568, Villa Hermosa, D6
-17.407713,-66.127695, Calle Dalence #2569, Alalay Sud, D6
-17.400506,-66.138296, Calle Kantuta #2570, Kantuta, D6
-17.407683,-66.133712, Calle Siringuero #2571, Villa Hermosa, D6
-17.407587,-66.126644, Calle Tupac Katari #2572, Alalay Sud, D6
-17.397467,-66.128574, Av. Melchor Urquidi #2573, Kantuta, D6
-17.423313,-66.152791, Calle Dalence #2574, Villa Hermosa, D6
-17.412326,-66.136234, Calle Kantuta #2575, Alalay Sud, D6
-17.426401,-66.148000, Calle Siringuero #2576, Kantuta, D6
-17.420753,-66.152779, Calle Tupac Katari #2577, Villa Hermosa, D6
-17.407242,-66.138073, Av. Melchor Urquidi #2578, Alalay Sud, D6
-17.398868,-66.136004, Calle Dalence #2579, Kantuta, D6
-17.413693,-66.135292, Calle Kantuta #2580, Villa Hermosa, D6
-17.411881,-66.134023, Calle Siringuero #2581, Alalay Sud, D6
-17.424086,-66.145764, Calle Tupac Katari #2582, Kantuta, D6
-17.407540,-66.134755, Av. Melchor Urquidi #2583, Villa Hermosa, D6
-17.405291,-66.137386, Calle Dalence #2584, Alalay Sud, D6
-17.405970,-66.146526, Calle Kantuta #2585, Kantuta, D6
-17.422304,-66.137774, Calle Siringuero #2586, Villa Hermosa, D6
-17.403085,-66.131416, Calle Tupac Katari #2587, Alalay Sud, D6
-17.402314,-66.134174, Av. Melchor Urquidi #2588, Kantuta, D6
-17.420786,-66.153109, Calle Dalence #2589, Villa Hermosa, D6
-17.401490,-66.145365, Calle Kantuta #2590, Alalay Sud, D6
-17.400006,-66.124966, Calle Siringuero #2591, Kantuta, D6
-17.412714,-66.147931, Calle Tupac Katari #2592, Villa Hermosa, D6
-17.409922,-66.152560, Av. Melchor Urquidi #2593, Alalay Sud, D6
-17.410403,-66.151625, Calle Dalence #2594, Kantuta, D6
-17.420252,-66.152247, Calle Kantuta #2595, Villa Hermosa, D6
-17.416800,-66.130816, Calle Siringuero #2596, Alalay Sud, D6
-17.400672,-66.132406, Calle Tupac Katari #2597, Kantuta, D6
-17.415634,-66.144264, Av. Melchor Urquidi #2598, Villa Hermosa, D6
-17.418186,-66.134027, Calle Dalence #2599, Alalay Sud, D6
-17.396754,-66.127959, Calle Kantuta #2600, Kantuta, D6
-17.408073,-66.137442, Calle Siringuero #2601, Villa Hermosa, D6
-17.409691,-66.149860, Calle Tupac Katari #2602, Alalay Sud, D6
-17.397332,-66.135469, Av. Melchor Urquidi #2603, Kantuta, D6
-17.422855,-66.141459, Calle Dalence #2604, Villa Hermosa, D6
-17.408727,-66.136156, Calle Kantuta #2605, Alalay Sud, D6
-17.417246,-66.145083, Calle Siringuero #2606, Kantuta, D6
-17.416431,-66.147494, Calle Tupac Katari #2607, Villa Hermosa, D6
-17.416831,-66.131244, Av. Melchor Urquidi #2608, Alalay Sud, D6
-17.419457,-66.137385, Calle Dalence #2609, Kantuta, D6
-17.400670,-66.128618, Calle Kantuta #2610, Villa Hermosa, D6
-17.398323,-66.128014, Calle Siringuero #2611, Alalay Sud, D6
-17.402774,-66.125965, Calle Tupac Katari #2612, Kantuta, D6
-17.407080,-66.125443, Av. Melchor Urquidi #2613, Villa Hermosa, D6
-17.414145,-66.151186, Calle Dalence #2614, Alalay Sud, D6
-17.409279,-66.132290, Calle Kantuta #2615, Kantuta, D6
-17.421648,-66.142966, Calle Siringuero #2616, Villa Hermosa, D6
-17.409964,-66.151970, Calle Tupac Katari #2617, Alalay Sud, D6
-17.401207,-66.135826, Av. Melchor Urquidi #2618, Kantuta, D6
-17.421922,-66.133447, Calle Dalence #2619, Villa Hermosa, D6
-17.426431,-66.149952, Calle Kantuta #2620, Alalay Sud, D6
-17.401757,-66.142454, Calle Siringuero #2621, Kantuta, D6
-17.414268,-66.130062, Calle Tupac Katari #2622, Villa Hermosa, D6
-17.428831,-66.151970, Av. Melchor Urquidi #2623, Alalay Sud, D6
-17.403544,-66.129661, Calle Dalence #2624, Kantuta, D6
-17.415349,-66.140524, Calle Kantuta #2625, Villa Hermosa, D6
-17.411192,-66.136698, Calle Siringuero #2626, Alalay Sud, D6
-17.398766,-66.129248, Calle Tupac Katari #2627, Kantuta, D6
-17.403568,-66.130661, Av. Melchor Urquidi #2628, Villa Hermosa, D6
-17.423294,-66.148454, Calle Dalence #2629, Alalay Sud, D6
-17.412099,-66.129783, Calle Kantuta #2630, Kantuta, D6
-17.401260,-66.143956, Calle Siringuero #2631, Villa Hermosa, D6
-17.403575,-66.146307, Calle Tupac Katari #2632, Alalay Sud, D6
-17.410675,-66.131770, Av. Melchor Urquidi #2633, Kantuta, D6
-17.406122,-66.144366, Calle Dalence #2634, Villa Hermosa, D6
-17.410065,-66.146356, Calle Kantuta #2635, Alalay Sud, D6
-17.402800,-66.147039, Calle Siringuero #2636, Kantuta, D6
-17.406214,-66.138116, Calle Tupac Katari #2637, Villa Hermosa, D6
-17.418233,-66.139927, Av. Melchor Urquidi #2638, Alalay Sud, D6
-17.427963,-66.150880, Calle Dalence #2639, Kantuta, D6
-17.423348,-66.143953, Calle Kantuta #2640, Villa Hermosa, D6
-17.400551,-66.126415, Calle Siringuero #2641, Alalay Sud, D6
-17.412095,-66.136028, Calle Tupac Katari #2642, Kantuta, D6
-17.408969,-66.144290, Av. Melchor Urquidi #2643, Villa Hermosa, D6
-17.414669,-66.155577, Calle Dalence #2644, Alalay Sud, D6
-17.401503,-66.131254, Calle Kantuta #2645, Kantuta, D6
-17.415097,-66.132050, Calle Siringuero #2646, Villa Hermosa, D6
-17.424229,-66.145931, Calle Tupac Katari #2647, Alalay Sud, D6
-17.401855,-66.130091, Av. Melchor Urquidi #2648, Kantuta, D6
-17.401260,-66.127632, Calle Dalence #2649, Villa Hermosa, D6
-17.420803,-66.142967, Calle Kantuta #2650, Alalay Sud, D6
-17.412751,-66.134861, Calle Siringuero #2651, Kantuta, D6
-17.425802,-66.145669, Calle Tupac Katari #2652, Villa Hermosa, D6
-17.411436,-66.137291, Av. Melchor Urquidi #2653, Alalay Sud, D6
-17.414692,-66.150073, Calle Dalence #2654, Kantuta, D6
-17.411981,-66.147952, Calle Kantuta #2655, Villa Hermosa, D6
-17.400066,-66.125162, Calle Siringuero #2656, Alalay Sud, D6
-17.414609,-66.131807, Calle Tupac Katari #2657, Kantuta, D6
-17.423854,-66.150079, Av. Melchor Urquidi #2658, Villa Hermosa, D6
-17.425058,-66.152204, Calle Dalence #2659, Alalay Sud, D6
-17.400623,-66.140235, Calle Kantuta #2660, Kantuta, D6
-17.399024,-66.128664, Calle Siringuero #2661, Villa Hermosa, D6
-17.402688,-66.126088, Calle Tupac Katari #2662, Alalay Sud, D6
-17.405630,-66.135995, Av. Melchor Urquidi #2663, Kantuta, D6
