-17.429017,-66.121984, Av. Siglo XX #100, Arrumani, D7
-17.423315,-66.119161, Calle Villa Busch #2211, K’ara K’ara, D7
-17.424690,-66.126594, Calle Ecológica #2212, Arrumani, D7
-17.430597,-66.126562, Calle Enrique Finot #2213, Sivingani, D7
-17.430012,-66.120959, Calle Pucará #2214, K’ara K’ara, D7
-17.422718,-66.114739, Av. Siglo XX #2215, Arrumani, D7
-17.419165,-66.117375, Calle Villa Busch #2216, Sivingani, D7
-17.413918,-66.117892, Calle Ecológica #2217, K’ara K’ara, D7
-17.412070,-66.120775, Calle Enrique Finot #2218, Arrumani, D7
-17.435182,-66.120600, Calle Pucará #2219, Sivingani, D7
-17.414034,-66.122653, Av. Siglo XX #2220, K’ara K’ara, D7
-17.424543,-66.118090, Calle Villa Busch #2221, Arrumani, D7
-17.418705,-66.113320, Calle Ecológica #2222, Sivingani, D7
-17.417948,-66.116546, Calle Enrique Finot #2223, K’ara K’ara, D7
-17.416156,-66.119288, Calle Pucará #2224, Arrumani, D7
-17.409393,-66.123032, Av. Siglo XX #2225, Sivingani, D7
-17.428606,-66.128261, Calle Villa Busch #2226, K’ara K’ara, D7
-17.423928,-66.124584, Calle Ecológica #2227, Arrumani, D7
-17.417001,-66.121017, Calle Enrique Finot #2228, Sivingani, D7
-17.430248,-66.119611, Calle Pucará #2229, K’ara K’ara, D7
-17.434209,-66.124815, Av. Siglo XX #2230, Arrumani, D7
-17.427151,-66.122466, Calle Villa Busch #2231, Sivingani, D7
-17.421583,-66.120206, Calle Ecológica #2232, K’ara K’ara, D7
-17.421802,-66.123416, Calle Enrique Finot #2233, Arrumani, D7
-17.418048,-66.113871, Calle Pucará #2234, Sivingani, D7
-17.420482,-66.112811, Av. Siglo XX #2235, K’ara K’ara, D7
-17.421708,-66.127825, Calle Villa Busch #2236, Arrumani, D7
-17.423576,-66.123806, Calle Ecológica #2237, Sivingani, D7
-17.413775,-66.118043, Calle Enrique Finot #2238, K’ara K’ara, D7
-17.420012,-66.119451, Calle Pucará #2239, Arrumani, D7
-17.423908,-66.123343, Av. Siglo XX #2240, Sivingani, D7
-17.412060,-66.122266, Calle Villa Busch #2241, K’ara K’ara, D7
-17.428602,-66.121752, Calle Ecológica #2242, Arrumani, D7
-17.415742,-66.114029, Calle Enrique Finot #2243, Sivingani, D7
-17.425039,-66.122511, Calle Pucará #2244, K’ara K’ara, D7
-17.423137,-66.125116, Av. Siglo XX #2245, Arrumani, D7
-17.426367,-66.121333, Calle Villa Busch #2246, Sivingani, D7
-17.416312,-66.123435, Calle Ecológica #2247, K’ara K’ara, D7
-17.408629,-66.122872, Calle Enrique Finot #2248, Arrumani, D7
-17.419555,-66.111785, Calle Pucará #2249, Sivingani, D7
-17.417730,-66.122050, Av. Siglo XX #2250, K’ara K’ara, D7
-17.436845,-66.121990, Calle Villa Busch #2251, Arrumani, D7
-17.421052,-66.129506, Calle Ecológica #2252, Sivingani, D7
-17.408296,-66.122347, Calle Enrique Finot #2253, K’ara K’ara, D7
-17.420573,-66.124654, Calle Pucará #2254, Arrumani, D7
-17.408410,-66.124195, Av. Siglo XX #2255, Sivingani, D7
-17.415852,-66.118753, Calle Villa Busch #2256, K’ara K’ara, D7
-17.419505,-66.124341, Calle Ecológica #2257, Arrumani, D7
-17.413367,-66.124395, Calle Enrique Finot #2258, Sivingani, D7
-17.424315,-66.132265, Calle Pucará #2259, K’ara K’ara, D7
-17.422576,-66.118033, Av. Siglo XX #2260, Arrumani, D7
-17.428838,-66.118826, Calle Villa Busch #2261, Sivingani, D7
-17.426528,-66.123244, Calle Ecológica #2262, K’ara K’ara, D7
-17.418266,-66.123293, Calle Enrique Finot #2263, Arrumani, D7
-17.432835,-66.124507, Calle Pucará #2264, Sivingani, D7
-17.435466,-66.124683, Av. Siglo XX #2265, K’ara K’ara, D7
-17.421632,-66.120400, Calle Villa Busch #2266, Arrumani, D7
-17.422237,-66.122771, Calle Ecológica #2267, Sivingani, D7
-17.419203,-66.119317, Calle Enrique Finot #2268, K’ara K’ara, D7
-17.429649,-66.126158, Calle Pucará #2269, Arrumani, D7
-17.420617,-66.116545, Av. Siglo XX #2270, Sivingani, D7
-17.423169,-66.118766, Calle Villa Busch #2271, K’ara K’ara, D7
-17.435928,-66.124582, Calle Ecológica #2272, Arrumani, D7
-17.418422,-66.112917, Calle Enrique Finot #2273, Sivingani, D7
-17.429181,-66.127931, Calle Pucará #2274, K’ara K’ara, D7
-17.430240,-66.126466, Av. Siglo XX #2275, Arrumani, D7
-17.415604,-66.123544, Calle Villa Busch #2276, Sivingani, D7
-17.427600,-66.120413, Calle Ecológica #2277, K’ara K’ara, D7
-17.430254,-66.119696, Calle Enrique Finot #2278, Arrumani, D7
-17.438486,-66.123666, Calle Pucará #2279, Sivingani, D7
-17.417866,-66.118989, Av. Siglo XX #2280, K’ara K’ara, D7
-17.427194,-66.121079, Calle Villa Busch #2281, Arrumani, D7
-17.421094,-66.128258, Calle Ecológica #2282, Sivingani, D7
-17.416225,-66.115341, Calle Enrique Finot #2283, K’ara K’ara, D7
-17.426727,-66.125227, Calle Pucará #2284, Arrumani, D7
-17.426616,-66.119888, Av. Siglo XX #2285, Sivingani, D7
-17.431236,-66.119749, Calle Villa Busch #2286, K’ara K’ara, D7
-17.436119,-66.122993, Calle Ecológica #2287, Arrumani, D7
-17.426129,-66.128501, Calle Enrique Finot #2288, Sivingani, D7
-17.417101,-66.115826, Calle Pucará #2289, K’ara K’ara, D7
-17.420013,-66.119200, Av. Siglo XX #2290, Arrumani, D7
-17.424303,-66.119126, Calle Villa Busch #2291, Sivingani, D7
-17.409954,-66.122687, Calle Ecológica #2292, K’ara K’ara, D7
-17.438039,-66.122406, Calle Enrique Finot #2293, Arrumani, D7
-17.414308,-66.124495, Calle Pucará #2294, Sivingani, D7
-17.429330,-66.124699, Av. Siglo XX #2295, K’ara K’ara, D7
-17.416124,-66.119729, Calle Villa Busch #2296, Arrumani, D7
-17.411664,-66.119888, Calle Ecológica #2297, Sivingani, D7
-17.427011,-66.126434, Calle Enrique Finot #2298, K’ara K’ara, D7
-17.416408,-66.123104, Calle Pucará #2299, Arrumani, D7
-17.416299,-66.119679, Av. Siglo XX #2300, Sivingani, D7
-17.425154,-66.130954, Calle Villa Busch #2301, K’ara K’ara, D7
-17.422187,-66.129111, Calle Ecológica #2302, Arrumani, D7
-17.432821,-66.118017, Calle Enrique Finot #2303, Sivingani, D7
-17.439541,-66.123063, Calle Pucará #2304, K’ara K’ara, D7
-17.421238,-66.124309, Av. Siglo XX #2305, Arrumani, D7
-17.428367,-66.128195, Calle Villa Busch #2306, Sivingani, D7
-17.421404,-66.122383, Calle Ecológica #2307, K’ara K’ara, D7
-17.419306,-66.117599, Calle Enrique Finot #2308, Arrumani, D7
-17.423678,-66.123557, Calle Pucará #2309, Sivingani, D7
-17.413390,-66.118610, Av. Siglo XX #2310, K’ara K’ara, D7
-17.432507,-66.120901, Calle Villa Busch #2311, Arrumani, D7
-17.424933,-66.132587, Calle Ecológica #2312, Sivingani, D7
-17.408253,-66.121414, Calle Enrique Finot #2313, K’ara K’ara, D7
-17.415727,-66.120310, Calle Pucará #2314, Arrumani, D7
-17.427417,-66.128326, Av. Siglo XX #2315, Sivingani, D7
-17.431719,-66.122586, Calle Villa Busch #2316, K’ara K’ara, D7
-17.417173,-66.123855, Calle Ecológica #2317, Arrumani, D7
-17.425753,-66.127136, Calle Enrique Finot #2318, Sivingani, D7
-17.427088,-66.129894, Calle Pucará #2319, K’ara K’ara, D7
-17.423150,-66.130110, Av. Siglo XX #2320, Arrumani, D7
-17.421839,-66.124064, Calle Villa Busch #2321, Sivingani, D7
-17.416071,-66.124151, Calle Ecológica #2322, K’ara K’ara, D7
-17.417580,-66.113611, Calle Enrique Finot #2323, Arrumani, D7
-17.410899,-66.124549, Calle Pucará #2324, Sivingani, D7
-17.422016,-66.129388, Av. Siglo XX #2325, K’ara K’ara, D7
-17.431412,-66.117427, Calle Villa Busch #2326, Arrumani, D7
-17.423065,-66.115086, Calle Ecológica #2327, Sivingani, D7
-17.420103,-66.114827, Calle Enrique Finot #2328, K’ara K’ara, D7
-17.412541,-66.122401, Calle Pucará #2329, Arrumani, D7
-17.424291,-66.129031, Av. Siglo XX #2330, Sivingani, D7
-17.420300,-66.123005, Calle Villa Busch #2331, K’ara K’ara, D7
-17.411851,-66.125274, Calle Ecológica #2332, Arrumani, D7
-17.415528,-66.119637, Calle Enrique Finot #2333, Sivingani, D7
-17.434569,-66.122780, Calle Pucará #2334, K’ara K’ara, D7
-17.435604,-66.124692, Av. Siglo XX #2335, Arrumani, D7
-17.415500,-66.121145, Calle Villa Busch #2336, Sivingani, D7
-17.420603,-66.115660, Calle Ecológica #2337, K’ara K’ara, D7
-17.414235,-66.124571, Calle Enrique Finot #2338, Arrumani, D7
-17.414270,-66.119463, Calle Pucará #2339, Sivingani, D7
-17.423560,-66.118277, Av. Siglo XX #2340, K’ara K’ara, D7
-17.429655,-66.119720, Calle Villa Busch #2341, Arrumani, D7
-17.420152,-66.118535, Calle Ecológica #2342, Sivingani, D7
-17.420785,-66.127932, Calle Enrique Finot #2343, K’ara K’ara, D7
-17.419104,-66.112479, Calle Pucará #2344, Arrumani, D7
-17.422048,-66.123789, Av. Siglo XX #2345, Sivingani, D7
-17.431203,-66.127118, Calle Villa Busch #2346, K’ara K’ara, D7
-17.428313,-66.123569, Calle Ecológica #2347, Arrumani, D7
-17.418171,-66.116503, Calle Enrique Finot #2348, Sivingani, D7
-17.409069,-66.121160, Calle Pucará #2349, K’ara K’ara, D7
-17.418338,-66.116482, Av. Siglo XX #2350, Arrumani, D7
-17.420928,-66.120862, Calle Villa Busch #2351, Sivingani, D7
-17.408447,-66.122077, Calle Ecológica #2352, K’ara K’ara, D7
-17.417021,-66.122482, Calle Enrique Finot #2353, Arrumani, D7
-17.418611,-66.122446, Calle Pucará #2354, Sivingani, D7
-17.428400,-66.123631, Av. Siglo XX #2355, K’ara K’ara, D7
-17.425107,-66.130652, Calle Villa Busch #2356, Arrumani, D7
-17.414078,-66.122738, Calle Ecológica #2357, Sivingani, D7
-17.413778,-66.122954, Calle Enrique Finot #2358, K’ara K’ara, D7
-17.419005,-66.124947, Calle Pucará #2359, Arrumani, D7
-17.430422,-66.126963, Av. Siglo XX #2360, Sivingani, D7
-17.435682,-66.121612, Calle Villa Busch #2361, K’ara K’ara, D7
-17.429690,-66.126557, Calle Ecológica #2362, Arrumani, D7
-17.430766,-66.118340, Calle Enrique Finot #2363, Sivingani, D7
-17.418741,-66.126355, Calle Pucará #2364, K’ara K’ara, D7
-17.409257,-66.124191, Av. Siglo XX #2365, Arrumani, D7
-17.419858,-66.122193, Calle Villa Busch #2366, Sivingani, D7
-17.432213,-66.124994, Calle Ecológica #2367, K’ara K’ara, D7
-17.415281,-66.120731, Calle Enrique Finot #2368, Arrumani, D7
-17.422805,-66.118779, Calle Pucará #2369, Sivingani, D7
-17.425113,-66.118581, Av. Siglo XX #2370, K’ara K’ara, D7
-17.416861,-66.117610, Calle Villa Busch #2371, Arrumani, D7
-17.414860,-66.116151, Calle Ecológica #2372, Sivingani, D7
-17.429535,-66.117978, Calle Enrique Finot #2373, K’ara K’ara, D7
-17.418121,-66.118330, Calle Pucará #2374, Arrumani, D7
-17.417927,-66.114881, Av. Siglo XX #2375, Sivingani, D7
-17.419027,-66.115917, Calle Villa Busch #2376, K’ara K’ara, D7
-17.422939,-66.117607, Calle Ecológica #2377, Arrumani, D7
-17.416800,-66.114197, Calle Enrique Finot #2378, Sivingani, D7
-17.419993,-66.114249, Calle Pucará #2379, K’ara K’ara, D7
-17.419635,-66.112659, Av. Siglo XX #2380, Arrumani, D7
-17.423496,-66.120125, Calle Villa Busch #2381, Sivingani, D7
-17.423635,-66.118680, Calle Ecológica #2382, K’ara K’ara, D7
-17.438158,-66.121047, Calle Enrique Finot #2383, Arrumani, D7
-17.436201,-66.121150, Calle Pucará #2384, Sivingani, D7
-17.425132,-66.129810, Av. Siglo XX #2385, K’ara K’ara, D7
-17.421739,-66.129732, Calle Villa Busch #2386, Arrumani, D7
-17.420976,-66.127333, Calle Ecológica #2387, Sivingani, D7
-17.431393,-66.122248, Calle Enrique Finot #2388, K’ara K’ara, D7
-17.420203,-66.127070, Calle Pucará #2389, Arrumani, D7
-17.415553,-66.121462, Av. Siglo XX #2390, Sivingani, D7
-17.424812,-66.132814, Calle Villa Busch #2391, K’ara K’ara, D7
-17.433821,-66.123621, Calle Ecológica #2392, Arrumani, D7
-17.418410,-66.123233, Calle Enrique Finot #2393, Sivingani, D7
-17.423260,-66.121444, Calle Pucará #2394, K’ara K’ara, D7
-17.421398,-66.113063, Av. Siglo XX #2395, Arrumani, D7
-17.423939,-66.126846, Calle Villa Busch #2396, Sivingani, D7
-17.420197,-66.118173, Calle Ecológica #2397, K’ara K’ara, D7
-17.419615,-66.114578, Calle Enrique Finot #2398, Arrumani, D7
-17.419225,-66.127343, Calle Pucará #2399, Sivingani, D7
-17.425593,-66.127632, Av. Siglo XX #2400, K’ara K’ara, D7
-17.428198,-66.121898, Calle Villa Busch #2401, Arrumani, D7
-17.419811,-66.114245, Calle Ecológica #2402, Sivingani, D7
-17.413362,-66.125298, Calle Enrique Finot #2403, K’ara K’ara, D7
-17.421749,-66.118700, Calle Pucará #2404, Arrumani, D7
-17.419262,-66.125793, Av. Siglo XX #2405, Sivingani, D7
-17.417357,-66.120985, Calle Villa Busch #2406, K’ara K’ara, D7
-17.418668,-66.114440, Calle Ecológica #2407, Arrumani, D7
-17.414767,-66.119172, Calle Enrique Finot #2408, Sivingani, D7
-17.424210,-66.125568, Calle Pucará #2409, K’ara K’ara, D7
-17.419367,-66.124832, Av. Siglo XX #2410, Arrumani, D7
-17.426281,-66.124475, Calle Villa Busch #2411, Sivingani, D7
-17.429379,-66.126023, Calle Ecológica #2412, K’ara K’ara, D7
-17.429618,-66.127797, Calle Enrique Finot #2413, Arrumani, D7
-17.423139,-66.114953, Calle Pucará #2414, Sivingani, D7
-17.429602,-66.121484, Av. Siglo XX #2415, K’ara K’ara, D7
-17.417196,-66.115025, Calle Villa Busch #2416, Arrumani, D7
-17.422624,-66.126998, Calle Ecológica #2417, Sivingani, D7
-17.424146,-66.117662, Calle Enrique Finot #2418, K’ara K’ara, D7
-17.420569,-66.115463, Calle Pucará #2419, Arrumani, D7
-17.414379,-66.117000, Av. Siglo XX #2420, Sivingani, D7
-17.420831,-66.129634, Calle Villa Busch #2421, K’ara K’ara, D7
-17.412233,-66.123237, Calle Ecológica #2422, Arrumani, D7
-17.408742,-66.122956, Calle Enrique Finot #2423, Sivingani, D7
-17.412300,-66.121932, Calle Pucará #2424, K’ara K’ara, D7
-17.414572,-66.120013, Av. Siglo XX #2425, Arrumani, D7
-17.433259,-66.118997, Calle Villa Busch #2426, Sivingani, D7
-17.421019,-66.129674, Calle Ecológica #2427, K’ara K’ara, D7
-17.426724,-66.127270, Calle Enrique Finot #2428, Arrumani, D7
-17.415181,-66.124737, Calle Pucará #2429, Sivingani, D7
-17.419420,-66.122406, Av. Siglo XX #2430, K’ara K’ara, D7
-17.415680,-66.118241, Calle Villa Busch #2431, Arrumani, D7
-17.430265,-66.123114, Calle Ecológica #2432, Sivingani, D7
-17.416258,-66.117286, Calle Enrique Finot #2433, K’ara K’ara, D7
-17.421983,-66.114576, Calle Pucará #2434, Arrumani, D7
-17.422399,-66.115902, Av. Siglo XX #2435, Sivingani, D7
-17.429650,-66.125930, Calle Villa Busch #2436, K’ara K’ara, D7
-17.420662,-66.121946, Calle Ecológica #2437, Arrumani, D7
-17.410663,-66.123586, Calle Enrique Finot #2438, Sivingani, D7
-17.421173,-66.129195, Calle Pucará #2439, K’ara K’ara, D7
-17.431660,-66.126915, Av. Siglo XX #2440, Arrumani, D7
-17.424554,-66.130724, Calle Villa Busch #2441, Sivingani, D7
-17.419169,-66.118979, Calle Ecológica #2442, K’ara K’ara, D7
-17.412242,-66.123189, Calle Enrique Finot #2443, Arrumani, D7
-17.414806,-66.121124, Calle Pucará #2444, Sivingani, D7
-17.419383,-66.118477, Av. Siglo XX #2445, K’ara K’ara, D7
-17.421575,-66.123869, Calle Villa Busch #2446, Arrumani, D7
-17.417933,-66.121624, Calle Ecológica #2447, Sivingani, D7
-17.425298,-66.121904, Calle Enrique Finot #2448, K’ara K’ara, D7
-17.419574,-66.126496, Calle Pucará #2449, Arrumani, D7
-17.416238,-66.119447, Av. Siglo XX #2450, Sivingani, D7
-17.424114,-66.122520, Calle Villa Busch #2451, K’ara K’ara, D7
-17.422034,-66.126392, Calle Ecológica #2452, Arrumani, D7
-17.434285,-66.121610, Calle Enrique Finot #2453, Sivingani, D7
-17.417871,-66.122970, Calle Pucará #2454, K’ara K’ara, D7
-17.429196,-66.128037, Av. Siglo XX #2455, Arrumani, D7
-17.414780,-66.119674, Calle Villa Busch #2456, Sivingani, D7
-17.415473,-66.119560, Calle Ecológica #2457, K’ara K’ara, D7
-17.436658,-66.120665, Calle Enrique Finot #2458, Arrumani, D7
-17.424728,-66.123880, Calle Pucará #2459, Sivingani, D7
-17.439088,-66.121825, Av. Siglo XX #2460, K’ara K’ara, D7
-17.421041,-66.120583, Calle Villa Busch #2461, Arrumani, D7
-17.417944,-66.124963, Calle Ecológica #2462, Sivingani, D7
-17.414998,-66.124497, Calle Enrique Finot #2463, K’ara K’ara, D7
-17.421799,-66.123517, Calle Pucará #2464, Arrumani, D7
-17.413375,-66.123067, Av. Siglo XX #2465, Sivingani, D7
-17.423152,-66.119427, Calle Villa Busch #2466, K’ara K’ara, D7
-17.416140,-66.121195, Calle Ecológica #2467, Arrumani, D7
-17.418364,-66.120135, Calle Enrique Finot #2468, Sivingani, D7
-17.420229,-66.127314, Calle Pucará #2469, K’ara K’ara, D7
-17.431138,-66.125149, Av. Siglo XX #2470, Arrumani, D7
-17.421691,-66.113020, Calle Villa Busch #2471, Sivingani, D7
-17.420876,-66.127759, Calle Ecológica #2472, K’ara K’ara, D7
-17.426809,-66.129067, Calle Enrique Finot #2473, Arrumani, D7
-17.425165,-66.131173, Calle Pucará #2474, Sivingani, D7
-17.422856,-66.126677, Av. Siglo XX #2475, K’ara K’ara, D7
-17.418448,-66.122015, Calle Villa Busch #2476, Arrumani, D7
-17.423223,-66.120924, Calle Ecológica #2477, Sivingani, D7
-17.416059,-66.124324, Calle Enrique Finot #2478, K’ara K’ara, D7
-17.430890,-66.124293, Calle Pucará #2479, Arrumani, D7
-17.410428,-66.123359, Av. Siglo XX #2480, Sivingani, D7
-17.414706,-66.118189, Calle Villa Busch #2481, K’ara K’ara, D7
-17.417653,-66.123818, Calle Ecológica #2482, Arrumani, D7
-17.427763,-66.125896, Calle Enrique Finot #2483, Sivingani, D7
-17.424220,-66.125100, Calle Pucará #2484, K’ara K’ara, D7
-17.434665,-66.122749, Av. Siglo XX #2485, Arrumani, D7
-17.421232,-66.127213, Calle Villa Busch #2486, Sivingani, D7
-17.424905,-66.129589, Calle Ecológica #2487, K’ara K’ara, D7
-17.416735,-66.124552, Calle Enrique Finot #2488, Arrumani, D7
-17.430575,-66.120630, Calle Pucará #2489, Sivingani, D7
-17.438754,-66.123741, Av. Siglo XX #2490, K’ara K’ara, D7
-17.420609,-66.127542, Calle Villa Busch #2491, Arrumani, D7
-17.431418,-66.122490, Calle Ecológica #2492, Sivingani, D7
-17.420252,-66.118453, Calle Enrique Finot #2493, K’ara K’ara, D7
-17.429814,-66.123649, Calle Pucará #2494, Arrumani, D7
-17.415817,-66.115947, Av. Siglo XX #2495, Sivingani, D7
-17.415233,-66.123724, Calle Villa Busch #2496, K’ara K’ara, D7
-17.436936,-66.123985, Calle Ecológica #2497, Arrumani, D7
-17.420679,-66.117745, Calle Enrique Finot #2498, Sivingani, D7
-17.435760,-66.121863, Calle Pucará #2499, K’ara K’ara, D7
-17.427138,-66.129372, Av. Siglo XX #2500, Arrumani, D7
-17.417966,-66.126263, Calle Villa Busch #2501, Sivingani, D7
-17.409218,-66.125083, Calle Ecológica #2502, K’ara K’ara, D7
-17.429905,-66.120865, Calle Enrique Finot #2503, Arrumani, D7
-17.421132,-66.115654, Calle Pucará #2504, Sivingani, D7
-17.422637,-66.119763, Av. Siglo XX #2505, K’ara K’ara, D7
-17.434777,-66.121906, Calle Villa Busch #2506, Arrumani, D7
-17.416869,-66.121826, Calle Ecológica #2507, Sivingani, D7
-17.430646,-66.126981, Calle Enrique Finot #2508, K’ara K’ara, D7
-17.429330,-66.119622, Calle Pucará #2509, Arrumani, D7
-17.422349,-66.118571, Av. Siglo XX #2510, Sivingani, D7
-17.420158,-66.123373, Calle Villa Busch #2511, K’ara K’ara, D7
-17.423595,-66.129905, Calle Ecológica #2512, Arrumani, D7
-17.420797,-66.116807, Calle Enrique Finot #2513, Sivingani, D7
-17.427211,-66.120040, Calle Pucará #2514, K’ara K’ara, D7
-17.417168,-66.117707, Av. Siglo XX #2515, Arrumani, D7
-17.423500,-66.120743, Calle Villa Busch #2516, Sivingani, D7
-17.418049,-66.115871, Calle Ecológica #2517, K’ara K’ara, D7
-17.416493,-66.118484, Calle Enrique Finot #2518, Arrumani, D7
-17.421451,-66.126860, Calle Pucará #2519, Sivingani, D7
-17.420756,-66.124506, Av. Siglo XX #2520, K’ara K’ara, D7
-17.412587,-66.120685, Calle Villa Busch #2521, Arrumani, D7
-17.415776,-66.115370, Calle Ecológica #2522, Sivingani, D7
-17.415155,-66.117876, Calle Enrique Finot #2523, K’ara K’ara, D7
-17.420906,-66.124202, Calle Pucará #2524, Arrumani, D7
-17.412839,-66.121179, Av. Siglo XX #2525, Sivingani, D7
-17.428448,-66.119381, Calle Villa Busch #2526, K’ara K’ara, D7
-17.410091,-66.124158, Calle Ecológica #2527, Arrumani, D7
-17.416975,-66.111756, Calle Enrique Finot #2528, Sivingani, D7
-17.409795,-66.123738, Calle Pucará #2529, K’ara K’ara, D7
-17.421164,-66.126082, Av. Siglo XX #2530, Arrumani, D7
-17.434178,-66.122602, Calle Villa Busch #2531, Sivingani, D7
-17.424206,-66.119290, Calle Ecológica #2532, K’ara K’ara, D7
