-17.487577,-66.112642, Calle Urcupiña #100, Pukara Oeste, D15
-17.480033,-66.137614, Calle Landaeta #3678, Valle Hermoso Oeste, D15
-17.481118,-66.117897, Calle Villazón #3679, Pukara Oeste, D15
-17.477985,-66.118646, Calle Urcupiña #3680, Khara Khara, D15
-17.503286,-66.146153, Calle Achumani #3681, Valle Hermoso Oeste, D15
-17.474552,-66.140409, Calle Castrillo #3682, Pukara Oeste, D15
-17.492245,-66.132162, Calle Landaeta #3683, Khara Khara, D15
-17.465414,-66.141289, Calle Villazón #3684, Valle Hermoso Oeste, D15
-17.465541,-66.128204, Calle Urcupiña #3685, Pukara Oeste, D15
-17.486691,-66.140027, Calle Achumani #3686, Khara Khara, D15
-17.484162,-66.132690, Calle Castrillo #3687, Valle Hermoso Oeste, D15
-17.458538,-66.143537, Calle Landaeta #3688, Pukara Oeste, D15
-17.472698,-66.115045, Calle Villazón #3689, Khara Khara, D15
-17.453382,-66.149429, Calle Urcupiña #3690, Valle Hermoso Oeste, D15
-17.473861,-66.126951, Calle Achumani #3691, Pukara Oeste, D15
-17.456569,-66.149050, Calle Castrillo #3692, Khara Khara, D15
-17.487794,-66.146027, Calle Landaeta #3693, Valle Hermoso Oeste, D15
-17.481088,-66.117736, Calle Villazón #3694, Pukara Oeste, D15
-17.473759,-66.125212, Calle Urcupiña #3695, Khara Khara, D15
-17.481912,-66.126504, Calle Achumani #3696, Valle Hermoso Oeste, D15
-17.466665,-66.141468, Calle Castrillo #3697, Pukara Oeste, D15
-17.484802,-66.130658, Calle Landaeta #3698, Khara Khara, D15
-17.495380,-66.134198, Calle Villazón #3699, Valle Hermoso Oeste, D15
-17.498020,-66.147654, Calle Urcupiña #3700, Pukara Oeste, D15
-17.484053,-66.146898, Calle Achumani #3701, Khara Khara, D15
-17.500734,-66.140455, Calle Castrillo #3702, Valle Hermoso Oeste, D15
-17.473382,-66.150806, Calle Landaeta #3703, Pukara Oeste, D15
-17.474487,-66.142057, Calle Villazón #3704, Khara Khara, D15
-17.477740,-66.142960, Calle Urcupiña #3705, Valle Hermoso Oeste, D15
-17.483885,-66.133642, Calle Achumani #3706, Pukara Oeste, D15
-17.467347,-66.133451, Calle Castrillo #3707, Khara Khara, D15
-17.493141,-66.145043, Calle Landaeta #3708, Valle Hermoso Oeste, D15
-17.469542,-66.141041, Calle Villazón #3709, Pukara Oeste, D15
-17.500077,-66.136798, Calle Urcupiña #3710, Khara Khara, D15
-17.488963,-66.140982, Calle Achumani #3711, Valle Hermoso Oeste, D15
-17.482231,-66.122842, Calle Castrillo #3712, Pukara Oeste, D15
-17.480907,-66.132596, Calle Landaeta #3713, Khara Khara, D15
-17.473534,-66.128630, Calle Villazón #3714, Valle Hermoso Oeste, D15
-17.459480,-66.145842, Calle Urcupiña #3715, Pukara Oeste, D15
-17.473766,-66.149044, Calle Achumani #3716, Khara Khara, D15
-17.489118,-66.144796, Calle Castrillo #3717, Valle Hermoso Oeste, D15
-17.493629,-66.144289, Calle Landaeta #3718, Pukara Oeste, D15
-17.463659,-66.136545, Calle Villazón #3719, Khara Khara, D15
-17.484952,-66.136982, Calle Urcupiña #3720, Valle Hermoso Oeste, D15
-17.475593,-66.114522, Calle Achumani #3721, Pukara Oeste, D15
-17.487619,-66.114371, Calle Castrillo #3722, Khara Khara, D15
-17.495162,-66.136164, Calle Landaeta #3723, Valle Hermoso Oeste, D15
-17.488193,-66.118248, Calle Villazón #3724, Pukara Oeste, D15
-17.474302,-66.143875, Calle Urcupiña #3725, Khara Khara, D15
-17.464532,-66.137213, Calle Achumani #3726, Valle Hermoso Oeste, D15
-17.487350,-66.115219, Calle Castrillo #3727, Pukara Oeste, D15
-17.459098,-66.154280, Calle Landaeta #3728, Khara Khara, D15
-17.466529,-66.143662, Calle Villazón #3729, Valle Hermoso Oeste, D15
-17.454507,-66.132518, Calle Urcupiña #3730, Pukara Oeste, D15
-17.456024,-66.138716, Calle Achumani #3731, Khara Khara, D15
-17.474202,-66.150508, Calle Castrillo #3732, Valle Hermoso Oeste, D15
-17.480939,-66.147769, Calle Landaeta #3733, Pukara Oeste, D15
-17.453836,-66.133813, Calle Villazón #3734, Khara Khara, D15
-17.475467,-66.138912, Calle Urcupiña #3735, Valle Hermoso Oeste, D15
-17.454892,-66.144624, Calle Achumani #3736, Pukara Oeste, D15
-17.495931,-66.150635, Calle Castrillo #3737, Khara Khara, D15
-17.494601,-66.125071, Calle Landaeta #3738, Valle Hermoso Oeste, D15
-17.473136,-66.118459, Calle Villazón #3739, Pukara Oeste, D15
-17.463149,-66.134890, Calle Urcupiña #3740, Khara Khara, D15
-17.454880,-66.150946, Calle Achumani #3741, Valle Hermoso Oeste, D15
-17.464473,-66.152073, Calle Castrillo #3742, Pukara Oeste, D15
-17.478948,-66.139745, Calle Landaeta #3743, Khara Khara, D15
-17.497160,-66.138491, Calle Villazón #3744, Valle Hermoso Oeste, D15
-17.491343,-66.124004, Calle Urcupiña #3745, Pukara Oeste, D15
-17.496641,-66.142899, Calle Achumani #3746, Khara Khara, D15
-17.473609,-66.146748, Calle Castrillo #3747, Valle Hermoso Oeste, D15
-17.473756,-66.138505, Calle Landaeta #3748, Pukara Oeste, D15
-17.468981,-66.130285, Calle Villazón #3749, Khara Khara, D15
-17.460417,-66.146153, Calle Urcupiña #3750, Valle Hermoso Oeste, D15
-17.491105,-66.144912, Calle Achumani #3751, Pukara Oeste, D15
-17.474595,-66.124383, Calle Castrillo #3752, Khara Khara, D15
-17.495308,-66.127855, Calle Landaeta #3753, Valle Hermoso Oeste, D15
-17.457634,-66.144402, Calle Villazón #3754, Pukara Oeste, D15
-17.453325,-66.147251, Calle Urcupiña #3755, Khara Khara, D15
-17.483938,-66.148661, Calle Achumani #3756, Valle Hermoso Oeste, D15
-17.479997,-66.128049, Calle Castrillo #3757, Pukara Oeste, D15
-17.494839,-66.144864, Calle Landaeta #3758, Khara Khara, D15
-17.467776,-66.145952, Calle Villazón #3759, Valle Hermoso Oeste, D15
-17.466493,-66.136679, Calle Urcupiña #3760, Pukara Oeste, D15
-17.470750,-66.123691, Calle Achumani #3761, Khara Khara, D15
-17.470103,-66.151346, Calle Castrillo #3762, Valle Hermoso Oeste, D15
-17.482509,-66.125553, Calle Landaeta #3763, Pukara Oeste, D15
-17.492971,-66.147452, Calle Villazón #3764, Khara Khara, D15
-17.490183,-66.126096, Calle Urcupiña #3765, Valle Hermoso Oeste, D15
-17.483331,-66.125142, Calle Achumani #3766, Pukara Oeste, D15
-17.482186,-66.132103, Calle Castrillo #3767, Khara Khara, D15
-17.483618,-66.120281, Calle Landaeta #3768, Valle Hermoso Oeste, D15
-17.450298,-66.138153, Calle Villazón #3769, Pukara Oeste, D15
-17.486847,-66.123633, Calle Urcupiña #3770, Khara Khara, D15
-17.447201,-66.140042, Calle Achumani #3771, Valle Hermoso Oeste, D15
-17.477533,-66.134349, Calle Castrillo #3772, Pukara Oeste, D15
-17.499937,-66.134736, Calle Landaeta #3773, Khara Khara, D15
-17.478133,-66.113204, Calle Villazón #3774, Valle Hermoso Oeste, D15
-17.490047,-66.126039, Calle Urcupiña #3775, Pukara Oeste, D15
-17.502156,-66.148931, Calle Achumani #3776, Khara Khara, D15
-17.491130,-66.126531, Calle Castrillo #3777, Valle Hermoso Oeste, D15
-17.469055,-66.129447, Calle Landaeta #3778, Pukara Oeste, D15
-17.478736,-66.130715, Calle Villazón #3779, Khara Khara, D15
-17.465290,-66.133546, Calle Urcupiña #3780, Valle Hermoso Oeste, D15
-17.463272,-66.129495, Calle Achumani #3781, Pukara Oeste, D15
-17.475800,-66.120806, Calle Castrillo #3782, Khara Khara, D15
-17.472990,-66.129575, Calle Landaeta #3783, Valle Hermoso Oeste, D15
-17.490956,-66.123207, Calle Villazón #3784, Pukara Oeste, D15
-17.481653,-66.140783, Calle Urcupiña #3785, Khara Khara, D15
-17.468120,-66.139455, Calle Achumani #3786, Valle Hermoso Oeste, D15
-17.492093,-66.127787, Calle Castrillo #3787, Pukara Oeste, D15
-17.483909,-66.138371, Calle Landaeta #3788, Khara Khara, D15
-17.484720,-66.111520, Calle Villazón #3789, Valle Hermoso Oeste, D15
-17.496747,-66.137560, Calle Urcupiña #3790, Pukara Oeste, D15
-17.464985,-66.143543, Calle Achumani #3791, Khara Khara, D15
-17.480033,-66.147418, Calle Castrillo #3792, Valle Hermoso Oeste, D15
-17.476125,-66.139594, Calle Landaeta #3793, Pukara Oeste, D15
-17.477373,-66.114006, Calle Villazón #3794, Khara Khara, D15
-17.484445,-66.110303, Calle Urcupiña #3795, Valle Hermoso Oeste, D15
-17.470022,-66.137007, Calle Achumani #3796, Pukara Oeste, D15
-17.484898,-66.151057, Calle Castrillo #3797, Khara Khara, D15
-17.472186,-66.152384, Calle Landaeta #3798, Valle Hermoso Oeste, D15
-17.471001,-66.150983, Calle Villazón #3799, Pukara Oeste, D15
-17.456153,-66.138592, Calle Urcupiña #3800, Khara Khara, D15
-17.449107,-66.142173, Calle Achumani #3801, Valle Hermoso Oeste, D15
-17.488966,-66.118310, Calle Castrillo #3802, Pukara Oeste, D15
-17.476720,-66.132187, Calle Landaeta #3803, Khara Khara, D15
-17.476336,-66.150259, Calle Villazón #3804, Valle Hermoso Oeste, D15
-17.486781,-66.123961, Calle Urcupiña #3805, Pukara Oeste, D15
-17.467009,-66.146466, Calle Achumani #3806, Khara Khara, D15
-17.492904,-66.133372, Calle Castrillo #3807, Valle Hermoso Oeste, D15
-17.481224,-66.134090, Calle Landaeta #3808, Pukara Oeste, D15
-17.477769,-66.127499, Calle Villazón #3809, Khara Khara, D15
-17.460298,-66.153190, Calle Urcupiña #3810, Valle Hermoso Oeste, D15
-17.460377,-66.152384, Calle Achumani #3811, Pukara Oeste, D15
-17.470684,-66.125930, Calle Castrillo #3812, Khara Khara, D15
-17.480235,-66.115883, Calle Landaeta #3813, Valle Hermoso Oeste, D15
-17.468565,-66.132410, Calle Villazón #3814, Pukara Oeste, D15
-17.455307,-66.148977, Calle Urcupiña #3815, Khara Khara, D15
-17.469429,-66.126452, Calle Achumani #3816, Valle Hermoso Oeste, D15
-17.476760,-66.132478, Calle Castrillo #3817, Pukara Oeste, D15
-17.457763,-66.146477, Calle Landaeta #3818, Khara Khara, D15
-17.484940,-66.147762, Calle Villazón #3819, Valle Hermoso Oeste, D15
-17.459513,-66.137693, Calle Urcupiña #3820, Pukara Oeste, D15
-17.499999,-66.148600, Calle Achumani #3821, Khara Khara, D15
-17.480869,-66.124883, Calle Castrillo #3822, Valle Hermoso Oeste, D15
-17.480025,-66.139533, Calle Landaeta #3823, Pukara Oeste, D15
-17.476876,-66.135672, Calle Villazón #3824, Khara Khara, D15
-17.482950,-66.129449, Calle Urcupiña #3825, Valle Hermoso Oeste, D15
-17.471565,-66.149748, Calle Achumani #3826, Pukara Oeste, D15
-17.497644,-66.130475, Calle Castrillo #3827, Khara Khara, D15
-17.484856,-66.140480, Calle Landaeta #3828, Valle Hermoso Oeste, D15
-17.502374,-66.149599, Calle Villazón #3829, Pukara Oeste, D15
-17.467506,-66.122376, Calle Urcupiña #3830, Khara Khara, D15
-17.490351,-66.150125, Calle Achumani #3831, Valle Hermoso Oeste, D15
-17.496971,-66.140034, Calle Castrillo #3832, Pukara Oeste, D15
-17.486498,-66.146871, Calle Landaeta #3833, Khara Khara, D15
-17.489434,-66.123992, Calle Villazón #3834, Valle Hermoso Oeste, D15
-17.472852,-66.139289, Calle Urcupiña #3835, Pukara Oeste, D15
-17.476220,-66.120444, Calle Achumani #3836, Khara Khara, D15
-17.500175,-66.148312, Calle Castrillo #3837, Valle Hermoso Oeste, D15
-17.480249,-66.119897, Calle Landaeta #3838, Pukara Oeste, D15
-17.471117,-66.124274, Calle Villazón #3839, Khara Khara, D15
-17.503632,-66.142422, Calle Urcupiña #3840, Valle Hermoso Oeste, D15
-17.475427,-66.143925, Calle Achumani #3841, Pukara Oeste, D15
-17.499636,-66.143936, Calle Castrillo #3842, Khara Khara, D15
-17.495116,-66.134551, Calle Landaeta #3843, Valle Hermoso Oeste, D15
-17.464431,-66.151719, Calle Villazón #3844, Pukara Oeste, D15
-17.500102,-66.146042, Calle Urcupiña #3845, Khara Khara, D15
-17.475424,-66.132888, Calle Achumani #3846, Valle Hermoso Oeste, D15
-17.473654,-66.152812, Calle Castrillo #3847, Pukara Oeste, D15
-17.458459,-66.143201, Calle Landaeta #3848, Khara Khara, D15
-17.501947,-66.137888, Calle Villazón #3849, Valle Hermoso Oeste, D15
-17.459419,-66.145945, Calle Urcupiña #3850, Pukara Oeste, D15
-17.467829,-66.120619, Calle Achumani #3851, Khara Khara, D15
-17.458861,-66.135228, Calle Castrillo #3852, Valle Hermoso Oeste, D15
-17.467436,-66.144169, Calle Landaeta #3853, Pukara Oeste, D15
-17.472669,-66.122679, Calle Villazón #3854, Khara Khara, D15
-17.479604,-66.148114, Calle Urcupiña #3855, Valle Hermoso Oeste, D15
-17.484461,-66.110429, Calle Achumani #3856, Pukara Oeste, D15
-17.460297,-66.137997, Calle Castrillo #3857, Khara Khara, D15
-17.456574,-66.129806, Calle Landaeta #3858, Valle Hermoso Oeste, D15
-17.454897,-66.134586, Calle Villazón #3859, Pukara Oeste, D15
-17.488638,-66.115024, Calle Urcupiña #3860, Khara Khara, D15
-17.491753,-66.121583, Calle Achumani #3861, Valle Hermoso Oeste, D15
-17.483385,-66.123274, Calle Castrillo #3862, Pukara Oeste, D15
-17.492871,-66.125364, Calle Landaeta #3863, Khara Khara, D15
-17.466144,-66.142053, Calle Villazón #3864, Valle Hermoso Oeste, D15
-17.457554,-66.130717, Calle Urcupiña #3865, Pukara Oeste, D15
-17.467179,-66.143020, Calle Achumani #3866, Khara Khara, D15
-17.470757,-66.147257, Calle Castrillo #3867, Valle Hermoso Oeste, D15
-17.503377,-66.150769, Calle Landaeta #3868, Pukara Oeste, D15
-17.479447,-66.136071, Calle Villazón #3869, Khara Khara, D15
-17.492472,-66.146573, Calle Urcupiña #3870, Valle Hermoso Oeste, D15
-17.466238,-66.143788, Calle Achumani #3871, Pukara Oeste, D15
-17.500687,-66.150143, Calle Castrillo #3872, Khara Khara, D15
-17.487333,-66.139389, Calle Landaeta #3873, Valle Hermoso Oeste, D15
-17.488354,-66.125065, Calle Villazón #3874, Pukara Oeste, D15
-17.484532,-66.136936, Calle Urcupiña #3875, Khara Khara, D15
-17.450356,-66.142765, Calle Achumani #3876, Valle Hermoso Oeste, D15
-17.495297,-66.136439, Calle Castrillo #3877, Pukara Oeste, D15
-17.476881,-66.147800, Calle Landaeta #3878, Khara Khara, D15
-17.496829,-66.140820, Calle Villazón #3879, Valle Hermoso Oeste, D15
-17.486349,-66.146987, Calle Urcupiña #3880, Pukara Oeste, D15
-17.488540,-66.131722, Calle Achumani #3881, Khara Khara, D15
-17.494486,-66.125728, Calle Castrillo #3882, Valle Hermoso Oeste, D15
-17.454502,-66.149062, Calle Landaeta #3883, Pukara Oeste, D15
-17.473538,-66.135055, Calle Villazón #3884, Khara Khara, D15
-17.482781,-66.136188, Calle Urcupiña #3885, Valle Hermoso Oeste, D15
-17.484182,-66.122940, Calle Achumani #3886, Pukara Oeste, D15
-17.483275,-66.133775, Calle Castrillo #3887, Khara Khara, D15
-17.455524,-66.147570, Calle Landaeta #3888, Valle Hermoso Oeste, D15
-17.496808,-66.137854, Calle Villazón #3889, Pukara Oeste, D15
-17.458107,-66.132074, Calle Urcupiña #3890, Khara Khara, D15
-17.454964,-66.131038, Calle Achumani #3891, Valle Hermoso Oeste, D15
-17.471818,-66.140900, Calle Castrillo #3892, Pukara Oeste, D15
-17.486939,-66.133168, Calle Landaeta #3893, Khara Khara, D15
-17.481326,-66.144094, Calle Villazón #3894, Valle Hermoso Oeste, D15
-17.461369,-66.127673, Calle Urcupiña #3895, Pukara Oeste, D15
-17.453958,-66.149384, Calle Achumani #3896, Khara Khara, D15
-17.479014,-66.125283, Calle Castrillo #3897, Valle Hermoso Oeste, D15
-17.496522,-66.150741, Calle Landaeta #3898, Pukara Oeste, D15
-17.490852,-66.141411, Calle Villazón #3899, Khara Khara, D15
-17.460117,-66.133696, Calle Urcupiña #3900, Valle Hermoso Oeste, D15
-17.467299,-66.144108, Calle Achumani #3901, Pukara Oeste, D15
-17.460349,-66.146898, Calle Castrillo #3902, Khara Khara, D15
-17.468532,-66.121710, Calle Landaeta #3903, Valle Hermoso Oeste, D15
-17.464638,-66.135853, Calle Villazón #3904, Pukara Oeste, D15
-17.490079,-66.128237, Calle Urcupiña #3905, Khara Khara, D15
-17.489919,-66.146947, Calle Achumani #3906, Valle Hermoso Oeste, D15
-17.478376,-66.121149, Calle Castrillo #3907, Pukara Oeste, D15
-17.476812,-66.120291, Calle Landaeta #3908, Khara Khara, D15
-17.462141,-66.153907, Calle Villazón #3909, Valle Hermoso Oeste, D15
-17.501744,-66.146141, Calle Urcupiña #3910, Pukara Oeste, D15
-17.492864,-66.142988, Calle Achumani #3911, Khara Khara, D15
-17.453993,-66.145908, Calle Castrillo #3912, Valle Hermoso Oeste, D15
-17.450489,-66.146332, Calle Landaeta #3913, Pukara Oeste, D15
-17.461915,-66.130646, Calle Villazón #3914, Khara Khara, D15
-17.466251,-66.148099, Calle Urcupiña #3915, Valle Hermoso Oeste, D15
-17.471534,-66.126585, Calle Achumani #3916, Pukara Oeste, D15
-17.493318,-66.147954, Calle Castrillo #3917, Khara Khara, D15
-17.498626,-66.141049, Calle Landaeta #3918, Valle Hermoso Oeste, D15
-17.456003,-66.139412, Calle Villazón #3919, Pukara Oeste, D15
-17.452025,-66.140077, Calle Urcupiña #3920, Khara Khara, D15
-17.460613,-66.133464, Calle Achumani #3921, Valle Hermoso Oeste, D15
-17.474283,-66.115898, Calle Castrillo #3922, Pukara Oeste, D15
-17.486250,-66.114045, Calle Landaeta #3923, Khara Khara, D15
-17.480404,-66.133217, Calle Villazón #3924, Valle Hermoso Oeste, D15
-17.451564,-66.135477, Calle Urcupiña #3925, Pukara Oeste, D15
-17.499350,-66.147272, Calle Achumani #3926, Khara Khara, D15
-17.460558,-66.131948, Calle Castrillo #3927, Valle Hermoso Oeste, D15
-17.465839,-66.141938, Calle Landaeta #3928, Pukara Oeste, D15
-17.469991,-66.116778, Calle Villazón #3929, Khara Khara, D15
-17.471996,-66.117599, Calle Urcupiña #3930, Valle Hermoso Oeste, D15
-17.473691,-66.136556, Calle Achumani #3931, Pukara Oeste, D15
-17.478230,-66.141548, Calle Castrillo #3932, Khara Khara, D15
-17.459534,-66.130416, Calle Landaeta #3933, Valle Hermoso Oeste, D15
-17.462080,-66.126441, Calle Villazón #3934, Pukara Oeste, D15
-17.461480,-66.138486, Calle Urcupiña #3935, Khara Khara, D15
-17.475728,-66.115647, Calle Achumani #3936, Valle Hermoso Oeste, D15
-17.491782,-66.131504, Calle Castrillo #3937, Pukara Oeste, D15
-17.460552,-66.127842, Calle Landaeta #3938, Khara Khara, D15
-17.487924,-66.117131, Calle Villazón #3939, Valle Hermoso Oeste, D15
-17.464574,-66.139856, Calle Urcupiña #3940, Pukara Oeste, D15
-17.476008,-66.113366, Calle Achumani #3941, Khara Khara, D15
-17.448793,-66.143588, Calle Castrillo #3942, Valle Hermoso Oeste, D15
-17.480552,-66.140665, Calle Landaeta #3943, Pukara Oeste, D15
-17.457886,-66.147927, Calle Villazón #3944, Khara Khara, D15
-17.463901,-66.151067, Calle Urcupiña #3945, Valle Hermoso Oeste, D15
-17.487132,-66.119358, Calle Achumani #3946, Pukara Oeste, D15
-17.479588,-66.136828, Calle Castrillo #3947, Khara Khara, D15
-17.472777,-66.116728, Calle Landaeta #3948, Valle Hermoso Oeste, D15
-17.464939,-66.142281, Calle Villazón #3949, Pukara Oeste, D15
-17.450214,-66.141576, Calle Urcupiña #3950, Khara Khara, D15
-17.471393,-66.147236, Calle Achumani #3951, Valle Hermoso Oeste, D15
-17.489463,-66.118672, Calle Castrillo #3952, Pukara Oeste, D15
-17.484151,-66.126958, Calle Landaeta #3953, Khara Khara, D15
-17.486134,-66.125630, Calle Villazón #3954, Valle Hermoso Oeste, D15
-17.486895,-66.126185, Calle Urcupiña #3955, Pukara Oeste, D15
-17.471873,-66.132319, Calle Achumani #3956, Khara Khara, D15
-17.496065,-66.135179, Calle Castrillo #3957, Valle Hermoso Oeste, D15
-17.450192,-66.138939, Calle Landaeta #3958, Pukara Oeste, D15
-17.486665,-66.113388, Calle Villazón #3959, Khara Khara, D15
-17.475580,-66.123206, Calle Urcupiña #3960, Valle Hermoso Oeste, D15
-17.490540,-66.144421, Calle Achumani #3961, Pukara Oeste, D15
-17.465748,-66.137380, Calle Castrillo #3962, Khara Khara, D15
-17.490889,-66.142406, Calle Landaeta #3963, Valle Hermoso Oeste, D15
-17.473235,-66.128239, Calle Villazón #3964, Pukara Oeste, D15
-17.480560,-66.122745, Calle Urcupiña #3965, Khara Khara, D15
-17.482677,-66.130194, Calle Achumani #3966, Valle Hermoso Oeste, D15
-17.486226,-66.128381, Calle Castrillo #3967, Pukara Oeste, D15
-17.495753,-66.138392, Calle Landaeta #3968, Khara Khara, D15
-17.473724,-66.125802, Calle Villazón #3969, Valle Hermoso Oeste, D15
-17.468824,-66.138953, Calle Urcupiña #3970, Pukara Oeste, D15
-17.468088,-66.131039, Calle Achumani #3971, Khara Khara, D15
-17.466409,-66.131052, Calle Castrillo #3972, Valle Hermoso Oeste, D15
-17.460594,-66.142023, Calle Landaeta #3973, Pukara Oeste, D15
-17.489182,-66.132960, Calle Villazón #3974, Khara Khara, D15
-17.492268,-66.123687, Calle Urcupiña #3975, Valle Hermoso Oeste, D15
-17.476319,-66.143728, Calle Achumani #3976, Pukara Oeste, D15
-17.460300,-66.148242, Calle Castrillo #3977, Khara Khara, D15
-17.483711,-66.115033, Calle Landaeta #3978, Valle Hermoso Oeste, D15
-17.484218,-66.132519, Calle Villazón #3979, Pukara Oeste, D15
-17.476525,-66.116480, Calle Urcupiña #3980, Khara Khara, D15
-17.488670,-66.149724, Calle Achumani #3981, Valle Hermoso Oeste, D15
