-17.394985,-66.159656, Calle 14 de Septiembre #100, Sudeste, D10
-17.381833,-66.154614, Calle 14 de Septiembre #3540, Noroeste, D10
-17.400669,-66.152466, Calle Altamirano #3541, Sudeste, D10
-17.383336,-66.158852, Calle Gualberto Villarroel #3542, Noreste, D10
-17.407009,-66.167859, Calle Avaroa #3543, Noroeste, D10
-17.400723,-66.154473, Calle Galindo #3544, Sudeste, D10
-17.405565,-66.156666, Calle 14 de Septiembre #3545, Noreste, D10
-17.389654,-66.157174, Calle Altamirano #3546, Noroeste, D10
-17.406721,-66.167687, Calle Gualberto Villarroel #3547, Sudeste, D10
-17.391481,-66.151330, Calle Avaroa #3548, Noreste, D10
-17.382673,-66.157111, Calle Galindo #3549, Noroeste, D10
-17.405814,-66.165465, Calle 14 de Septiembre #3550, Sudeste, D10
-17.405376,-66.158506, Calle Altamirano #3551, Noreste, D10
-17.402594,-66.158922, Calle Gualberto Villarroel #3552, Noroeste, D10
-17.389267,-66.155924, Calle Avaroa #3553, Sudeste, D10
-17.396420,-66.156219, Calle Galindo #3554, Noreste, D10
-17.401334,-66.162962, Calle 14 de Septiembre #3555, Noroeste, D10
-17.408327,-66.158292, Calle Altamirano #3556, Sudeste, D10
-17.392858,-66.158701, Calle Gualberto Villarroel #3557, Noreste, D10
-17.396538,-66.161614, Calle Avaroa #3558, Noroeste, D10
-17.409697,-66.156798, Calle Galindo #3559, Sudeste, D10
-17.402280,-66.166391, Calle 14 de Septiembre #3560, Noreste, D10
-17.382247,-66.154245, Calle Altamirano #3561, Noroeste, D10
-17.395982,-66.158490, Calle Gualberto Villarroel #3562, Sudeste, D10
-17.404575,-66.168698, Calle Avaroa #3563, Noreste, D10
-17.404815,-66.158385, Calle Galindo #3564, Noroeste, D10
-17.385691,-66.161400, Calle 14 de Septiembre #3565, Sudeste, D10
-17.406787,-66.165425, Calle Altamirano #3566, Noreste, D10
-17.398936,-66.164112, Calle Gualberto Villarroel #3567, Noroeste, D10
-17.401073,-66.167217, Calle Avaroa #3568, Sudeste, D10
-17.404636,-66.159993, Calle Galindo #3569, Noreste, D10
-17.392838,-66.157754, Calle 14 de Septiembre #3570, Noroeste, D10
-17.410527,-66.161552, Calle Altamirano #3571, Sudeste, D10
-17.401860,-66.163951, Calle Gualberto Villarroel #3572, Noreste, D10
-17.384401,-66.153357, Calle Avaroa #3573, Noroeste, D10
-17.384512,-66.155308, Calle Galindo #3574, Sudeste, D10
-17.398474,-66.161614, Calle 14 de Septiembre #3575, Noreste, D10
-17.398882,-66.148762, Calle Altamirano #3576, Noroeste, D10
-17.387586,-66.156029, Calle Gualberto Villarroel #3577, Sudeste, D10
-17.397613,-66.153456, Calle Avaroa #3578, Noreste, D10
-17.401833,-66.155425, Calle Galindo #3579, Noroeste, D10
-17.398522,-66.148791, Calle 14 de Septiembre #3580, Sudeste, D10
-17.391122,-66.161129, Calle Altamirano #3581, Noreste, D10
-17.393124,-66.156455, Calle Gualberto Villarroel #3582, Noroeste, D10
-17.396497,-66.154456, Calle Avaroa #3583, Sudeste, D10
-17.393859,-66.154047, Calle Galindo #3584, Noreste, D10
-17.404188,-66.152942, Calle 14 de Septiembre #3585, Noroeste, D10
-17.394852,-66.163585, Calle Altamirano #3586, Sudeste, D10
-17.406957,-66.161258, Calle Gualberto Villarroel #3587, Noreste, D10
-17.408046,-66.166680, Calle Avaroa #3588, Noroeste, D10
-17.392522,-66.154958, Calle Galindo #3589, Sudeste, D10
-17.389284,-66.158711, Calle 14 de Septiembre #3590, Noreste, D10
-17.387996,-66.158895, Calle Altamirano #3591, Noroeste, D10
-17.398205,-66.149475, Calle Gualberto Villarroel #3592, Sudeste, D10
-17.407525,-66.169021, Calle Avaroa #3593, Noreste, D10
-17.383639,-66.157898, Calle Galindo #3594, Noroeste, D10
-17.397808,-66.158656, Calle 14 de Septiembre #3595, Sudeste, D10
-17.410182,-66.162028, Calle Altamirano #3596, Noreste, D10
-17.386241,-66.161917, Calle Gualberto Villarroel #3597, Noroeste, D10
-17.400490,-66.162633, Calle Avaroa #3598, Sudeste, D10
-17.400213,-66.166034, Calle Galindo #3599, Noreste, D10
-17.385521,-66.158723, Calle 14 de Septiembre #3600, Noroeste, D10
-17.388315,-66.151065, Calle Altamirano #3601, Sudeste, D10
-17.406128,-66.169289, Calle Gualberto Villarroel #3602, Noreste, D10
-17.406959,-66.163804, Calle Avaroa #3603, Noroeste, D10
-17.383784,-66.161481, Calle Galindo #3604, Sudeste, D10
-17.398343,-66.154074, Calle 14 de Septiembre #3605, Noreste, D10
-17.392076,-66.158109, Calle Altamirano #3606, Noroeste, D10
-17.402064,-66.165158, Calle Gualberto Villarroel #3607, Sudeste, D10
-17.396981,-66.166875, Calle Avaroa #3608, Noreste, D10
-17.403680,-66.162009, Calle Galindo #3609, Noroeste, D10
-17.394285,-66.150390, Calle 14 de Septiembre #3610, Sudeste, D10
-17.391532,-66.160147, Calle Altamirano #3611, Noreste, D10
-17.398334,-66.149325, Calle Gualberto Villarroel #3612, Noroeste, D10
-17.408247,-66.166530, Calle Avaroa #3613, Sudeste, D10
-17.383968,-66.155740, Calle Galindo #3614, Noreste, D10
-17.393132,-66.161884, Calle 14 de Septiembre #3615, Noroeste, D10
-17.399253,-66.161010, Calle Altamirano #3616, Sudeste, D10
-17.396459,-66.151825, Calle Gualberto Villarroel #3617, Noreste, D10
-17.398915,-66.154464, Calle Avaroa #3618, Noroeste, D10
-17.397497,-66.157848, Calle Galindo #3619, Sudeste, D10
-17.405339,-66.162573, Calle 14 de Septiembre #3620, Noreste, D10
-17.383816,-66.152827, Calle Altamirano #3621, Noroeste, D10
-17.406643,-66.156134, Calle Gualberto Villarroel #3622, Sudeste, D10
-17.407773,-66.159054, Calle Avaroa #3623, Noreste, D10
-17.405991,-66.167942, Calle Galindo #3624, Noroeste, D10
-17.394892,-66.165160, Calle 14 de Septiembre #3625, Sudeste, D10
-17.390690,-66.162461, Calle Altamirano #3626, Noreste, D10
-17.390073,-66.157121, Calle Gualberto Villarroel #3627, Noroeste, D10
-17.387323,-66.155343, Calle Avaroa #3628, Sudeste, D10
-17.391678,-66.151294, Calle Galindo #3629, Noreste, D10
-17.392843,-66.163774, Calle 14 de Septiembre #3630, Noroeste, D10
-17.401173,-66.167284, Calle Altamirano #3631, Sudeste, D10
-17.391102,-66.163993, Calle Gualberto Villarroel #3632, Noreste, D10
-17.404922,-66.160957, Calle Avaroa #3633, Noroeste, D10
-17.391436,-66.150665, Calle Galindo #3634, Sudeste, D10
-17.398045,-66.160781, Calle 14 de Septiembre #3635, Noreste, D10
-17.391590,-66.160816, Calle Altamirano #3636, Noroeste, D10
-17.389959,-66.155497, Calle Gualberto Villarroel #3637, Sudeste, D10
-17.397903,-66.162517, Calle Avaroa #3638, Noreste, D10
-17.382735,-66.157759, Calle Galindo #3639, Noroeste, D10
-17.407785,-66.164018, Calle 14 de Septiembre #3640, Sudeste, D10
-17.384820,-66.153570, Calle Altamirano #3641, Noreste, D10
-17.405603,-66.164804, Calle Gualberto Villarroel #3642, Noroeste, D10
-17.402241,-66.157858, Calle Avaroa #3643, Sudeste, D10
-17.384372,-66.155461, Calle Galindo #3644, Noreste, D10
-17.390251,-66.156208, Calle 14 de Septiembre #3645, Noroeste, D10
-17.399976,-66.158207, Calle Altamirano #3646, Sudeste, D10
-17.385405,-66.153484, Calle Gualberto Villarroel #3647, Noreste, D10
-17.409968,-66.158941, Calle Avaroa #3648, Noroeste, D10
-17.401032,-66.158413, Calle Galindo #3649, Sudeste, D10
-17.399208,-66.151575, Calle 14 de Septiembre #3650, Noreste, D10
-17.397490,-66.150172, Calle Altamirano #3651, Noroeste, D10
-17.403250,-66.155905, Calle Gualberto Villarroel #3652, Sudeste, D10
-17.406226,-66.165782, Calle Avaroa #3653, Noreste, D10
-17.405524,-66.168412, Calle Galindo #3654, Noroeste, D10
-17.390995,-66.159566, Calle 14 de Septiembre #3655, Sudeste, D10
-17.407790,-66.161160, Calle Altamirano #3656, Noreste, D10
-17.381237,-66.153336, Calle Gualberto Villarroel #3657, Noroeste, D10
-17.408947,-66.156996, Calle Avaroa #3658, Sudeste, D10
-17.410164,-66.158928, Calle Galindo #3659, Noreste, D10
-17.401105,-66.162261, Calle 14 de Septiembre #3660, Noroeste, D10
-17.393137,-66.154364, Calle Altamirano #3661, Sudeste, D10
-17.397100,-66.158773, Calle Gualberto Villarroel #3662, Noreste, D10
-17.404062,-66.157412, Calle Avaroa #3663, Noroeste, D10
-17.410166,-66.155353, Calle Galindo #3664, Sudeste, D10
-17.390986,-66.153421, Calle 14 de Septiembre #3665, Noreste, D10
-17.389227,-66.155643, Calle Altamirano #3666, Noroeste, D10
-17.397973,-66.161396, Calle Gualberto Villarroel #3667, Sudeste, D10
-17.406945,-66.158257, Calle Avaroa #3668, Noreste, D10
-17.392078,-66.164844, Calle Galindo #3669, Noroeste, D10
-17.387978,-66.161944, Calle 14 de Septiembre #3670, Sudeste, D10
-17.398936,-66.154176, Calle Altamirano #3671, Noreste, D10
-17.388362,-66.154057, Calle Gualberto Villarroel #3672, Noroeste, D10
-17.409882,-66.160384, Calle Avaroa #3673, Sudeste, D10
-17.405831,-66.156786, Calle Galindo #3674, Noreste, D10
-17.393734,-66.150688, Calle 14 de Septiembre #3675, Noroeste, D10
-17.383086,-66.153860, Calle Altamirano #3676, Sudeste, D10
-17.392756,-66.155766, Calle Gualberto Villarroel #3677, Noreste, D10
-17.407958,-66.156970, Calle Avaroa #3678, Noroeste, D10
-17.393879,-66.164244, Calle Galindo #3679, Sudeste, D10
-17.398530,-66.148796, Calle 14 de Septiembre #3680, Noreste, D10
-17.408813,-66.164419, Calle Altamirano #3681, Noroeste, D10
-17.393664,-66.150784, Calle Gualberto Villarroel #3682, Sudeste, D10
-17.391383,-66.152212, Calle Avaroa #3683, Noreste, D10
-17.402413,-66.162435, Calle Galindo #3684, Noroeste, D10
-17.401899,-66.157915, Calle 14 de Septiembre #3685, Sudeste, D10
-17.407492,-66.157939, Calle Altamirano #3686, Noreste, D10
-17.402094,-66.163739, Calle Gualberto Villarroel #3687, Noroeste, D10
-17.406031,-66.161667, Calle Avaroa #3688, Sudeste, D10
-17.401216,-66.158187, Calle Galindo #3689, Noreste, D10
-17.396571,-66.164208, Calle 14 de Septiembre #3690, Noroeste, D10
-17.410578,-66.155280, Calle Altamirano #3691, Sudeste, D10
-17.397356,-66.161396, Calle Gualberto Villarroel #3692, Noreste, D10
-17.396004,-66.154637, Calle Avaroa #3693, Noroeste, D10
-17.401235,-66.157653, Calle Galindo #3694, Sudeste, D10
-17.398263,-66.153934, Calle 14 de Septiembre #3695, Noreste, D10
-17.403336,-66.154613, Calle Altamirano #3696, Noroeste, D10
-17.399268,-66.150649, Calle Gualberto Villarroel #3697, Sudeste, D10
-17.401052,-66.164634, Calle Avaroa #3698, Noreste, D10
-17.403029,-66.166448, Calle Galindo #3699, Noroeste, D10
-17.382002,-66.153087, Calle 14 de Septiembre #3700, Sudeste, D10
-17.405713,-66.162256, Calle Altamirano #3701, Noreste, D10
-17.410191,-66.159902, Calle Gualberto Villarroel #3702, Noroeste, D10
-17.389135,-66.161120, Calle Avaroa #3703, Sudeste, D10
-17.402004,-66.163904, Calle Galindo #3704, Noreste, D10
-17.391264,-66.152702, Calle 14 de Septiembre #3705, Noroeste, D10
-17.388391,-66.159750, Calle Altamirano #3706, Sudeste, D10
-17.402818,-66.167690, Calle Gualberto Villarroel #3707, Noreste, D10
-17.399769,-66.159259, Calle Avaroa #3708, Noroeste, D10
-17.406561,-66.157823, Calle Galindo #3709, Sudeste, D10
-17.403754,-66.153044, Calle 14 de Septiembre #3710, Noreste, D10
-17.406243,-66.168463, Calle Altamirano #3711, Noroeste, D10
-17.404288,-66.159163, Calle Gualberto Villarroel #3712, Sudeste, D10
-17.384317,-66.161961, Calle Avaroa #3713, Noreste, D10
-17.384479,-66.152360, Calle Galindo #3714, Noroeste, D10
-17.396943,-66.153114, Calle 14 de Septiembre #3715, Sudeste, D10
-17.383031,-66.159545, Calle Altamirano #3716, Noreste, D10
-17.395842,-66.151357, Calle Gualberto Villarroel #3717, Noroeste, D10
-17.391665,-66.154736, Calle Avaroa #3718, Sudeste, D10
-17.397117,-66.155655, Calle Galindo #3719, Noreste, D10
-17.408079,-66.157369, Calle 14 de Septiembre #3720, Noroeste, D10
-17.389903,-66.156744, Calle Altamirano #3721, Sudeste, D10
-17.403319,-66.153605, Calle Gualberto Villarroel #3722, Noreste, D10
-17.400201,-66.165649, Calle Avaroa #3723, Noroeste, D10
-17.397677,-66.152226, Calle Galindo #3724, Sudeste, D10
-17.399139,-66.159751, Calle 14 de Septiembre #3725, Noreste, D10
-17.393462,-66.158559, Calle Altamirano #3726, Noroeste, D10
-17.399291,-66.160852, Calle Gualberto Villarroel #3727, Sudeste, D10
-17.397142,-66.153391, Calle Avaroa #3728, Noreste, D10
-17.395421,-66.156159, Calle Galindo #3729, Noroeste, D10
-17.389786,-66.157917, Calle 14 de Septiembre #3730, Sudeste, D10
-17.396762,-66.150332, Calle Altamirano #3731, Noreste, D10
-17.399336,-66.153665, Calle Gualberto Villarroel #3732, Noroeste, D10
-17.381928,-66.155527, Calle Avaroa #3733, Sudeste, D10
-17.389557,-66.160172, Calle Galindo #3734, Noreste, D10
-17.386338,-66.154304, Calle 14 de Septiembre #3735, Noroeste, D10
-17.393191,-66.163419, Calle Altamirano #3736, Sudeste, D10
-17.403950,-66.164005, Calle Gualberto Villarroel #3737, Noreste, D10
-17.402112,-66.152913, Calle Avaroa #3738, Noroeste, D10
-17.390248,-66.163123, Calle Galindo #3739, Sudeste, D10
-17.405009,-66.166880, Calle 14 de Septiembre #3740, Noreste, D10
-17.391262,-66.155878, Calle Altamirano #3741, Noroeste, D10
-17.409841,-66.154809, Calle Gualberto Villarroel #3742, Sudeste, D10
-17.384144,-66.155749, Calle Avaroa #3743, Noreste, D10
-17.392526,-66.158675, Calle Galindo #3744, Noroeste, D10
-17.384022,-66.154819, Calle 14 de Septiembre #3745, Sudeste, D10
-17.401643,-66.166872, Calle Altamirano #3746, Noreste, D10
-17.410679,-66.155524, Calle Gualberto Villarroel #3747, Noroeste, D10
-17.389307,-66.154480, Calle Avaroa #3748, Sudeste, D10
-17.386619,-66.156295, Calle Galindo #3749, Noreste, D10
-17.410480,-66.157634, Calle 14 de Septiembre #3750, Noroeste, D10
-17.390687,-66.154895, Calle Altamirano #3751, Sudeste, D10
-17.399706,-66.150749, Calle Gualberto Villarroel #3752, Noreste, D10
-17.398904,-66.166263, Calle Avaroa #3753, Noroeste, D10
-17.396159,-66.150178, Calle Galindo #3754, Sudeste, D10
-17.393208,-66.156289, Calle 14 de Septiembre #3755, Noreste, D10
-17.395150,-66.162073, Calle Altamirano #3756, Noroeste, D10
-17.389902,-66.155591, Calle Gualberto Villarroel #3757, Sudeste, D10
-17.382849,-66.152791, Calle Avaroa #3758, Noreste, D10
-17.399154,-66.157131, Calle Galindo #3759, Noroeste, D10
-17.391828,-66.153186, Calle 14 de Septiembre #3760, Sudeste, D10
-17.406869,-66.169017, Calle Altamirano #3761, Noreste, D10
-17.396134,-66.157601, Calle Gualberto Villarroel #3762, Noroeste, D10
-17.397363,-66.153098, Calle Avaroa #3763, Sudeste, D10
-17.399219,-66.158372, Calle Galindo #3764, Noreste, D10
-17.404067,-66.159132, Calle 14 de Septiembre #3765, Noroeste, D10
-17.408369,-66.162273, Calle Altamirano #3766, Sudeste, D10
-17.402250,-66.162306, Calle Gualberto Villarroel #3767, Noreste, D10
-17.389193,-66.155079, Calle Avaroa #3768, Noroeste, D10
-17.407775,-66.154541, Calle Galindo #3769, Sudeste, D10
-17.396483,-66.159363, Calle 14 de Septiembre #3770, Noreste, D10
-17.395632,-66.151076, Calle Altamirano #3771, Noroeste, D10
-17.408950,-66.157326, Calle Gualberto Villarroel #3772, Sudeste, D10
-17.407691,-66.156256, Calle Avaroa #3773, Noreste, D10
-17.404507,-66.157320, Calle Galindo #3774, Noroeste, D10
-17.387136,-66.160412, Calle 14 de Septiembre #3775, Sudeste, D10
-17.399736,-66.165305, Calle Altamirano #3776, Noreste, D10
-17.407105,-66.159709, Calle Gualberto Villarroel #3777, Noroeste, D10
-17.396100,-66.163052, Calle Avaroa #3778, Sudeste, D10
-17.393351,-66.152652, Calle Galindo #3779, Noreste, D10
-17.409724,-66.159413, Calle 14 de Septiembre #3780, Noroeste, D10
-17.391811,-66.151038, Calle Altamirano #3781, Sudeste, D10
-17.399714,-66.150514, Calle Gualberto Villarroel #3782, Noreste, D10
-17.405459,-66.164691, Calle Avaroa #3783, Noroeste, D10
-17.386616,-66.152752, Calle Galindo #3784, Sudeste, D10
-17.398162,-66.158693, Calle 14 de Septiembre #3785, Noreste, D10
-17.399795,-66.161379, Calle Altamirano #3786, Noroeste, D10
-17.402192,-66.167294, Calle Gualberto Villarroel #3787, Sudeste, D10
-17.383802,-66.152439, Calle Avaroa #3788, Noreste, D10
-17.401234,-66.162590, Calle Galindo #3789, Noroeste, D10
-17.393927,-66.153659, Calle 14 de Septiembre #3790, Sudeste, D10
-17.397352,-66.157910, Calle Altamirano #3791, Noreste, D10
-17.409212,-66.164284, Calle Gualberto Villarroel #3792, Noroeste, D10
-17.399247,-66.161471, Calle Avaroa #3793, Sudeste, D10
-17.391438,-66.163993, Calle Galindo #3794, Noreste, D10
-17.407474,-66.169202, Calle 14 de Septiembre #3795, Noroeste, D10
-17.397544,-66.166206, Calle Altamirano #3796, Sudeste, D10
-17.394923,-66.150311, Calle Gualberto Villarroel #3797, Noreste, D10
-17.401100,-66.159908, Calle Avaroa #3798, Noroeste, D10
-17.388651,-66.157611, Calle Galindo #3799, Sudeste, D10
-17.398986,-66.165677, Calle 14 de Septiembre #3800, Noreste, D10
-17.401117,-66.161127, Calle Altamirano #3801, Noroeste, D10
-17.381294,-66.153874, Calle Gualberto Villarroel #3802, Sudeste, D10
-17.387417,-66.161680, Calle Avaroa #3803, Noreste, D10
-17.391400,-66.158030, Calle Galindo #3804, Noroeste, D10
-17.389916,-66.150444, Calle 14 de Septiembre #3805, Sudeste, D10
-17.408183,-66.167006, Calle Altamirano #3806, Noreste, D10
-17.382368,-66.154878, Calle Gualberto Villarroel #3807, Noroeste, D10
-17.388248,-66.151297, Calle Avaroa #3808, Sudeste, D10
-17.406974,-66.155994, Calle Galindo #3809, Noreste, D10
-17.390504,-66.155687, Calle 14 de Septiembre #3810, Noroeste, D10
-17.380926,-66.155694, Calle Altamirano #3811, Sudeste, D10
-17.396672,-66.149341, Calle Gualberto Villarroel #3812, Noreste, D10
-17.384782,-66.155844, Calle Avaroa #3813, Noroeste, D10
-17.400976,-66.153918, Calle Galindo #3814, Sudeste, D10
-17.391902,-66.161987, Calle 14 de Septiembre #3815, Noreste, D10
-17.398359,-66.149793, Calle Altamirano #3816, Noroeste, D10
-17.392780,-66.162571, Calle Gualberto Villarroel #3817, Sudeste, D10
-17.408890,-66.162159, Calle Avaroa #3818, Noreste, D10
-17.399236,-66.165437, Calle Galindo #3819, Noroeste, D10
-17.405109,-66.169080, Calle 14 de Septiembre #3820, Sudeste, D10
-17.393545,-66.154140, Calle Altamirano #3821, Noreste, D10
-17.384805,-66.161722, Calle Gualberto Villarroel #3822, Noroeste, D10
-17.397133,-66.156401, Calle Avaroa #3823, Sudeste, D10
-17.385436,-66.159730, Calle Galindo #3824, Noreste, D10
-17.387571,-66.160778, Calle 14 de Septiembre #3825, Noroeste, D10
-17.396875,-66.155686, Calle Altamirano #3826, Sudeste, D10
-17.389390,-66.156338, Calle Gualberto Villarroel #3827, Noreste, D10
-17.400112,-66.152615, Calle Avaroa #3828, Noroeste, D10
-17.391462,-66.159455, Calle Galindo #3829, Sudeste, D10
-17.389413,-66.152513, Calle 14 de Septiembre #3830, Noreste, D10
-17.403072,-66.156542, Calle Altamirano #3831, Noroeste, D10
-17.399760,-66.159853, Calle Gualberto Villarroel #3832, Sudeste, D10
-17.390879,-66.153278, Calle Avaroa #3833, Noreste, D10
-17.390770,-66.160978, Calle Galindo #3834, Noroeste, D10
-17.383115,-66.154969, Calle 14 de Septiembre #3835, Sudeste, D10
-17.389502,-66.155337, Calle Altamirano #3836, Noreste, D10
-17.389569,-66.154124, Calle Gualberto Villarroel #3837, Noroeste, D10
-17.392596,-66.161413, Calle Avaroa #3838, Sudeste, D10
-17.398645,-66.158201, Calle Galindo #3839, Noreste, D10
-17.397142,-66.154543, Calle 14 de Septiembre #3840, Noroeste, D10
-17.408713,-66.156020, Calle Altamirano #3841, Sudeste, D10
-17.385087,-66.160500, Calle Gualberto Villarroel #3842, Noreste, D10
-17.401620,-66.167191, Calle Avaroa #3843, Noroeste, D10
-17.384111,-66.152267, Calle Galindo #3844, Sudeste, D10
-17.403890,-66.158219, Calle 14 de Septiembre #3845, Noreste, D10
-17.390967,-66.151620, Calle Altamirano #3846, Noroeste, D10
-17.396117,-66.154816, Calle Gualberto Villarroel #3847, Sudeste, D10
-17.405018,-66.165072, Calle Avaroa #3848, Noreste, D10
-17.387152,-66.155572, Calle Galindo #3849, Noroeste, D10
-17.409950,-66.164573, Calle 14 de Septiembre #3850, Sudeste, D10
-17.409181,-66.164180, Calle Altamirano #3851, Noreste, D10
-17.395609,-66.157268, Calle Gualberto Villarroel #3852, Noroeste, D10
-17.397154,-66.165510, Calle Avaroa #3853, Sudeste, D10
-17.399151,-66.151285, Calle Galindo #3854, Noreste, D10
-17.395397,-66.159273, Calle 14 de Septiembre #3855, Noroeste, D10
-17.408424,-66.166823, Calle Altamirano #3856, Sudeste, D10
-17.406492,-66.161344, Calle Gualberto Villarroel #3857, Noreste, D10
