-17.378292,-66.142300, Calle Saturnino #100, Muyurina, D11
-17.381310,-66.150869, Calle Cochabamba #2339, Las Cuadras, D11
-17.390857,-66.142731, Calle Saturnino #2340, Alalay, D11
-17.383935,-66.145053, Calle Arce #2341, Muyurina, D11
-17.396205,-66.130360, Calle Roma #2342, Las Cuadras, D11
-17.379992,-66.142688, Calle Ork’o #2343, Alalay, D11
-17.395794,-66.138046, Calle Cochabamba #2344, Muyurina, D11
-17.381375,-66.149567, Calle Saturnino #2345, Las Cuadras, D11
-17.396502,-66.137612, Calle Arce #2346, Alalay, D11
-17.394519,-66.139880, Calle Roma #2347, Muyurina, D11
-17.387584,-66.137789, Calle Ork’o #2348, Las Cuadras, D11
-17.392516,-66.132697, Calle Cochabamba #2349, Alalay, D11
-17.388541,-66.141636, Calle Saturnino #2350, Muyurina, D11
-17.385875,-66.139246, Calle Arce #2351, Las Cuadras, D11
-17.397067,-66.144257, Calle Roma #2352, Alalay, D11
-17.377045,-66.133733, Calle Ork’o #2353, Muyurina, D11
-17.389219,-66.141608, Calle Cochabamba #2354, Las Cuadras, D11
-17.391411,-66.138454, Calle Saturnino #2355, Alalay, D11
-17.390327,-66.140730, Calle Arce #2356, Muyurina, D11
-17.385633,-66.142035, Calle Roma #2357, Las Cuadras, D11
-17.396793,-66.137890, Calle Ork’o #2358, Alalay, D11
-17.393306,-66.148383, Calle Cochabamba #2359, Muyurina, D11
-17.395159,-66.148045, Calle Saturnino #2360, Las Cuadras, D11
-17.395035,-66.140802, Calle Arce #2361, Alalay, D11
-17.388973,-66.149390, Calle Roma #2362, Muyurina, D11
-17.380914,-66.138373, Calle Ork’o #2363, Las Cuadras, D11
-17.380082,-66.147935, Calle Cochabamba #2364, Alalay, D11
-17.388657,-66.145165, Calle Saturnino #2365, Muyurina, D11
-17.391670,-66.137356, Calle Arce #2366, Las Cuadras, D11
-17.388860,-66.140135, Calle Roma #2367, Alalay, D11
-17.397569,-66.145347, Calle Ork’o #2368, Muyurina, D11
-17.394416,-66.137250, Calle Cochabamba #2369, Las Cuadras, D11
-17.387454,-66.145529, Calle Saturnino #2370, Alalay, D11
-17.380398,-66.138465, Calle Arce #2371, Muyurina, D11
-17.380402,-66.134014, Calle Roma #2372, Las Cuadras, D11
-17.389141,-66.147415, Calle Ork’o #2373, Alalay, D11
-17.393145,-66.141852, Calle Cochabamba #2374, Muyurina, D11
-17.378301,-66.138718, Calle Saturnino #2375, Las Cuadras, D11
-17.385704,-66.141260, Calle Arce #2376, Alalay, D11
-17.382124,-66.150853, Calle Roma #2377, Muyurina, D11
-17.383993,-66.144041, Calle Ork’o #2378, Las Cuadras, D11
-17.377582,-66.143330, Calle Cochabamba #2379, Alalay, D11
-17.381458,-66.142742, Calle Saturnino #2380, Muyurina, D11
-17.388314,-66.137911, Calle Arce #2381, Las Cuadras, D11
-17.378892,-66.147573, Calle Roma #2382, Alalay, D11
-17.395259,-66.132688, Calle Ork’o #2383, Muyurina, D11
-17.384357,-66.147384, Calle Cochabamba #2384, Las Cuadras, D11
-17.387054,-66.141594, Calle Saturnino #2385, Alalay, D11
-17.385065,-66.146340, Calle Arce #2386, Muyurina, D11
-17.381882,-66.143584, Calle Roma #2387, Las Cuadras, D11
-17.379504,-66.142095, Calle Ork’o #2388, Alalay, D11
-17.388050,-66.138345, Calle Cochabamba #2389, Muyurina, D11
-17.377477,-66.132637, Calle Saturnino #2390, Las Cuadras, D11
-17.388448,-66.135680, Calle Arce #2391, Alalay, D11
-17.397928,-66.145524, Calle Roma #2392, Muyurina, D11
-17.379404,-66.137942, Calle Ork’o #2393, Las Cuadras, D11
-17.380099,-66.146124, Calle Cochabamba #2394, Alalay, D11
-17.380789,-66.146221, Calle Saturnino #2395, Muyurina, D11
-17.383887,-66.143177, Calle Arce #2396, Las Cuadras, D11
-17.388102,-66.141145, Calle Roma #2397, Alalay, D11
-17.392306,-66.132163, Calle Ork’o #2398, Muyurina, D11
-17.380743,-66.150712, Calle Cochabamba #2399, Las Cuadras, D11
-17.395191,-66.135125, Calle Saturnino #2400, Alalay, D11
-17.390469,-66.147361, Calle Arce #2401, Muyurina, D11
-17.389506,-66.143953, Calle Roma #2402, Las Cuadras, D11
-17.381853,-66.135711, Calle Ork’o #2403, Alalay, D11
-17.378607,-66.142767, Calle Cochabamba #2404, Muyurina, D11
-17.376126,-66.137069, Calle Saturnino #2405, Las Cuadras, D11
-17.386081,-66.147147, Calle Arce #2406, Alalay, D11
-17.396231,-66.136901, Calle Roma #2407, Muyurina, D11
-17.378423,-66.140633, Calle Ork’o #2408, Las Cuadras, D11
-17.387184,-66.145280, Calle Cochabamba #2409, Alalay, D11
-17.382013,-66.138997, Calle Saturnino #2410, Muyurina, D11
-17.381142,-66.144434, Calle Arce #2411, Las Cuadras, D11
-17.380444,-66.143103, Calle Roma #2412, Alalay, D11
-17.389374,-66.141195, Calle Ork’o #2413, Muyurina, D11
-17.397844,-66.146619, Calle Cochabamba #2414, Las Cuadras, D11
-17.396298,-66.133435, Calle Saturnino #2415, Alalay, D11
-17.383555,-66.140440, Calle Arce #2416, Muyurina, D11
-17.379508,-66.145169, Calle Roma #2417, Las Cuadras, D11
-17.391651,-66.146368, Calle Ork’o #2418, Alalay, D11
-17.383936,-66.143928, Calle Cochabamba #2419, Muyurina, D11
-17.384336,-66.139548, Calle Saturnino #2420, Las Cuadras, D11
-17.390971,-66.136610, Calle Arce #2421, Alalay, D11
-17.385230,-66.144159, Calle Roma #2422, Muyurina, D11
-17.389829,-66.136890, Calle Ork’o #2423, Las Cuadras, D11
-17.396863,-66.140906, Calle Cochabamba #2424, Alalay, D11
-17.389354,-66.141081, Calle Saturnino #2425, Muyurina, D11
-17.392496,-66.144547, Calle Arce #2426, Las Cuadras, D11
-17.379525,-66.146711, Calle Roma #2427, Alalay, D11
-17.389646,-66.145501, Calle Ork’o #2428, Muyurina, D11
-17.391942,-66.131253, Calle Cochabamba #2429, Las Cuadras, D11
-17.387020,-66.149802, Calle Saturnino #2430, Alalay, D11
-17.381573,-66.149068, Calle Arce #2431, Muyurina, D11
-17.384310,-66.141497, Calle Roma #2432, Las Cuadras, D11
-17.379369,-66.137805, Calle Ork’o #2433, Alalay, D11
-17.382942,-66.140923, Calle Cochabamba #2434, Muyurina, D11
-17.378321,-66.139908, Calle Saturnino #2435, Las Cuadras, D11
-17.384829,-66.148494, Calle Arce #2436, Alalay, D11
-17.379329,-66.135412, Calle Roma #2437, Muyurina, D11
-17.394901,-66.135936, Calle Ork’o #2438, Las Cuadras, D11
-17.380258,-66.133446, Calle Cochabamba #2439, Alalay, D11
-17.386434,-66.139144, Calle Saturnino #2440, Muyurina, D11
-17.378957,-66.143841, Calle Arce #2441, Las Cuadras, D11
-17.389503,-66.133103, Calle Roma #2442, Alalay, D11
-17.380066,-66.139251, Calle Ork’o #2443, Muyurina, D11
-17.390796,-66.132564, Calle Cochabamba #2444, Las Cuadras, D11
-17.397024,-66.137916, Calle Saturnino #2445, Alalay, D11
-17.380820,-66.133637, Calle Arce #2446, Muyurina, D11
-17.375950,-66.135620, Calle Roma #2447, Las Cuadras, D11
-17.390140,-66.135174, Calle Ork’o #2448, Alalay, D11
-17.382553,-66.143425, Calle Cochabamba #2449, Muyurina, D11
-17.385183,-66.140785, Calle Saturnino #2450, Las Cuadras, D11
-17.383789,-66.148425, Calle Arce #2451, Alalay, D11
-17.397576,-66.142009, Calle Roma #2452, Muyurina, D11
-17.389368,-66.134777, Calle Ork’o #2453, Las Cuadras, D11
-17.390650,-66.132655, Calle Cochabamba #2454, Alalay, D11
-17.392933,-66.139101, Calle Saturnino #2455, Muyurina, D11
-17.381558,-66.137841, Calle Arce #2456, Las Cuadras, D11
-17.389546,-66.141481, Calle Roma #2457, Alalay, D11
-17.389710,-66.132877, Calle Ork’o #2458, Muyurina, D11
-17.390945,-66.145893, Calle Cochabamba #2459, Las Cuadras, D11
-17.381337,-66.136501, Calle Saturnino #2460, Alalay, D11
-17.376471,-66.136543, Calle Arce #2461, Muyurina, D11
-17.396204,-66.146843, Calle Roma #2462, Las Cuadras, D11
-17.384215,-66.143553, Calle Ork’o #2463, Alalay, D11
-17.389302,-66.136813, Calle Cochabamba #2464, Muyurina, D11
-17.391799,-66.136334, Calle Saturnino #2465, Las Cuadras, D11
-17.389360,-66.135874, Calle Arce #2466, Alalay, D11
-17.394829,-66.144417, Calle Roma #2467, Muyurina, D11
-17.377266,-66.135684, Calle Ork’o #2468, Las Cuadras, D11
-17.389333,-66.145795, Calle Cochabamba #2469, Alalay, D11
-17.394186,-66.137447, Calle Saturnino #2470, Muyurina, D11
-17.389563,-66.133942, Calle Arce #2471, Las Cuadras, D11
-17.384207,-66.149880, Calle Roma #2472, Alalay, D11
-17.396627,-66.142708, Calle Ork’o #2473, Muyurina, D11
-17.393704,-66.140615, Calle Cochabamba #2474, Las Cuadras, D11
-17.383778,-66.142876, Calle Saturnino #2475, Alalay, D11
-17.378005,-66.139631, Calle Arce #2476, Muyurina, D11
-17.390355,-66.133218, Calle Roma #2477, Las Cuadras, D11
-17.382501,-66.147374, Calle Ork’o #2478, Alalay, D11
-17.387168,-66.145405, Calle Cochabamba #2479, Muyurina, D11
-17.396795,-66.137633, Calle Saturnino #2480, Las Cuadras, D11
-17.379026,-66.144312, Calle Arce #2481, Alalay, D11
-17.379775,-66.130761, Calle Roma #2482, Muyurina, D11
-17.383700,-66.139840, Calle Ork’o #2483, Las Cuadras, D11
-17.381026,-66.138346, Calle Cochabamba #2484, Alalay, D11
-17.377547,-66.134738, Calle Saturnino #2485, Muyurina, D11
-17.394046,-66.142985, Calle Arce #2486, Las Cuadras, D11
-17.394343,-66.141186, Calle Roma #2487, Alalay, D11
-17.395086,-66.145245, Calle Ork’o #2488, Muyurina, D11
-17.379960,-66.137275, Calle Cochabamba #2489, Las Cuadras, D11
-17.385058,-66.141005, Calle Saturnino #2490, Alalay, D11
-17.386553,-66.143689, Calle Arce #2491, Muyurina, D11
-17.389359,-66.142249, Calle Roma #2492, Las Cuadras, D11
-17.395216,-66.135516, Calle Ork’o #2493, Alalay, D11
-17.377422,-66.142086, Calle Cochabamba #2494, Muyurina, D11
-17.389008,-66.134480, Calle Saturnino #2495, Las Cuadras, D11
-17.395206,-66.145975, Calle Arce #2496, Alalay, D11
-17.378851,-66.148080, Calle Roma #2497, Muyurina, D11
-17.398013,-66.147183, Calle Ork’o #2498, Las Cuadras, D11
-17.395274,-66.148210, Calle Cochabamba #2499, Alalay, D11
-17.385435,-66.144805, Calle Saturnino #2500, Muyurina, D11
-17.381995,-66.142117, Calle Arce #2501, Las Cuadras, D11
-17.391038,-66.137752, Calle Roma #2502, Alalay, D11
-17.380572,-66.130871, Calle Ork’o #2503, Muyurina, D11
-17.378444,-66.143047, Calle Cochabamba #2504, Las Cuadras, D11
-17.382232,-66.142710, Calle Saturnino #2505, Alalay, D11
-17.380622,-66.130516, Calle Arce #2506, Muyurina, D11
-17.396652,-66.143667, Calle Roma #2507, Las Cuadras, D11
-17.385799,-66.148942, Calle Ork’o #2508, Alalay, D11
-17.375225,-66.133227, Calle Cochabamba #2509, Muyurina, D11
-17.397221,-66.146772, Calle Saturnino #2510, Las Cuadras, D11
-17.381304,-66.134368, Calle Arce #2511, Alalay, D11
-17.389592,-66.134980, Calle Roma #2512, Muyurina, D11
-17.383829,-66.146680, Calle Ork’o #2513, Las Cuadras, D11
-17.393155,-66.142926, Calle Cochabamba #2514, Alalay, D11
-17.386429,-66.142580, Calle Saturnino #2515, Muyurina, D11
-17.396041,-66.133912, Calle Arce #2516, Las Cuadras, D11
-17.392220,-66.134389, Calle Roma #2517, Alalay, D11
-17.381967,-66.148900, Calle Ork’o #2518, Muyurina, D11
-17.381424,-66.146686, Calle Cochabamba #2519, Las Cuadras, D11
-17.391837,-66.137370, Calle Saturnino #2520, Alalay, D11
-17.383581,-66.142649, Calle Arce #2521, Muyurina, D11
-17.395731,-66.145969, Calle Roma #2522, Las Cuadras, D11
-17.388530,-66.149648, Calle Ork’o #2523, Alalay, D11
-17.396381,-66.143990, Calle Cochabamba #2524, Muyurina, D11
-17.375117,-66.135002, Calle Saturnino #2525, Las Cuadras, D11
-17.390938,-66.132094, Calle Arce #2526, Alalay, D11
-17.396469,-66.137713, Calle Roma #2527, Muyurina, D11
-17.387145,-66.146487, Calle Ork’o #2528, Las Cuadras, D11
-17.397792,-66.140786, Calle Cochabamba #2529, Alalay, D11
-17.397495,-66.139074, Calle Saturnino #2530, Muyurina, D11
-17.379595,-66.149662, Calle Arce #2531, Las Cuadras, D11
-17.394942,-66.144661, Calle Roma #2532, Alalay, D11
-17.380042,-66.140158, Calle Ork’o #2533, Muyurina, D11
-17.391398,-66.137970, Calle Cochabamba #2534, Las Cuadras, D11
-17.391180,-66.148405, Calle Saturnino #2535, Alalay, D11
-17.378227,-66.131147, Calle Arce #2536, Muyurina, D11
-17.392935,-66.135620, Calle Roma #2537, Las Cuadras, D11
-17.383859,-66.149721, Calle Ork’o #2538, Alalay, D11
-17.391749,-66.146812, Calle Cochabamba #2539, Muyurina, D11
-17.395476,-66.143993, Calle Saturnino #2540, Las Cuadras, D11
-17.386165,-66.140835, Calle Arce #2541, Alalay, D11
-17.396573,-66.144317, Calle Roma #2542, Muyurina, D11
-17.385981,-66.141354, Calle Ork’o #2543, Las Cuadras, D11
-17.396146,-66.142389, Calle Cochabamba #2544, Alalay, D11
-17.379992,-66.149876, Calle Saturnino #2545, Muyurina, D11
-17.393275,-66.142830, Calle Arce #2546, Las Cuadras, D11
-17.385431,-66.146147, Calle Roma #2547, Alalay, D11
-17.390855,-66.133497, Calle Ork’o #2548, Muyurina, D11
-17.378809,-66.144174, Calle Cochabamba #2549, Las Cuadras, D11
-17.379982,-66.145827, Calle Saturnino #2550, Alalay, D11
-17.376716,-66.131682, Calle Arce #2551, Muyurina, D11
-17.381072,-66.140543, Calle Roma #2552, Las Cuadras, D11
-17.389655,-66.140982, Calle Ork’o #2553, Alalay, D11
-17.386536,-66.146067, Calle Cochabamba #2554, Muyurina, D11
-17.377625,-66.136024, Calle Saturnino #2555, Las Cuadras, D11
-17.379221,-66.135556, Calle Arce #2556, Alalay, D11
-17.378690,-66.135261, Calle Roma #2557, Muyurina, D11
-17.386407,-66.144715, Calle Ork’o #2558, Las Cuadras, D11
-17.393045,-66.130941, Calle Cochabamba #2559, Alalay, D11
-17.393497,-66.132930, Calle Saturnino #2560, Muyurina, D11
-17.388867,-66.136154, Calle Arce #2561, Las Cuadras, D11
-17.388380,-66.146865, Calle Roma #2562, Alalay, D11
-17.383068,-66.144207, Calle Ork’o #2563, Muyurina, D11
-17.380448,-66.146969, Calle Cochabamba #2564, Las Cuadras, D11
-17.387640,-66.149514, Calle Saturnino #2565, Alalay, D11
-17.392865,-66.145114, Calle Arce #2566, Muyurina, D11
-17.395834,-66.129016, Calle Roma #2567, Las Cuadras, D11
-17.395313,-66.134597, Calle Ork’o #2568, Alalay, D11
-17.388486,-66.139026, Calle Cochabamba #2569, Muyurina, D11
-17.391367,-66.135358, Calle Saturnino #2570, Las Cuadras, D11
-17.379825,-66.143978, Calle Arce #2571, Alalay, D11
-17.396222,-66.139192, Calle Roma #2572, Muyurina, D11
-17.381867,-66.140509, Calle Ork’o #2573, Las Cuadras, D11
-17.381292,-66.141278, Calle Cochabamba #2574, Alalay, D11
-17.385638,-66.144667, Calle Saturnino #2575, Muyurina, D11
-17.393636,-66.142871, Calle Arce #2576, Las Cuadras, D11
-17.396436,-66.132137, Calle Roma #2577, Alalay, D11
-17.379826,-66.151539, Calle Ork’o #2578, Muyurina, D11
-17.392155,-66.146516, Calle Cochabamba #2579, Las Cuadras, D11
-17.394883,-66.142080, Calle Saturnino #2580, Alalay, D11
-17.397147,-66.146717, Calle Arce #2581, Muyurina, D11
-17.382761,-66.147834, Calle Roma #2582, Las Cuadras, D11
-17.393993,-66.145555, Calle Ork’o #2583, Alalay, D11
-17.380678,-66.151182, Calle Cochabamba #2584, Muyurina, D11
-17.386039,-66.140441, Calle Saturnino #2585, Las Cuadras, D11
-17.393940,-66.142713, Calle Arce #2586, Alalay, D11
-17.389714,-66.139489, Calle Roma #2587, Muyurina, D11
-17.389670,-66.138468, Calle Ork’o #2588, Las Cuadras, D11
-17.395367,-66.133914, Calle Cochabamba #2589, Alalay, D11
-17.390635,-66.134595, Calle Saturnino #2590, Muyurina, D11
-17.393321,-66.148739, Calle Arce #2591, Las Cuadras, D11
-17.377510,-66.132338, Calle Roma #2592, Alalay, D11
-17.377296,-66.141411, Calle Ork’o #2593, Muyurina, D11
-17.396183,-66.142731, Calle Cochabamba #2594, Las Cuadras, D11
-17.384320,-66.139923, Calle Saturnino #2595, Alalay, D11
-17.385212,-66.150430, Calle Arce #2596, Muyurina, D11
-17.392703,-66.148455, Calle Roma #2597, Las Cuadras, D11
-17.378690,-66.140658, Calle Ork’o #2598, Alalay, D11
-17.379356,-66.147209, Calle Cochabamba #2599, Muyurina, D11
-17.397887,-66.140480, Calle Saturnino #2600, Las Cuadras, D11
-17.395399,-66.129836, Calle Arce #2601, Alalay, D11
-17.384451,-66.150509, Calle Roma #2602, Muyurina, D11
-17.383455,-66.149993, Calle Ork’o #2603, Las Cuadras, D11
-17.379149,-66.139015, Calle Cochabamba #2604, Alalay, D11
-17.381759,-66.144928, Calle Saturnino #2605, Muyurina, D11
-17.375609,-66.135435, Calle Arce #2606, Las Cuadras, D11
-17.393587,-66.132975, Calle Roma #2607, Alalay, D11
-17.396149,-66.137004, Calle Ork’o #2608, Muyurina, D11
-17.389989,-66.148721, Calle Cochabamba #2609, Las Cuadras, D11
-17.377476,-66.139822, Calle Saturnino #2610, Alalay, D11
-17.391883,-66.141354, Calle Arce #2611, Muyurina, D11
-17.389587,-66.145569, Calle Roma #2612, Las Cuadras, D11
-17.394664,-66.145559, Calle Ork’o #2613, Alalay, D11
-17.393486,-66.146443, Calle Cochabamba #2614, Muyurina, D11
-17.376565,-66.135268, Calle Saturnino #2615, Las Cuadras, D11
-17.374545,-66.134295, Calle Arce #2616, Alalay, D11
-17.377820,-66.140935, Calle Roma #2617, Muyurina, D11
-17.381492,-66.146140, Calle Ork’o #2618, Las Cuadras, D11
-17.396998,-66.143268, Calle Cochabamba #2619, Alalay, D11
-17.387634,-66.145245, Calle Saturnino #2620, Muyurina, D11
-17.390730,-66.143822, Calle Arce #2621, Las Cuadras, D11
-17.381548,-66.150819, Calle Roma #2622, Alalay, D11
-17.386574,-66.140531, Calle Ork’o #2623, Muyurina, D11
-17.378576,-66.134693, Calle Cochabamba #2624, Las Cuadras, D11
-17.390034,-66.149349, Calle Saturnino #2625, Alalay, D11
-17.382799,-66.150370, Calle Arce #2626, Muyurina, D11
-17.387241,-66.137801, Calle Roma #2627, Las Cuadras, D11
-17.388727,-66.145078, Calle Ork’o #2628, Alalay, D11
-17.376522,-66.131810, Calle Cochabamba #2629, Muyurina, D11
-17.390436,-66.136551, Calle Saturnino #2630, Las Cuadras, D11
-17.390322,-66.144408, Calle Arce #2631, Alalay, D11
-17.384688,-66.140558, Calle Roma #2632, Muyurina, D11
-17.386508,-66.149529, Calle Ork’o #2633, Las Cuadras, D11
-17.376780,-66.132684, Calle Cochabamba #2634, Alalay, D11
-17.384674,-66.141797, Calle Saturnino #2635, Muyurina, D11
-17.395311,-66.130412, Calle Arce #2636, Las Cuadras, D11
-17.384326,-66.145542, Calle Roma #2637, Alalay, D11
-17.391367,-66.140938, Calle Ork’o #2638, Muyurina, D11
-17.385460,-66.138961, Calle Cochabamba #2639, Las Cuadras, D11
-17.382376,-66.146646, Calle Saturnino #2640, Alalay, D11
-17.393393,-66.145486, Calle Arce #2641, Muyurina, D11
-17.397899,-66.141860, Calle Roma #2642, Las Cuadras, D11
-17.386925,-66.148113, Calle Ork’o #2643, Alalay, D11
-17.390355,-66.146475, Calle Cochabamba #2644, Muyurina, D11
-17.381701,-66.134016, Calle Saturnino #2645, Las Cuadras, D11
-17.382582,-66.144501, Calle Arce #2646, Alalay, D11
-17.383381,-66.141616, Calle Roma #2647, Muyurina, D11
-17.382376,-66.147884, Calle Ork’o #2648, Las Cuadras, D11
-17.387926,-66.146320, Calle Cochabamba #2649, Alalay, D11
-17.375310,-66.134675, Calle Saturnino #2650, Muyurina, D11
-17.383964,-66.143744, Calle Arce #2651, Las Cuadras, D11
-17.393597,-66.136015, Calle Roma #2652, Alalay, D11
-17.380785,-66.139909, Calle Ork’o #2653, Muyurina, D11
-17.396387,-66.140178, Calle Cochabamba #2654, Las Cuadras, D11
-17.397366,-66.146402, Calle Saturnino #2655, Alalay, D11
-17.387784,-66.136737, Calle Arce #2656, Muyurina, D11
-17.378609,-66.139517, Calle Roma #2657, Las Cuadras, D11
-17.391742,-66.134823, Calle Ork’o #2658, Alalay, D11
-17.386208,-66.147155, Calle Cochabamba #2659, Muyurina, D11
-17.393415,-66.135405, Calle Saturnino #2660, Las Cuadras, D11
-17.381729,-66.150680, Calle Arce #2661, Alalay, D11
-17.390116,-66.148772, Calle Roma #2662, Muyurina, D11
-17.390103,-66.134420, Calle Ork’o #2663, Las Cuadras, D11
-17.386772,-66.142630, Calle Cochabamba #2664, Alalay, D11
-17.393937,-66.129681, Calle Saturnino #2665, Muyurina, D11
-17.397916,-66.146444, Calle Arce #2666, Las Cuadras, D11
-17.393581,-66.147890, Calle Roma #2667, Alalay, D11
-17.393540,-66.130051, Calle Ork’o #2668, Muyurina, D11
-17.380582,-66.142944, Calle Cochabamba #2669, Las Cuadras, D11
-17.395428,-66.141344, Calle Saturnino #2670, Alalay, D11
-17.392595,-66.134624, Calle Arce #2671, Muyurina, D11
-17.391379,-66.149259, Calle Roma #2672, Las Cuadras, D11
-17.396931,-66.143152, Calle Ork’o #2673, Alalay, D11
-17.391752,-66.134319, Calle Cochabamba #2674, Muyurina, D11
-17.378899,-66.145589, Calle Saturnino #2675, Las Cuadras, D11
-17.388053,-66.140526, Calle Arce #2676, Alalay, D11
-17.380277,-66.144550, Calle Roma #2677, Muyurina, D11
-17.393387,-66.148643, Calle Ork’o #2678, Las Cuadras, D11
-17.377454,-66.141605, Calle Cochabamba #2679, Alalay, D11
-17.391898,-66.132502, Calle Saturnino #2680, Muyurina, D11
-17.395053,-66.130234, Calle Arce #2681, Las Cuadras, D11
-17.384919,-66.143720, Calle Roma #2682, Alalay, D11
-17.393291,-66.142368, Calle Ork’o #2683, Muyurina, D11
-17.375335,-66.133240, Calle Cochabamba #2684, Las Cuadras, D11
-17.384765,-66.148926, Calle Saturnino #2685, Alalay, D11
-17.397555,-66.147134, Calle Arce #2686, Muyurina, D11
-17.395436,-66.140208, Calle Roma #2687, Las Cuadras, D11
