-17.452167,-66.107179, Calle El Alto #100, Valle Hermoso Sur, D14
-17.445536,-66.106932, Calle Ferroviaria #3622, Valle Hermoso Sur, D14
-17.439578,-66.106064, Calle El Inca #3623, Pukara Sur, D14
-17.446978,-66.114118, Calle Andes #3624, Ch’aqui Mayu, D14
-17.432714,-66.106049, Calle El Alto #3625, Valle Hermoso Sur, D14
-17.443578,-66.106423, Calle Villa San Miguel #3626, Pukara Sur, D14
-17.430369,-66.111282, Calle Ferroviaria #3627, Ch’aqui Mayu, D14
-17.443457,-66.108651, Calle El Inca #3628, Valle Hermoso Sur, D14
-17.432899,-66.106631, Calle Andes #3629, Pukara Sur, D14
-17.436986,-66.108978, Calle El Alto #3630, Ch’aqui Mayu, D14
-17.444632,-66.118139, Calle Villa San Miguel #3631, Valle Hermoso Sur, D14
-17.447838,-66.109389, Calle Ferroviaria #3632, Pukara Sur, D14
-17.434851,-66.103531, Calle El Inca #3633, Ch’aqui Mayu, D14
-17.427426,-66.113850, Calle Andes #3634, Valle Hermoso Sur, D14
-17.449704,-66.113411, Calle El Alto #3635, Pukara Sur, D14
-17.444694,-66.108521, Calle Villa San Miguel #3636, Ch’aqui Mayu, D14
-17.431924,-66.114489, Calle Ferroviaria #3637, Valle Hermoso Sur, D14
-17.446346,-66.110966, Calle El Inca #3638, Pukara Sur, D14
-17.442764,-66.110331, Calle Andes #3639, Ch’aqui Mayu, D14
-17.450408,-66.114654, Calle El Alto #3640, Valle Hermoso Sur, D14
-17.443393,-66.109427, Calle Villa San Miguel #3641, Pukara Sur, D14
-17.443423,-66.108215, Calle Ferroviaria #3642, Ch’aqui Mayu, D14
-17.441127,-66.113222, Calle El Inca #3643, Valle Hermoso Sur, D14
-17.437931,-66.110619, Calle Andes #3644, Pukara Sur, D14
-17.439435,-66.108698, Calle El Alto #3645, Ch’aqui Mayu, D14
-17.438190,-66.112675, Calle Villa San Miguel #3646, Valle Hermoso Sur, D14
-17.450232,-66.111980, Calle Ferroviaria #3647, Pukara Sur, D14
-17.450357,-66.107693, Calle El Inca #3648, Ch’aqui Mayu, D14
-17.442332,-66.118094, Calle Andes #3649, Valle Hermoso Sur, D14
-17.449294,-66.110094, Calle El Alto #3650, Pukara Sur, D14
-17.456114,-66.116330, Calle Villa San Miguel #3651, Ch’aqui Mayu, D14
-17.440840,-66.115452, Calle Ferroviaria #3652, Valle Hermoso Sur, D14
-17.424205,-66.113120, Calle El Inca #3653, Pukara Sur, D14
-17.444804,-66.115366, Calle Andes #3654, Ch’aqui Mayu, D14
-17.439489,-66.112279, Calle El Alto #3655, Valle Hermoso Sur, D14
-17.424199,-66.113057, Calle Villa San Miguel #3656, Pukara Sur, D14
-17.421611,-66.110845, Calle Ferroviaria #3657, Ch’aqui Mayu, D14
-17.438105,-66.107228, Calle El Inca #3658, Valle Hermoso Sur, D14
-17.452062,-66.107213, Calle Andes #3659, Pukara Sur, D14
-17.439023,-66.110089, Calle El Alto #3660, Ch’aqui Mayu, D14
-17.445765,-66.110084, Calle Villa San Miguel #3661, Valle Hermoso Sur, D14
-17.440311,-66.116935, Calle Ferroviaria #3662, Pukara Sur, D14
-17.450796,-66.109301, Calle El Inca #3663, Ch’aqui Mayu, D14
-17.433290,-66.105187, Calle Andes #3664, Valle Hermoso Sur, D14
-17.425116,-66.108171, Calle El Alto #3665, Pukara Sur, D14
-17.440624,-66.106188, Calle Villa San Miguel #3666, Ch’aqui Mayu, D14
-17.456335,-66.113366, Calle Ferroviaria #3667, Valle Hermoso Sur, D14
-17.439938,-66.116798, Calle El Inca #3668, Pukara Sur, D14
-17.448084,-66.113172, Calle Andes #3669, Ch’aqui Mayu, D14
-17.440916,-66.117005, Calle El Alto #3670, Valle Hermoso Sur, D14
-17.434998,-66.113372, Calle Villa San Miguel #3671, Pukara Sur, D14
-17.455787,-66.113072, Calle Ferroviaria #3672, Ch’aqui Mayu, D14
-17.433931,-66.115595, Calle El Inca #3673, Valle Hermoso Sur, D14
-17.430010,-66.106442, Calle Andes #3674, Pukara Sur, D14
-17.432240,-66.114008, Calle El Alto #3675, Ch’aqui Mayu, D14
-17.445578,-66.114789, Calle Villa San Miguel #3676, Valle Hermoso Sur, D14
-17.447393,-66.113617, Calle Ferroviaria #3677, Pukara Sur, D14
-17.449168,-66.109907, Calle El Inca #3678, Ch’aqui Mayu, D14
-17.451878,-66.112429, Calle Andes #3679, Valle Hermoso Sur, D14
-17.440286,-66.104859, Calle El Alto #3680, Pukara Sur, D14
-17.440795,-66.114432, Calle Villa San Miguel #3681, Ch’aqui Mayu, D14
-17.431506,-66.104751, Calle Ferroviaria #3682, Valle Hermoso Sur, D14
-17.437840,-66.112229, Calle El Inca #3683, Pukara Sur, D14
-17.449281,-66.113188, Calle Andes #3684, Ch’aqui Mayu, D14
-17.430142,-66.109797, Calle El Alto #3685, Valle Hermoso Sur, D14
-17.453396,-66.116938, Calle Villa San Miguel #3686, Pukara Sur, D14
-17.442576,-66.104799, Calle Ferroviaria #3687, Ch’aqui Mayu, D14
-17.439020,-66.117325, Calle El Inca #3688, Valle Hermoso Sur, D14
-17.450651,-66.117074, Calle Andes #3689, Pukara Sur, D14
-17.430916,-66.111537, Calle El Alto #3690, Ch’aqui Mayu, D14
-17.440288,-66.118199, Calle Villa San Miguel #3691, Valle Hermoso Sur, D14
-17.451043,-66.115606, Calle Ferroviaria #3692, Pukara Sur, D14
-17.436286,-66.111444, Calle El Inca #3693, Ch’aqui Mayu, D14
-17.437918,-66.114232, Calle Andes #3694, Valle Hermoso Sur, D14
-17.439402,-66.113587, Calle El Alto #3695, Pukara Sur, D14
-17.452435,-66.112053, Calle Villa San Miguel #3696, Ch’aqui Mayu, D14
-17.450100,-66.107923, Calle Ferroviaria #3697, Valle Hermoso Sur, D14
-17.450682,-66.109463, Calle El Inca #3698, Pukara Sur, D14
-17.434480,-66.106493, Calle Andes #3699, Ch’aqui Mayu, D14
-17.448101,-66.109514, Calle El Alto #3700, Valle Hermoso Sur, D14
-17.443594,-66.112594, Calle Villa San Miguel #3701, Pukara Sur, D14
-17.447794,-66.106883, Calle Ferroviaria #3702, Ch’aqui Mayu, D14
-17.436926,-66.106045, Calle El Inca #3703, Valle Hermoso Sur, D14
-17.438258,-66.112901, Calle Andes #3704, Pukara Sur, D14
-17.436694,-66.104361, Calle El Alto #3705, Ch’aqui Mayu, D14
-17.434432,-66.115527, Calle Villa San Miguel #3706, Valle Hermoso Sur, D14
-17.428288,-66.114648, Calle Ferroviaria #3707, Pukara Sur, D14
-17.444335,-66.116757, Calle El Inca #3708, Ch’aqui Mayu, D14
-17.431840,-66.114407, Calle Andes #3709, Valle Hermoso Sur, D14
-17.435008,-66.110239, Calle El Alto #3710, Pukara Sur, D14
-17.433463,-66.104521, Calle Villa San Miguel #3711, Ch’aqui Mayu, D14
-17.433197,-66.111286, Calle Ferroviaria #3712, Valle Hermoso Sur, D14
-17.434102,-66.107363, Calle El Inca #3713, Pukara Sur, D14
-17.450924,-66.114127, Calle Andes #3714, Ch’aqui Mayu, D14
-17.456094,-66.111064, Calle El Alto #3715, Valle Hermoso Sur, D14
-17.442524,-66.117184, Calle Villa San Miguel #3716, Pukara Sur, D14
-17.444176,-66.108860, Calle Ferroviaria #3717, Ch’aqui Mayu, D14
-17.451502,-66.111597, Calle El Inca #3718, Valle Hermoso Sur, D14
-17.427436,-66.115344, Calle Andes #3719, Pukara Sur, D14
-17.436902,-66.106548, Calle El Alto #3720, Ch’aqui Mayu, D14
-17.436679,-66.113436, Calle Villa San Miguel #3721, Valle Hermoso Sur, D14
-17.439830,-66.115456, Calle Ferroviaria #3722, Pukara Sur, D14
-17.450597,-66.113481, Calle El Inca #3723, Ch’aqui Mayu, D14
-17.447016,-66.105491, Calle Andes #3724, Valle Hermoso Sur, D14
-17.426510,-66.114339, Calle El Alto #3725, Pukara Sur, D14
-17.440474,-66.106738, Calle Villa San Miguel #3726, Ch’aqui Mayu, D14
-17.445911,-66.117192, Calle Ferroviaria #3727, Valle Hermoso Sur, D14
-17.438365,-66.115426, Calle El Inca #3728, Pukara Sur, D14
-17.439236,-66.114742, Calle Andes #3729, Ch’aqui Mayu, D14
-17.442183,-66.111724, Calle El Alto #3730, Valle Hermoso Sur, D14
-17.446762,-66.110297, Calle Villa San Miguel #3731, Pukara Sur, D14
-17.441307,-66.114093, Calle Ferroviaria #3732, Ch’aqui Mayu, D14
-17.433835,-66.105331, Calle El Inca #3733, Valle Hermoso Sur, D14
-17.433951,-66.110005, Calle Andes #3734, Pukara Sur, D14
-17.446597,-66.109915, Calle El Alto #3735, Ch’aqui Mayu, D14
-17.458333,-66.115600, Calle Villa San Miguel #3736, Valle Hermoso Sur, D14
-17.426194,-66.109793, Calle Ferroviaria #3737, Pukara Sur, D14
-17.454928,-66.112639, Calle El Inca #3738, Ch’aqui Mayu, D14
-17.438862,-66.113239, Calle Andes #3739, Valle Hermoso Sur, D14
-17.442099,-66.108443, Calle El Alto #3740, Pukara Sur, D14
-17.445194,-66.107063, Calle Villa San Miguel #3741, Ch’aqui Mayu, D14
-17.450082,-66.113005, Calle Ferroviaria #3742, Valle Hermoso Sur, D14
-17.438677,-66.107418, Calle El Inca #3743, Pukara Sur, D14
-17.442946,-66.108653, Calle Andes #3744, Ch’aqui Mayu, D14
-17.423686,-66.112500, Calle El Alto #3745, Valle Hermoso Sur, D14
-17.425192,-66.112123, Calle Villa San Miguel #3746, Pukara Sur, D14
-17.429843,-66.115034, Calle Ferroviaria #3747, Ch’aqui Mayu, D14
-17.447345,-66.114799, Calle El Inca #3748, Valle Hermoso Sur, D14
-17.428722,-66.106802, Calle Andes #3749, Pukara Sur, D14
-17.436765,-66.115976, Calle El Alto #3750, Ch’aqui Mayu, D14
-17.443803,-66.109587, Calle Villa San Miguel #3751, Valle Hermoso Sur, D14
-17.428287,-66.110011, Calle Ferroviaria #3752, Pukara Sur, D14
-17.444211,-66.116319, Calle El Inca #3753, Ch’aqui Mayu, D14
-17.442647,-66.105130, Calle Andes #3754, Valle Hermoso Sur, D14
-17.440605,-66.105182, Calle El Alto #3755, Pukara Sur, D14
-17.428691,-66.107812, Calle Villa San Miguel #3756, Ch’aqui Mayu, D14
-17.431111,-66.110766, Calle Ferroviaria #3757, Valle Hermoso Sur, D14
-17.434409,-66.110615, Calle El Inca #3758, Pukara Sur, D14
-17.446533,-66.107441, Calle Andes #3759, Ch’aqui Mayu, D14
-17.444686,-66.107286, Calle El Alto #3760, Valle Hermoso Sur, D14
-17.438750,-66.106106, Calle Villa San Miguel #3761, Pukara Sur, D14
-17.438769,-66.108737, Calle Ferroviaria #3762, Ch’aqui Mayu, D14
-17.437725,-66.104485, Calle El Inca #3763, Valle Hermoso Sur, D14
-17.427524,-66.113401, Calle Andes #3764, Pukara Sur, D14
-17.452305,-66.112954, Calle El Alto #3765, Ch’aqui Mayu, D14
-17.439047,-66.111580, Calle Villa San Miguel #3766, Valle Hermoso Sur, D14
-17.431181,-66.109862, Calle Ferroviaria #3767, Pukara Sur, D14
-17.438426,-66.111373, Calle El Inca #3768, Ch’aqui Mayu, D14
-17.436711,-66.106073, Calle Andes #3769, Valle Hermoso Sur, D14
-17.444535,-66.111965, Calle El Alto #3770, Pukara Sur, D14
-17.454253,-66.116950, Calle Villa San Miguel #3771, Ch’aqui Mayu, D14
-17.450174,-66.105846, Calle Ferroviaria #3772, Valle Hermoso Sur, D14
-17.442864,-66.114104, Calle El Inca #3773, Pukara Sur, D14
-17.433792,-66.115164, Calle Andes #3774, Ch’aqui Mayu, D14
-17.442887,-66.116851, Calle El Alto #3775, Valle Hermoso Sur, D14
-17.445407,-66.105319, Calle Villa San Miguel #3776, Pukara Sur, D14
-17.435943,-66.117679, Calle Ferroviaria #3777, Ch’aqui Mayu, D14
-17.434177,-66.105283, Calle El Inca #3778, Valle Hermoso Sur, D14
-17.456692,-66.111052, Calle Andes #3779, Pukara Sur, D14
-17.450499,-66.108361, Calle El Alto #3780, Ch’aqui Mayu, D14
-17.444459,-66.112560, Calle Villa San Miguel #3781, Valle Hermoso Sur, D14
-17.441661,-66.114699, Calle Ferroviaria #3782, Pukara Sur, D14
-17.430368,-66.114398, Calle El Inca #3783, Ch’aqui Mayu, D14
-17.431583,-66.110769, Calle Andes #3784, Valle Hermoso Sur, D14
-17.450682,-66.113599, Calle El Alto #3785, Pukara Sur, D14
-17.431109,-66.111889, Calle Villa San Miguel #3786, Ch’aqui Mayu, D14
-17.432321,-66.112566, Calle Ferroviaria #3787, Valle Hermoso Sur, D14
-17.441068,-66.109324, Calle El Inca #3788, Pukara Sur, D14
-17.447698,-66.105482, Calle Andes #3789, Ch’aqui Mayu, D14
-17.426992,-66.110797, Calle El Alto #3790, Valle Hermoso Sur, D14
-17.441075,-66.104585, Calle Villa San Miguel #3791, Pukara Sur, D14
-17.454887,-66.112744, Calle Ferroviaria #3792, Ch’aqui Mayu, D14
-17.446274,-66.105840, Calle El Inca #3793, Valle Hermoso Sur, D14
-17.436784,-66.114330, Calle Andes #3794, Pukara Sur, D14
-17.441902,-66.107262, Calle El Alto #3795, Ch’aqui Mayu, D14
-17.429758,-66.112672, Calle Villa San Miguel #3796, Valle Hermoso Sur, D14
-17.454696,-66.111002, Calle Ferroviaria #3797, Pukara Sur, D14
-17.433687,-66.113075, Calle El Inca #3798, Ch’aqui Mayu, D14
-17.446969,-66.114410, Calle Andes #3799, Valle Hermoso Sur, D14
-17.443440,-66.106953, Calle El Alto #3800, Pukara Sur, D14
-17.446930,-66.109689, Calle Villa San Miguel #3801, Ch’aqui Mayu, D14
-17.441659,-66.110893, Calle Ferroviaria #3802, Valle Hermoso Sur, D14
-17.439672,-66.110810, Calle El Inca #3803, Pukara Sur, D14
-17.424648,-66.109685, Calle Andes #3804, Ch’aqui Mayu, D14
-17.437744,-66.110923, Calle El Alto #3805, Valle Hermoso Sur, D14
-17.423877,-66.110308, Calle Villa San Miguel #3806, Pukara Sur, D14
-17.438302,-66.107687, Calle Ferroviaria #3807, Ch’aqui Mayu, D14
-17.449512,-66.107386, Calle El Inca #3808, Valle Hermoso Sur, D14
-17.438816,-66.112687, Calle Andes #3809, Pukara Sur, D14
-17.436097,-66.117375, Calle El Alto #3810, Ch’aqui Mayu, D14
-17.450539,-66.107903, Calle Villa San Miguel #3811, Valle Hermoso Sur, D14
-17.444283,-66.114144, Calle Ferroviaria #3812, Pukara Sur, D14
-17.437204,-66.112671, Calle El Inca #3813, Ch’aqui Mayu, D14
-17.442120,-66.110048, Calle Andes #3814, Valle Hermoso Sur, D14
-17.451231,-66.115628, Calle El Alto #3815, Pukara Sur, D14
-17.456068,-66.114491, Calle Villa San Miguel #3816, Ch’aqui Mayu, D14
-17.428603,-66.110813, Calle Ferroviaria #3817, Valle Hermoso Sur, D14
-17.452592,-66.117474, Calle El Inca #3818, Pukara Sur, D14
-17.435610,-66.117565, Calle Andes #3819, Ch’aqui Mayu, D14
-17.456159,-66.113938, Calle El Alto #3820, Valle Hermoso Sur, D14
-17.440149,-66.104930, Calle Villa San Miguel #3821, Pukara Sur, D14
-17.447683,-66.109845, Calle Ferroviaria #3822, Ch’aqui Mayu, D14
-17.445985,-66.111068, Calle El Inca #3823, Valle Hermoso Sur, D14
-17.443690,-66.115897, Calle Andes #3824, Pukara Sur, D14
-17.452692,-66.108693, Calle El Alto #3825, Ch’aqui Mayu, D14
-17.431191,-66.109455, Calle Villa San Miguel #3826, Valle Hermoso Sur, D14
-17.437894,-66.115117, Calle Ferroviaria #3827, Pukara Sur, D14
-17.430525,-66.115100, Calle El Inca #3828, Ch’aqui Mayu, D14
-17.435975,-66.113540, Calle Andes #3829, Valle Hermoso Sur, D14
-17.451595,-66.108922, Calle El Alto #3830, Pukara Sur, D14
-17.432003,-66.107135, Calle Villa San Miguel #3831, Ch’aqui Mayu, D14
-17.431523,-66.107813, Calle Ferroviaria #3832, Valle Hermoso Sur, D14
-17.429902,-66.114818, Calle El Inca #3833, Pukara Sur, D14
-17.441403,-66.105072, Calle Andes #3834, Ch’aqui Mayu, D14
-17.430072,-66.107800, Calle El Alto #3835, Valle Hermoso Sur, D14
-17.448101,-66.108773, Calle Villa San Miguel #3836, Pukara Sur, D14
-17.442022,-66.116060, Calle Ferroviaria #3837, Ch’aqui Mayu, D14
-17.440310,-66.113014, Calle El Inca #3838, Valle Hermoso Sur, D14
-17.430716,-66.108888, Calle Andes #3839, Pukara Sur, D14
-17.439577,-66.117716, Calle El Alto #3840, Ch’aqui Mayu, D14
-17.448544,-66.106819, Calle Villa San Miguel #3841, Valle Hermoso Sur, D14
-17.447569,-66.111854, Calle Ferroviaria #3842, Pukara Sur, D14
-17.423976,-66.112086, Calle El Inca #3843, Ch’aqui Mayu, D14
-17.442682,-66.112672, Calle Andes #3844, Valle Hermoso Sur, D14
-17.452518,-66.115957, Calle El Alto #3845, Pukara Sur, D14
-17.455891,-66.116700, Calle Villa San Miguel #3846, Ch’aqui Mayu, D14
-17.425620,-66.108632, Calle Ferroviaria #3847, Valle Hermoso Sur, D14
-17.450050,-66.112518, Calle El Inca #3848, Pukara Sur, D14
-17.425793,-66.107750, Calle Andes #3849, Ch’aqui Mayu, D14
-17.437015,-66.104305, Calle El Alto #3850, Valle Hermoso Sur, D14
-17.447146,-66.107196, Calle Villa San Miguel #3851, Pukara Sur, D14
-17.430246,-66.112596, Calle Ferroviaria #3852, Ch’aqui Mayu, D14
-17.430463,-66.106021, Calle El Inca #3853, Valle Hermoso Sur, D14
-17.433625,-66.105875, Calle Andes #3854, Pukara Sur, D14
-17.433723,-66.108551, Calle El Alto #3855, Ch’aqui Mayu, D14
-17.436119,-66.109532, Calle Villa San Miguel #3856, Valle Hermoso Sur, D14
-17.439862,-66.118121, Calle Ferroviaria #3857, Pukara Sur, D14
-17.445321,-66.116419, Calle El Inca #3858, Ch’aqui Mayu, D14
-17.450715,-66.109656, Calle Andes #3859, Valle Hermoso Sur, D14
-17.433262,-66.114312, Calle El Alto #3860, Pukara Sur, D14
-17.435523,-66.110182, Calle Villa San Miguel #3861, Ch’aqui Mayu, D14
-17.434182,-66.108520, Calle Ferroviaria #3862, Valle Hermoso Sur, D14
-17.443430,-66.113308, Calle El Inca #3863, Pukara Sur, D14
-17.451815,-66.108885, Calle Andes #3864, Ch’aqui Mayu, D14
-17.434103,-66.106524, Calle El Alto #3865, Valle Hermoso Sur, D14
-17.436983,-66.112199, Calle Villa San Miguel #3866, Pukara Sur, D14
-17.440256,-66.113704, Calle Ferroviaria #3867, Ch’aqui Mayu, D14
-17.442232,-66.112736, Calle El Inca #3868, Valle Hermoso Sur, D14
-17.434478,-66.116340, Calle Andes #3869, Pukara Sur, D14
-17.457567,-66.112292, Calle El Alto #3870, Ch’aqui Mayu, D14
-17.424689,-66.111069, Calle Villa San Miguel #3871, Valle Hermoso Sur, D14
-17.428671,-66.114904, Calle Ferroviaria #3872, Pukara Sur, D14
-17.444841,-66.112421, Calle El Inca #3873, Ch’aqui Mayu, D14
-17.435428,-66.106095, Calle Andes #3874, Valle Hermoso Sur, D14
-17.436243,-66.107640, Calle El Alto #3875, Pukara Sur, D14
-17.455154,-66.110318, Calle Villa San Miguel #3876, Ch’aqui Mayu, D14
-17.452455,-66.111790, Calle Ferroviaria #3877, Valle Hermoso Sur, D14
-17.442272,-66.106864, Calle El Inca #3878, Pukara Sur, D14
-17.441029,-66.105150, Calle Andes #3879, Ch’aqui Mayu, D14
-17.458366,-66.115193, Calle El Alto #3880, Valle Hermoso Sur, D14
-17.442460,-66.114130, Calle Villa San Miguel #3881, Pukara Sur, D14
-17.450534,-66.115383, Calle Ferroviaria #3882, Ch’aqui Mayu, D14
-17.445611,-66.109150, Calle El Inca #3883, Valle Hermoso Sur, D14
-17.433015,-66.112266, Calle Andes #3884, Pukara Sur, D14
-17.426965,-66.110541, Calle El Alto #3885, Ch’aqui Mayu, D14
-17.431813,-66.111469, Calle Villa San Miguel #3886, Valle Hermoso Sur, D14
-17.445315,-66.113701, Calle Ferroviaria #3887, Pukara Sur, D14
-17.446338,-66.111200, Calle El Inca #3888, Ch’aqui Mayu, D14
-17.433843,-66.108830, Calle Andes #3889, Valle Hermoso Sur, D14
-17.451407,-66.106801, Calle El Alto #3890, Pukara Sur, D14
-17.443150,-66.116123, Calle Villa San Miguel #3891, Ch’aqui Mayu, D14
-17.432891,-66.113026, Calle Ferroviaria #3892, Valle Hermoso Sur, D14
-17.439809,-66.118268, Calle El Inca #3893, Pukara Sur, D14
-17.457059,-66.111994, Calle Andes #3894, Ch’aqui Mayu, D14
-17.430101,-66.111029, Calle El Alto #3895, Valle Hermoso Sur, D14
-17.437671,-66.107980, Calle Villa San Miguel #3896, Pukara Sur, D14
-17.446637,-66.111299, Calle Ferroviaria #3897, Ch’aqui Mayu, D14
-17.447251,-66.114602, Calle El Inca #3898, Valle Hermoso Sur, D14
-17.454625,-66.115577, Calle Andes #3899, Pukara Sur, D14
-17.453527,-66.114980, Calle El Alto #3900, Ch’aqui Mayu, D14
-17.443229,-66.110449, Calle Villa San Miguel #3901, Valle Hermoso Sur, D14
-17.426930,-66.111305, Calle Ferroviaria #3902, Pukara Sur, D14
-17.430298,-66.112033, Calle El Inca #3903, Ch’aqui Mayu, D14
-17.437551,-66.117566, Calle Andes #3904, Valle Hermoso Sur, D14
-17.431990,-66.109801, Calle El Alto #3905, Pukara Sur, D14
-17.441918,-66.111014, Calle Villa San Miguel #3906, Ch’aqui Mayu, D14
-17.425548,-66.107911, Calle Ferroviaria #3907, Valle Hermoso Sur, D14
-17.455058,-66.116397, Calle El Inca #3908, Pukara Sur, D14
-17.427300,-66.110061, Calle Andes #3909, Ch’aqui Mayu, D14
-17.454317,-66.113432, Calle El Alto #3910, Valle Hermoso Sur, D14
-17.457153,-66.113748, Calle Villa San Miguel #3911, Pukara Sur, D14
-17.445551,-66.108085, Calle Ferroviaria #3912, Ch’aqui Mayu, D14
-17.431982,-66.114657, Calle El Inca #3913, Valle Hermoso Sur, D14
-17.428124,-66.110473, Calle Andes #3914, Pukara Sur, D14
-17.438016,-66.109328, Calle El Alto #3915, Ch’aqui Mayu, D14
-17.438069,-66.114716, Calle Villa San Miguel #3916, Valle Hermoso Sur, D14
-17.425425,-66.109905, Calle Ferroviaria #3917, Pukara Sur, D14
-17.446032,-66.115118, Calle El Inca #3918, Ch’aqui Mayu, D14
-17.441410,-66.111585, Calle Andes #3919, Valle Hermoso Sur, D14
-17.429323,-66.106833, Calle El Alto #3920, Pukara Sur, D14
-17.457392,-66.114215, Calle Villa San Miguel #3921, Ch’aqui Mayu, D14
-17.450620,-66.106748, Calle Ferroviaria #3922, Valle Hermoso Sur, D14
-17.449085,-66.106881, Calle El Inca #3923, Pukara Sur, D14
-17.444436,-66.105201, Calle Andes #3924, Ch’aqui Mayu, D14
-17.420307,-66.110772, Calle El Alto #3925, Valle Hermoso Sur, D14
-17.427642,-66.113438, Calle Villa San Miguel #3926, Pukara Sur, D14
-17.440079,-66.117403, Calle Ferroviaria #3927, Ch’aqui Mayu, D14
-17.448496,-66.114559, Calle El Inca #3928, Valle Hermoso Sur, D14
-17.446613,-66.108816, Calle Andes #3929, Pukara Sur, D14
-17.448042,-66.107314, Calle El Alto #3930, Ch’aqui Mayu, D14
-17.434010,-66.113774, Calle Villa San Miguel #3931, Valle Hermoso Sur, D14
-17.446835,-66.114484, Calle Ferroviaria #3932, Pukara Sur, D14
-17.430273,-66.106217, Calle El Inca #3933, Ch’aqui Mayu, D14
-17.449094,-66.110603, Calle Andes #3934, Valle Hermoso Sur, D14
-17.431657,-66.107575, Calle El Alto #3935, Pukara Sur, D14
-17.439494,-66.118854, Calle Villa San Miguel #3936, Ch’aqui Mayu, D14
-17.450949,-66.115829, Calle Ferroviaria #3937, Valle Hermoso Sur, D14
